jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,12,9,12,23,31,61,-1,50,49,74,54,47,36,22,18,24,10,-1,-1,12,8,5,3,3
02,18,15,18,32,51,46,71,47,70,71,65,55,62,49,38,43,-1,41,18,9,11,7,4,6
03,21,9,17,23,35,30,-1,-1,38,44,-1,-1,57,47,22,-1,-1,3,10,11,4,9,2,10
04,11,21,20,29,65,98,94,91,111,102,146,73,58,59,67,37,13,11,12,10,8,10,2,5
05,21,13,30,43,41,70,94,70,73,83,108,67,64,46,33,26,12,17,6,7,11,4,6,4
06,22,50,13,27,56,58,97,80,93,84,78,85,66,30,42,29,37,5,8,9,6,12,10,3
07,6,8,19,52,37,52,40,91,84,133,99,88,65,47,48,50,24,15,5,6,6,8,9,6
08,13,29,32,48,61,43,51,75,87,76,117,87,76,66,38,46,14,10,4,5,5,5,2,3
09,9,22,18,39,-1,-1,93,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,45
10,-1,13,49,-1,65,-1,-1,-1,-1,-1,-1,77,49,51,60,-1,-1,-1,-1,-1,10,7,6,3
11,46,21,28,54,39,31,100,129,131,135,-1,-1,-1,-1,56,42,-1,-1,-1,-1,9,6,5,10
12,16,18,26,80,41,50,86,118,105,105,94,59,43,-1,-1,-1,-1,57,44,6,8,8,14,10
13,32,13,42,48,37,17,49,67,101,83,75,51,45,38,35,32,-1,-1,-1,-1,-1,11,7,5
14,5,16,29,57,66,88,63,57,70,52,58,41,48,25,36,-1,-1,-1,46,8,16,8,7,5
15,10,21,40,31,78,77,56,59,55,60,72,42,41,35,32,20,15,9,6,4,10,9,7,6
16,15,23,30,34,45,59,-1,-1,68,67,62,66,45,54,35,25,18,13,7,10,14,11,4,5
17,10,46,25,51,54,76,68,80,76,68,74,47,31,47,37,22,21,28,12,18,11,5,8,6
18,8,15,20,23,33,51,42,69,52,42,56,58,58,38,28,25,18,16,11,-1,6,13,4,7
19,7,13,11,29,24,41,-1,-1,38,53,61,47,37,28,30,21,16,-1,-1,-1,14,12,7,7
20,7,15,23,22,32,46,47,44,50,39,32,30,25,30,22,17,34,-1,-1,-1,14,12,6,6
21,8,18,66,41,48,51,56,28,24,87,33,27,35,32,25,26,33,16,11,28,8,12,8,10
22,-1,-1,-1,-1,-1,39,55,67,56,51,36,38,26,25,23,23,50,8,12,-1,8,11,6,10
23,18,17,56,41,44,68,83,55,57,60,50,62,33,32,34,22,10,9,6,4,19,9,7,13
24,24,19,49,73,54,47,82,84,62,77,58,50,86,47,-1,-1,-1,-1,-1,27,17,6,8,7
25,29,25,65,64,60,59,54,67,67,49,50,73,39,29,26,24,12,16,10,6,11,13,14,10
26,20,26,52,50,64,91,44,54,55,58,46,33,20,25,16,19,8,10,9,6,14,12,4,6
27,15,25,29,48,57,55,54,65,78,89,-1,46,59,24,31,-1,-1,-1,-1,6,-1,10,8,9
28,5,14,32,39,47,68,37,-1,-1,-1,-1,-1,-1,35,19,-1,-1,-1,16,45,18,8,14,7
29,19,17,50,101,76,58,-1,74,-1,-1,-1,-1,27,29,27,16,-1,-1,-1,7,19,13,13,9
30,18,23,61,45,47,78,40,53,-1,-1,-1,-1,23,34,-1,-1,-1,-1,-1,-1,13,13,5,12
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
