dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,16,18,12,11,19,19,21,18,27,16,10,5,2,11,9,8,6,97,72,7,4,26,27,12,""
02,15,23,36,23,16,18,18,5,9,5,1,2,0,2,4,4,3,8,5,4,2,53,76,65,""
03,100,116,90,87,63,69,75,63,81,82,80,38,16,21,33,39,30,16,1,2,69,126,106,80,""
04,50,65,59,42,38,18,19,12,13,33,31,32,54,0,0,0,0,0,0,20,109,48,115,175,""
05,156,146,96,60,77,78,45,42,63,57,34,61,106,362,319,157,158,735,461,140,7,0,0,1,""
06,1,12,41,68,90,57,41,27,14,17,7,2,207,281,69,157,273,0,0,0,0,0,0,0,""
07,1,0,0,0,0,0,0,0,0,0,0,17,26,80,50,61,58,96,119,89,72,58,74,67,""
08,61,45,210,270,269,284,278,303,279,324,315,324,207,164,287,31,10,12,29,60,71,59,169,107,""
09,131,126,116,142,152,94,112,67,44,37,22,15,19,10,8,5,0,0,0,0,172,104,-1,10,""
10,13,31,28,34,51,38,43,32,37,52,48,28,16,7,12,191,42,3,6,22,169,205,195,144,""
11,142,42,238,252,245,377,299,338,301,332,179,157,158,126,60,148,533,233,325,130,62,37,43,60,""
12,90,30,39,36,28,28,88,37,59,55,30,89,401,446,335,231,476,489,151,9,237,171,277,333,""
13,366,75,55,188,49,89,27,8,6,4,4,6,5,4,2,34,9,9,9,5,8,5,3,7,""
14,3,2,3,7,2,0,7,3,16,4,3,1,19,168,28,28,74,80,86,40,18,6,2,6,""
15,5,3,2,2,7,28,43,35,37,25,6,3,5,7,1,2,0,0,0,1,1,4,2,2,""
16,0,0,0,6,3,3,1,1,1,22,5,2,62,406,213,2,1,1,2,2,23,118,109,221,""
17,136,222,201,75,188,177,119,162,33,12,191,281,77,2,0,0,1,0,8,4,0,0,0,0,""
18,0,0,0,1,0,1,0,0,0,1,0,0,1,0,3,1,0,0,0,0,0,0,0,13,""
19,0,0,0,0,0,0,0,0,1,0,2,2,1,2,1,0,2,1,3,0,0,0,16,25,""
20,44,41,75,44,21,16,13,13,13,20,45,104,14,37,32,45,82,72,-1,-1,50,45,59,58,""
21,115,74,42,43,50,45,55,65,57,159,47,61,71,105,86,103,91,47,42,34,53,37,38,46,""
22,27,21,26,26,40,38,43,124,109,65,35,224,45,58,177,71,60,58,177,48,56,36,24,41,""
23,45,18,5,1,4,7,1,27,31,1,2,3,14,3,1,1,2,4,39,5,7,13,5,6,""
24,4,3,2,1,0,2,2,25,12,1,3,7,36,15,30,45,383,217,183,0,0,0,0,5,""
25,18,20,11,9,6,20,29,11,8,5,17,3,0,0,0,0,0,15,37,104,313,489,149,47,""
26,338,52,48,56,42,24,22,8,93,24,33,39,6,2,0,0,12,4,0,0,0,0,0,0,""
27,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,10,""
28,21,39,44,65,80,60,79,44,62,46,29,32,43,43,34,43,26,15,16,16,18,42,11,15,""
29,9,14,18,12,46,162,106,60,79,105,59,59,83,28,18,22,19,43,31,20,32,76,43,193,""
30,272,141,183,95,62,52,55,49,68,106,93,25,5,-1,16,52,148,145,35,24,24,22,135,73,""
31,18,14,15,21,34,47,37,37,94,148,292,169,69,67,127,91,93,115,175,86,17,120,45,311,""
