dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,3,1,5,4,4,3,3,3,4,2,5,1,5,5,5,2,1,0,3,2,3,6,3,3,""
02,3,3,4,5,7,3,4,1,2,4,0,5,2,1,0,1,0,4,0,1,1,4,3,3,""
03,1,4,2,2,4,4,5,14,4,8,1,5,2,0,3,1,4,2,2,5,2,5,1,1,""
04,0,2,3,1,3,4,3,1,0,2,1,1,0,1,1,1,0,1,3,3,2,1,1,2,""
05,4,5,1,2,5,1,5,3,2,2,0,3,1,2,2,2,0,3,2,1,3,2,2,1,""
06,3,7,11,5,20,10,14,7,7,3,0,1,1,1,3,1,0,0,3,1,3,5,1,5,""
07,1,1,3,1,5,3,0,1,0,0,2,4,4,1,7,5,3,4,7,4,6,7,12,8,""
08,7,17,18,10,7,12,5,5,4,3,2,2,2,0,1,6,1,7,7,5,10,8,8,6,""
09,7,4,5,4,4,1,5,5,4,3,2,0,3,1,2,3,2,0,2,4,5,3,4,5,""
10,5,5,7,7,13,17,14,16,11,8,4,2,7,1,2,1,0,2,3,1,3,7,3,5,""
11,4,4,6,7,10,6,1,3,6,1,8,1,2,12,2,1,6,3,8,17,14,32,21,37,""
12,36,23,24,15,12,18,12,21,16,25,18,14,4,1,8,11,10,16,23,44,45,68,63,51,""
13,52,37,23,14,18,23,20,31,35,25,5,8,6,5,3,1,9,20,19,24,45,53,56,68,""
14,84,81,69,56,45,69,59,67,54,27,13,5,6,8,2,6,6,8,17,28,27,41,32,33,""
15,35,24,15,8,14,22,15,30,19,9,12,9,4,7,3,6,6,4,9,5,8,13,11,13,""
16,12,12,22,23,22,15,19,12,10,4,6,4,4,3,1,4,9,8,5,10,11,12,19,20,""
17,9,12,14,13,9,5,17,26,19,15,17,6,7,11,6,10,6,11,13,16,19,22,21,19,""
18,20,21,13,18,23,27,15,12,14,21,17,9,7,4,6,8,9,9,5,3,13,9,10,14,""
19,13,15,26,17,17,10,19,21,20,20,15,9,9,15,5,3,6,8,6,4,1,5,2,9,""
20,10,2,15,12,14,7,10,8,6,9,5,6,5,10,6,9,5,4,4,17,10,17,22,6,""
21,4,12,20,14,10,12,12,8,8,9,5,8,5,8,15,10,11,10,17,18,11,9,6,10,""
22,12,16,8,8,11,12,15,8,9,9,16,16,7,5,20,5,12,10,6,7,9,12,13,23,""
23,25,13,10,11,12,5,6,6,15,18,0,7,5,4,2,7,4,3,6,4,6,11,10,12,""
24,6,16,6,14,9,9,8,13,11,14,17,16,13,7,14,6,4,10,6,6,5,2,3,4,""
25,7,5,11,11,10,9,5,6,8,12,4,6,6,4,5,10,13,2,3,9,10,16,17,19,""
26,13,15,17,17,9,20,23,22,13,15,1,2,0,3,3,1,4,1,3,2,3,3,4,1,""
27,2,2,5,1,11,22,30,24,14,19,19,14,13,14,5,1,1,1,0,1,2,1,6,3,""
28,6,7,7,3,6,7,10,6,11,6,3,5,3,1,3,5,0,1,3,3,5,3,4,5,""
29,2,4,8,7,4,7,9,15,16,12,5,1,3,3,6,4,6,3,2,6,1,7,8,6,""
30,7,11,21,10,15,6,9,11,7,3,3,2,1,2,1,0,2,1,0,2,2,2,11,8,""
31,11,16,17,14,15,13,14,11,10,13,10,11,9,12,5,7,7,1,5,2,8,8,9,-1,""
