dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,20,18,17,12,14,10,11,4,6,2,3,6,4,5,6,7,4,15,21,18,14,24,20,22,""
02,20,17,13,18,15,9,14,7,7,6,10,6,11,13,9,11,9,18,15,17,25,23,13,20,""
03,13,17,19,11,5,9,7,9,7,8,5,4,8,9,14,17,17,16,17,14,15,15,26,27,""
04,17,20,18,14,10,4,4,4,4,4,1,7,8,11,7,12,13,15,19,16,13,21,26,25,""
05,21,25,24,13,18,8,10,4,2,8,4,3,6,2,6,8,10,17,11,20,20,16,19,20,""
06,21,19,17,15,4,12,5,4,2,4,8,5,4,11,4,5,11,17,6,19,9,12,16,14,""
07,22,15,9,15,11,8,9,2,5,4,2,4,10,8,8,12,12,12,13,15,14,22,13,20,""
08,12,9,14,19,10,3,6,5,3,4,6,4,6,2,7,7,11,8,9,12,7,16,25,25,""
09,22,17,15,18,9,12,8,5,1,5,3,7,4,7,5,9,12,8,14,14,22,17,14,25,""
10,21,20,8,11,11,3,6,2,2,3,8,3,3,6,8,8,8,8,9,3,9,4,8,10,""
11,6,9,12,7,7,5,0,3,1,0,0,2,5,3,5,7,11,10,17,16,12,17,23,21,""
12,4,11,13,5,10,6,0,2,4,6,1,8,4,10,3,11,1,4,2,12,20,17,16,9,""
13,14,16,10,6,3,0,5,6,6,5,7,15,7,5,11,6,20,11,18,19,43,58,50,50,""
14,22,4,10,14,10,4,3,5,4,10,20,26,22,2,12,20,24,18,25,28,37,40,26,29,""
15,18,20,8,15,9,18,1,2,3,8,9,9,5,11,7,15,8,14,17,15,23,22,22,18,""
16,12,12,14,15,17,11,4,3,3,5,1,11,5,7,5,18,9,14,19,23,18,20,19,29,""
17,10,20,17,12,12,2,5,6,9,3,10,2,2,6,6,7,7,11,9,12,13,16,19,8,""
18,15,11,10,6,5,0,3,7,3,0,2,2,1,3,6,4,11,7,11,16,10,11,6,8,""
19,15,17,9,7,3,2,3,4,2,2,3,4,4,9,6,6,13,7,11,14,12,15,9,16,""
20,8,8,6,8,6,7,4,1,1,1,2,2,3,3,10,8,12,12,23,13,22,25,28,15,""
21,15,16,16,15,13,8,12,2,4,3,5,4,5,6,6,10,10,10,15,22,20,21,25,24,""
22,15,24,21,11,21,13,7,6,3,6,2,3,8,5,12,9,11,12,8,11,19,21,19,24,""
23,22,13,12,5,4,5,4,3,1,0,2,0,2,2,5,6,7,7,8,5,4,5,10,17,""
24,13,15,7,9,11,10,3,0,1,3,1,4,3,0,5,7,7,4,8,10,10,9,10,12,""
25,15,14,14,6,10,19,7,2,4,4,2,2,3,2,2,7,10,6,11,10,13,6,8,18,""
26,9,10,10,4,10,6,1,7,0,4,1,1,3,1,1,4,5,7,13,6,9,8,8,15,""
27,12,18,16,4,8,5,9,5,3,1,2,2,6,5,2,9,7,10,4,9,7,8,19,9,""
28,14,12,12,15,18,12,12,2,0,5,6,1,1,1,3,3,6,11,14,20,8,10,14,11,""
29,16,13,17,13,6,6,1,2,1,4,1,3,4,8,6,7,6,15,7,11,13,14,19,14,""
30,17,19,15,7,8,8,8,3,4,2,5,5,4,5,7,7,5,8,12,9,17,11,11,18,""
31,18,13,17,12,33,110,16,4,5,7,5,4,8,6,6,4,6,11,5,5,14,22,11,-1,""
