dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,16,18,41,32,42,43,55,73,114,93,106,67,103,38,92,44,26,34,53,55,60,46,55,26,""
02,0,1,28,26,39,37,50,41,25,73,47,54,51,62,48,23,26,36,38,60,58,61,30,17,""
03,20,17,38,59,66,39,51,110,325,364,170,105,78,53,48,21,21,39,41,57,69,68,70,49,""
04,19,23,43,41,55,56,67,72,70,75,85,50,145,105,94,87,30,47,36,40,53,70,60,45,""
05,17,11,39,38,58,50,136,242,204,223,143,115,30,32,14,27,37,29,35,52,46,64,63,28,""
06,18,15,17,33,62,55,56,34,43,38,50,21,24,27,21,28,34,31,51,36,64,85,71,17,""
07,26,18,17,24,38,59,60,37,32,22,33,33,17,15,23,24,17,38,53,47,66,76,84,29,""
08,19,21,33,38,27,56,39,39,41,24,24,31,40,35,27,35,27,26,40,45,69,64,66,41,""
09,0,0,17,57,57,50,87,103,91,57,33,33,56,97,102,48,40,26,33,49,93,83,63,47,""
10,14,13,37,30,47,51,81,98,46,75,20,22,73,57,74,57,55,44,47,59,78,119,115,46,""
11,4,16,21,43,37,36,90,90,61,38,57,47,56,21,28,51,57,48,75,106,90,146,158,126,""
12,17,14,42,43,50,59,107,51,52,34,21,59,34,19,23,28,41,73,102,144,161,189,140,76,""
13,24,13,20,32,83,129,160,132,58,41,17,24,21,23,26,51,81,130,127,195,175,218,255,123,""
14,13,14,4,25,65,110,100,91,87,51,116,11,20,13,21,63,88,96,157,144,171,189,146,60,""
15,15,0,27,53,64,54,51,43,25,24,12,32,20,15,24,12,24,33,45,54,61,75,91,94,""
16,21,27,27,57,36,58,79,33,27,26,23,9,27,14,27,11,18,31,34,41,56,44,37,35,""
17,12,20,30,45,53,58,48,62,53,44,24,31,23,17,14,14,14,27,28,44,47,63,63,31,""
18,17,18,27,44,44,48,48,48,44,42,28,32,15,14,7,25,29,34,29,38,46,47,48,48,""
19,27,16,39,51,38,38,39,34,30,16,20,24,14,22,15,26,11,20,41,41,44,47,38,25,""
20,18,30,24,52,59,66,56,47,30,41,24,14,16,18,20,17,19,25,32,48,57,48,57,39,""
21,20,22,21,53,60,60,49,55,25,27,23,20,19,19,26,22,22,45,25,44,64,53,59,19,""
22,24,10,36,62,49,52,56,54,36,34,28,21,31,35,26,19,30,31,42,53,68,67,61,100,""
23,50,0,26,87,46,55,40,39,41,32,51,24,20,21,22,12,16,34,26,30,35,43,56,44,""
24,31,11,35,39,43,29,63,35,25,21,13,20,14,14,17,12,13,19,29,35,42,64,44,9,""
25,11,18,17,19,43,45,57,52,49,35,34,27,23,26,15,16,29,32,26,36,49,60,36,10,""
26,22,11,19,18,50,56,44,62,26,34,34,23,20,24,32,13,21,21,17,34,46,37,38,38,""
27,13,19,15,20,57,59,61,46,21,35,29,21,19,15,11,16,22,33,22,27,34,36,82,27,""
28,8,24,8,30,44,55,48,32,33,22,36,21,17,15,16,26,19,29,22,26,24,38,37,12,""
29,11,6,19,35,35,26,39,28,25,16,25,24,17,20,13,12,19,24,22,29,42,53,38,37,""
30,29,21,22,41,37,37,43,40,29,18,17,19,15,19,16,3,3,4,5,11,10,8,20,12,""
31,18,18,14,13,12,7,47,40,31,27,19,17,29,21,27,18,3,9,25,53,52,37,30,26,""
