dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,9,18,13,22,11,12,11,16,4,0,0,0,0,0,7,7,8,7,5,12,20,13,11,8,""
02,12,9,17,23,24,15,16,10,16,8,9,14,7,22,7,13,9,9,15,9,1,3,12,9,""
03,13,9,17,18,21,31,17,23,17,13,19,13,16,12,6,5,9,13,12,9,11,9,6,19,""
04,13,13,22,32,24,26,20,14,21,9,3,15,12,16,10,9,11,8,11,16,12,17,9,11,""
05,4,9,15,16,17,17,21,16,18,16,14,16,11,10,11,4,11,7,9,14,13,6,9,9,""
06,15,14,16,18,18,14,13,15,13,8,6,12,11,20,11,5,6,6,5,13,14,16,11,16,""
07,19,13,15,14,15,15,21,18,19,12,18,15,12,5,6,9,5,12,10,10,6,6,13,10,""
08,11,13,26,21,26,17,17,19,14,10,15,22,13,14,7,15,10,11,16,18,23,17,17,21,""
09,15,23,26,30,33,32,34,20,21,19,17,20,19,31,14,16,9,21,12,15,21,21,17,19,""
10,12,19,34,26,18,23,19,17,14,16,19,10,11,17,9,9,13,4,13,18,9,38,23,17,""
11,12,13,19,33,34,37,25,32,19,19,22,14,16,4,8,9,4,10,16,7,15,22,24,15,""
12,11,21,28,32,37,39,25,30,17,24,8,11,17,16,9,6,11,10,16,19,37,48,34,23,""
13,15,14,26,48,60,46,41,39,25,22,31,23,9,14,3,8,13,19,24,40,52,68,89,69,""
14,23,39,70,112,94,112,82,73,57,46,35,14,11,10,13,8,13,14,32,38,39,43,75,50,""
15,24,23,43,43,32,34,29,21,22,14,18,14,12,18,16,12,5,12,12,15,20,7,10,14,""
16,10,17,24,25,24,18,20,27,22,9,17,10,14,8,11,9,7,11,15,13,21,17,10,13,""
17,8,24,14,17,27,22,20,25,12,23,19,12,12,20,5,11,10,10,10,10,26,10,8,7,""
18,15,24,19,26,24,17,29,20,17,14,23,11,17,15,8,14,15,7,9,5,13,6,11,18,""
19,10,14,26,23,28,23,30,24,13,21,10,25,18,20,10,8,12,4,9,13,25,15,11,15,""
20,5,13,24,33,23,25,24,12,19,11,17,19,12,14,5,7,14,12,14,22,16,8,11,18,""
21,13,17,17,21,18,19,13,20,15,5,20,13,9,7,11,9,17,10,12,14,20,12,8,8,""
22,12,18,18,24,29,17,25,21,20,13,17,12,18,11,16,6,11,11,16,9,19,21,11,22,""
23,28,21,18,23,28,26,14,11,17,12,19,20,6,21,10,9,9,2,0,0,0,2,1,0,""
24,4,0,0,1,3,8,3,0,1,5,6,5,10,22,2,1,6,16,6,8,1,1,0,0,""
25,0,2,6,1,5,15,15,4,4,2,16,27,6,18,4,10,4,5,9,8,6,10,67,10,""
26,11,4,2,1,8,35,6,7,6,5,34,11,15,16,10,16,16,8,10,9,11,13,9,21,""
27,18,15,22,21,27,29,29,18,8,24,18,18,17,12,7,13,9,8,9,19,14,15,14,14,""
28,13,18,28,21,21,23,26,16,21,16,24,19,16,14,21,16,16,14,8,14,18,16,13,11,""
29,16,25,28,35,35,25,25,24,13,20,10,23,14,19,16,14,13,11,12,12,17,9,17,15,""
30,14,25,19,29,27,22,16,23,17,19,29,18,26,19,11,24,15,8,15,10,8,8,6,8,""
31,12,8,22,30,17,25,19,18,22,14,5,20,19,17,7,8,5,9,5,24,21,13,20,-1,""
[E]g`jbfeez8Ihfe'jf',"b"
