dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,62,78,64,87,107,91,105,86,56,66,54,65,72,48,71,60,55,44,45,47,44,47,48,51,""
02,71,60,77,81,96,100,98,75,63,83,69,58,69,62,61,57,50,47,56,47,41,51,41,31,""
03,62,59,67,79,87,71,58,68,58,39,45,53,58,70,79,56,41,44,40,28,39,30,39,50,""
04,38,73,79,72,104,95,65,61,48,60,37,39,44,51,50,61,55,49,57,42,52,45,32,38,""
05,62,70,77,88,90,84,100,69,73,48,57,63,55,62,55,52,48,36,42,45,43,42,42,47,""
06,57,75,82,78,106,91,81,64,56,30,47,33,31,37,34,46,39,33,36,42,35,38,42,40,""
07,73,67,65,94,84,92,83,87,77,48,58,52,42,52,52,47,45,40,42,45,42,36,45,44,""
08,62,63,83,90,82,97,96,90,58,41,51,52,45,39,38,55,40,42,48,47,53,53,42,48,""
09,39,67,66,101,106,91,72,74,59,46,40,39,36,48,30,54,41,43,51,59,41,39,44,44,""
10,45,59,71,78,90,86,97,96,78,47,45,42,49,29,42,40,38,39,47,41,53,46,41,52,""
11,61,57,60,108,126,110,126,83,79,66,55,44,0,0,0,0,0,0,0,0,0,0,0,0,""
12,0,0,0,0,0,0,0,0,0,0,62,58,48,56,68,62,45,58,66,84,78,73,77,82,""
13,74,85,113,187,210,207,198,159,115,80,46,51,57,46,45,52,49,90,104,107,112,127,88,99,""
14,109,81,139,245,251,191,197,176,112,58,41,35,41,39,25,41,42,60,74,70,68,76,89,66,""
15,76,95,89,120,138,126,89,82,72,42,33,40,58,34,48,38,59,38,40,35,52,43,46,48,""
16,48,70,62,89,93,88,79,71,59,53,45,38,31,43,43,41,35,41,36,36,38,41,41,35,""
17,49,69,64,63,83,93,83,62,30,35,53,58,41,46,46,49,40,30,37,30,36,32,31,34,""
18,50,60,54,71,58,69,56,50,63,43,56,58,55,57,48,53,37,41,45,35,26,35,37,21,""
19,34,40,49,64,51,72,68,47,56,51,57,59,58,48,33,44,47,41,37,51,31,29,34,34,""
20,47,56,55,60,56,64,53,37,49,44,46,37,28,34,34,37,49,32,34,38,29,35,35,42,""
21,41,51,66,69,69,63,56,47,58,34,46,30,37,30,54,41,36,29,34,31,24,39,26,35,""
22,51,57,57,44,64,53,51,64,52,52,39,63,58,45,49,39,34,28,30,46,35,40,62,91,""
23,91,56,61,76,58,54,62,57,54,42,33,46,44,36,49,33,30,31,31,27,36,27,28,28,""
24,34,40,52,59,41,62,62,60,55,43,46,51,49,40,48,41,34,35,31,24,31,36,23,37,""
25,39,38,50,73,67,58,60,47,51,37,30,34,42,37,39,43,41,42,42,43,26,36,23,37,""
26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
