dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,9,26,31,29,35,32,28,24,8,2,0,1,0,0,8,10,18,15,13,15,22,16,20,14,""
02,21,19,28,28,36,20,26,33,28,11,12,15,13,21,15,18,11,9,17,20,24,18,13,15,""
03,25,42,33,31,40,30,36,31,22,22,19,22,14,9,16,12,9,12,10,18,20,16,13,16,""
04,26,37,33,40,31,35,35,30,30,27,11,12,10,19,18,19,15,19,20,23,21,24,19,14,""
05,21,28,38,27,38,28,33,24,28,33,23,24,12,19,19,12,15,11,9,18,16,23,16,30,""
06,32,33,32,25,37,30,23,30,27,20,6,18,16,15,19,16,10,10,15,17,19,12,20,27,""
07,19,32,44,34,37,34,37,34,21,21,16,11,17,14,17,18,16,14,8,18,26,24,15,12,""
08,22,35,24,31,29,42,37,28,21,31,19,18,16,24,20,20,10,8,25,20,19,22,18,18,""
09,29,23,37,38,37,29,28,20,24,23,21,20,9,12,20,14,15,16,28,30,23,22,18,15,""
10,12,24,26,19,33,38,29,22,25,15,16,13,13,21,10,17,18,20,17,24,17,36,40,17,""
11,29,33,36,39,30,31,43,35,33,23,20,14,14,18,10,12,10,15,19,14,17,39,29,23,""
12,33,21,37,37,39,50,32,44,35,41,6,15,4,19,17,17,9,10,11,43,47,53,69,54,""
13,36,38,63,67,76,72,69,80,32,34,23,12,8,13,11,10,20,23,34,58,71,86,119,123,""
14,51,59,120,143,126,129,117,93,77,39,43,29,10,9,15,14,23,19,34,29,54,65,66,84,""
15,55,34,43,40,63,70,48,41,31,19,27,16,19,21,19,17,17,11,18,20,25,14,18,20,""
16,24,20,19,22,22,36,36,24,31,22,22,20,10,12,20,19,13,9,21,16,16,15,10,15,""
17,16,34,28,23,17,15,23,30,11,21,26,11,11,14,11,7,10,17,16,14,12,22,20,12,""
18,18,26,29,30,30,30,38,23,24,18,21,17,19,22,10,14,18,11,9,12,25,11,11,17,""
19,17,22,24,28,20,14,17,31,28,23,16,12,11,14,15,6,9,10,16,20,25,15,16,9,""
20,21,24,33,31,29,30,19,17,18,16,18,10,10,12,15,14,9,9,11,20,11,8,16,17,""
21,28,25,27,31,35,29,21,20,21,15,21,13,6,11,18,8,16,8,4,9,12,16,18,13,""
22,10,17,25,29,35,27,24,28,18,17,21,18,14,16,23,19,8,10,10,14,20,25,19,36,""
23,33,28,23,23,27,23,23,26,22,23,22,33,17,21,18,11,8,10,9,12,17,8,8,9,""
24,19,24,10,10,12,28,15,17,18,17,18,18,18,28,15,8,11,15,10,5,18,8,19,7,""
25,14,18,19,29,27,22,17,14,9,15,21,8,11,9,17,12,11,7,18,11,15,13,7,11,""
26,3,12,20,27,22,21,17,16,14,21,11,7,8,11,7,8,9,10,3,10,2,4,7,7,""
27,6,9,19,16,26,24,18,10,12,21,7,14,19,12,7,9,5,17,23,12,14,18,22,18,""
28,21,20,32,11,18,18,38,21,14,15,22,10,18,16,15,27,13,14,15,19,17,15,16,17,""
29,15,20,34,37,36,28,22,17,21,16,10,17,10,10,15,14,11,5,18,23,14,6,4,24,""
30,17,18,28,15,15,15,30,14,14,14,19,10,15,17,6,7,6,10,16,10,12,16,16,16,""
31,28,22,26,29,19,13,22,17,28,14,27,20,18,14,11,8,18,37,45,24,16,22,23,-1,""
