oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,18,26,35,22,0,0,0,0,0,1,4,5,4,1,10,11,25,26,24,29,27,40,38,27,""
02,47,46,43,45,34,45,38,39,19,26,28,24,20,26,14,15,15,21,27,25,28,35,40,40,""
03,48,42,45,37,29,26,34,40,26,28,26,30,19,9,0,0,3,3,1,1,0,0,0,10,""
04,28,45,45,40,38,38,36,25,17,21,11,19,18,14,11,21,29,25,8,20,24,25,22,50,""
05,38,52,49,45,38,31,30,34,31,21,24,10,26,28,16,23,27,24,16,13,19,33,18,44,""
06,41,30,43,48,41,19,29,41,39,11,25,26,26,27,23,22,27,23,33,18,30,31,46,47,""
07,45,50,45,43,28,26,3,3,23,23,25,25,23,23,25,24,26,23,26,28,33,27,30,32,""
08,30,30,35,40,33,28,26,28,26,31,31,26,28,19,21,14,24,27,25,27,25,33,27,43,""
09,32,40,35,42,29,27,31,28,27,31,22,20,15,16,14,20,5,21,3,11,10,15,14,11,""
10,21,10,3,17,14,12,10,13,9,14,21,10,21,20,11,23,16,21,24,28,32,39,39,42,""
11,42,46,40,51,26,23,21,30,21,30,22,22,15,10,2,21,3,9,26,20,24,24,23,17,""
12,27,19,20,25,17,17,39,13,6,12,21,27,21,24,20,18,11,19,15,18,12,8,8,8,""
13,10,12,18,15,8,5,15,15,4,11,13,9,10,7,17,10,2,11,9,7,7,13,10,10,""
14,5,10,7,12,5,15,11,15,12,16,15,30,30,35,19,25,22,27,28,26,37,27,40,40,""
15,43,33,40,40,41,41,38,33,28,50,35,33,28,25,20,27,18,27,25,29,37,39,43,36,""
16,44,53,44,41,38,21,30,34,32,33,32,25,19,27,29,28,21,33,28,25,26,30,40,42,""
17,46,38,30,37,38,24,28,23,36,11,12,30,11,12,4,19,26,23,32,31,24,22,34,42,""
18,46,45,39,34,32,10,37,14,20,26,16,28,22,10,30,31,18,13,34,22,18,30,38,39,""
19,42,38,34,31,30,19,21,18,19,13,8,20,16,33,23,28,17,23,21,20,29,32,40,35,""
20,38,33,33,28,40,23,19,36,19,16,17,16,17,9,8,7,4,17,27,28,29,23,31,6,""
21,25,40,42,28,17,21,22,11,27,29,27,18,4,18,17,14,18,24,29,24,35,10,15,21,""
22,10,19,40,44,32,25,16,21,20,30,30,38,23,19,22,15,10,19,18,20,18,28,46,48,""
23,42,35,46,49,29,30,10,0,0,0,4,27,26,21,23,24,24,28,32,26,32,27,39,51,""
24,38,40,47,48,40,36,23,15,28,10,19,6,19,24,19,20,24,20,22,6,12,17,18,15,""
25,24,22,20,30,27,21,21,18,12,24,9,26,15,10,13,10,28,18,21,11,20,18,35,44,""
26,42,26,29,32,20,17,22,19,28,18,2,0,0,0,3,9,6,6,10,5,16,6,15,25,""
27,40,31,35,28,29,31,34,33,18,22,14,20,15,29,12,19,23,24,22,23,24,22,29,31,""
28,30,35,26,33,34,34,24,23,18,13,23,19,16,23,24,27,22,22,20,18,23,25,32,32,""
29,34,30,28,6,22,16,11,19,14,6,14,8,12,12,16,15,25,25,17,24,7,7,4,2,""
30,27,19,5,0,9,3,18,12,8,20,14,7,17,4,9,11,8,9,15,14,5,14,15,4,""
31,26,18,17,12,13,19,4,6,6,4,10,29,29,10,4,3,1,5,4,16,13,17,9,36,""
