oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,13,27,21,21,14,17,14,20,21,18,36,53,26,11,10,11,13,13,10,19,8,28,21,24,""
02,24,12,16,27,21,12,16,29,24,19,17,32,22,19,16,15,12,19,29,14,29,19,23,23,""
03,21,23,19,19,25,22,24,28,20,23,22,18,22,19,13,22,18,11,23,20,22,20,21,29,""
04,25,35,27,17,21,28,23,29,23,27,17,17,20,21,14,22,16,19,18,24,23,19,33,26,""
05,19,20,23,24,21,21,22,14,26,23,23,17,22,23,28,22,34,26,28,20,38,34,32,25,""
06,37,30,30,29,25,36,14,10,0,0,2,7,23,23,14,24,21,12,14,9,13,21,22,28,""
07,20,23,26,24,20,26,12,13,20,22,19,13,22,14,20,17,20,18,12,16,19,18,18,22,""
08,24,13,15,16,17,17,22,16,18,13,11,15,12,11,16,10,16,13,17,17,9,12,14,12,""
09,12,13,16,12,15,10,12,11,10,19,12,9,20,8,16,10,10,18,16,13,12,21,17,14,""
10,21,18,9,19,13,16,15,14,20,15,17,19,17,13,15,17,21,20,25,11,20,11,14,21,""
11,20,21,15,19,19,21,11,14,12,17,17,16,10,10,11,15,17,15,15,17,13,17,16,12,""
12,14,14,26,14,18,13,13,18,17,17,14,11,11,13,12,17,11,10,14,15,10,14,18,13,""
13,12,-1,-1,-1,-1,-1,6,21,15,19,15,15,20,20,20,23,19,19,15,13,19,23,19,25,""
14,25,32,24,21,11,17,18,26,26,23,16,21,27,19,23,28,27,21,10,20,30,32,24,24,""
15,32,27,38,28,21,16,24,26,18,17,20,33,23,20,21,18,15,24,22,28,29,33,0,32,""
16,30,32,36,28,26,30,23,22,28,18,18,22,27,17,25,23,24,25,22,21,23,30,30,26,""
17,26,25,17,28,29,20,15,36,31,18,18,12,19,10,18,19,29,14,16,27,32,36,27,22,""
18,32,29,31,29,26,24,37,34,27,20,19,14,18,12,15,17,15,14,27,20,24,21,20,33,""
19,24,28,28,18,3,12,17,19,15,14,7,8,23,24,21,21,16,13,11,21,26,27,15,24,""
20,14,31,26,25,23,25,17,23,16,15,9,14,16,17,21,21,23,17,19,14,17,19,17,10,""
21,11,8,6,1,2,0,16,19,19,19,9,30,14,21,20,21,16,24,25,26,13,19,14,16,""
22,32,23,28,31,13,13,20,23,28,31,30,27,23,22,8,16,18,19,17,14,14,27,30,25,""
23,17,16,18,21,17,27,29,24,19,18,23,27,12,12,14,14,12,23,22,14,21,19,24,28,""
24,33,30,25,22,28,27,20,17,13,11,18,22,15,9,13,12,16,14,18,14,19,19,18,28,""
25,30,24,22,18,15,20,19,17,15,13,13,18,14,12,5,21,12,17,28,20,20,21,17,20,""
26,25,14,13,13,25,20,17,15,17,22,20,25,14,14,27,13,21,21,18,19,17,21,22,20,""
27,22,28,18,20,21,18,16,33,23,21,18,11,20,23,9,14,15,19,18,16,20,18,28,20,""
28,25,29,22,12,12,24,31,17,16,12,16,19,12,15,14,11,13,19,25,22,23,16,14,17,""
29,6,14,16,19,15,12,22,22,13,11,26,22,19,14,15,18,21,14,19,12,13,16,14,21,""
30,37,24,25,14,27,29,30,34,9,12,6,11,13,14,14,22,16,10,10,22,16,17,24,26,""
31,23,18,27,25,14,18,19,19,20,24,22,25,14,25,20,19,19,7,14,17,16,14,-1,-1,""
