oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,""
05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,""
07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,37,31,16,16,25,14,13,11,8,""
09,5,5,5,7,8,14,17,24,29,30,45,38,48,40,45,36,31,25,32,18,11,6,11,5,""
10,9,8,9,10,20,15,17,16,26,28,39,30,37,26,38,40,46,27,21,27,20,9,13,8,""
11,13,12,17,30,15,26,31,29,22,44,45,48,52,44,44,34,47,29,20,23,26,12,8,7,""
12,3,8,11,10,15,16,26,21,35,34,42,48,33,30,26,29,40,29,18,14,13,13,1,0,""
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,9,9,""
14,7,6,7,16,17,13,19,15,24,32,43,40,45,36,35,50,49,29,26,31,15,21,11,10,""
15,11,13,7,9,19,24,28,25,32,41,44,35,39,32,51,46,39,32,27,37,29,19,16,17,""
16,11,11,20,15,34,35,42,35,38,40,72,65,67,49,61,61,66,40,32,32,22,33,20,13,""
17,10,9,7,26,16,23,25,21,30,24,38,44,27,44,58,64,81,58,36,37,31,35,25,15,""
18,3,8,23,10,17,18,28,27,37,48,53,54,46,69,66,64,54,34,29,36,21,23,30,11,""
19,12,6,21,14,22,23,30,24,37,43,50,43,46,67,68,56,47,49,39,27,22,17,19,10,""
20,8,16,15,16,13,24,30,26,34,64,59,66,58,70,63,65,58,40,39,28,25,23,15,11,""
21,12,11,20,11,13,14,22,27,30,54,45,39,58,87,92,97,68,61,57,42,20,36,30,19,""
22,15,11,18,22,33,37,34,48,54,70,85,83,83,102,89,83,63,53,60,40,26,25,15,17,""
23,12,12,7,16,21,27,30,39,73,86,93,86,72,82,49,54,56,51,63,36,46,21,28,18,""
24,16,17,19,16,21,32,37,42,64,96,81,90,78,93,90,76,60,55,45,51,38,25,22,8,""
25,18,10,6,12,14,20,21,27,33,60,52,41,48,58,60,73,71,52,62,37,47,36,22,12,""
26,15,12,16,13,17,28,30,32,38,65,69,70,80,69,72,59,58,69,67,65,50,16,16,16,""
27,13,14,17,21,17,33,32,26,38,48,47,59,78,59,84,85,84,74,47,33,32,35,23,13,""
28,7,16,57,30,16,32,20,16,37,54,59,45,46,66,72,65,52,35,23,33,29,26,20,8,""
29,9,13,10,12,12,24,22,31,38,47,67,88,58,65,59,53,35,47,39,27,23,11,14,10,""
30,4,4,10,11,16,21,30,25,28,48,43,54,52,44,62,54,39,33,22,33,19,17,19,3,""
31,4,4,10,8,8,15,16,14,24,34,35,57,41,34,41,35,21,26,34,20,16,11,16,-1,""
