oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,53,59,70,58,61,65,56,69,64,72,65,54,64,71,67,54,46,57,51,47,45,60,52,53,""
02,62,52,68,67,72,72,70,82,56,51,60,44,56,61,77,78,70,59,37,57,48,66,54,49,""
03,51,52,71,69,49,78,80,83,62,67,-1,-1,-1,-1,-1,-1,-1,55,53,36,29,37,35,31,""
04,43,51,39,59,55,59,50,52,54,61,41,61,48,58,50,50,54,37,42,40,41,38,39,31,""
05,40,39,48,52,50,64,57,62,43,51,52,47,50,59,54,53,50,33,30,56,37,42,42,39,""
06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
07,51,49,49,66,75,54,65,66,60,73,54,48,51,36,40,53,57,53,44,40,44,42,62,49,""
08,49,43,53,66,60,73,63,59,49,51,66,40,46,50,47,53,53,61,40,46,42,40,46,50,""
09,45,72,57,71,63,72,61,63,62,25,-1,-1,-1,-1,32,53,41,58,50,44,48,53,53,44,""
10,57,57,79,57,62,59,67,63,63,68,65,59,49,58,61,47,55,41,39,52,36,73,47,63,""
11,48,56,60,57,58,65,57,67,58,59,54,60,49,59,52,59,47,59,55,62,55,54,48,59,""
12,55,54,60,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,44,47,61,56,""
13,46,61,58,61,56,74,66,58,54,54,53,54,51,9,-1,-1,-1,35,50,52,43,66,38,45,""
14,64,62,63,67,59,72,71,67,46,62,60,65,52,41,51,41,57,53,53,58,49,51,39,45,""
15,45,45,59,83,78,78,70,68,64,70,73,46,53,56,54,53,57,51,48,53,42,50,39,42,""
16,52,44,60,73,65,71,67,55,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,61,52,46,53,""
18,48,43,50,57,47,88,80,52,57,62,68,65,49,52,55,56,55,37,49,56,46,43,45,49,""
19,51,48,65,77,54,69,69,57,47,73,59,55,48,44,57,51,53,38,51,51,52,44,47,49,""
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,""
21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,54,41,40,43,39,50,43,72,""
22,58,49,55,63,77,65,87,75,62,67,69,60,57,62,59,55,40,39,49,55,49,53,58,62,""
23,74,52,50,77,74,74,92,73,78,58,52,53,58,58,57,54,47,58,56,41,51,43,55,40,""
24,53,46,58,69,56,74,65,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,49,43,50,53,30,54,""
26,48,50,58,64,70,76,60,74,72,59,57,56,65,55,52,56,45,43,46,38,36,51,49,47,""
27,46,52,44,66,76,82,65,65,60,67,54,53,44,47,53,48,48,44,62,36,55,43,48,49,""
28,58,56,43,69,76,74,81,67,47,-1,-1,-1,-1,-1,-1,-1,47,70,57,67,40,47,39,46,""
29,40,49,54,57,64,60,69,60,62,70,52,51,67,56,51,49,57,35,51,50,48,45,57,47,""
30,44,47,64,72,61,58,73,63,82,67,55,50,52,69,51,47,51,64,58,50,58,41,37,45,""
31,34,52,65,51,72,66,66,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
