oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,4,-1,31,2,51,45,13,29,37,28,28,30,3,40,3,3,16,32,15,37,1,4,6,4,""
02,5,5,14,3,56,31,23,34,25,25,33,33,21,39,21,36,35,42,23,7,-1,2,-1,3,""
03,-1,1,20,1,36,33,37,37,40,45,47,49,43,26,36,35,24,33,46,30,2,5,7,1,""
04,2,1,12,5,36,40,39,28,19,2,2,4,6,3,1,2,5,9,11,6,3,3,6,7,""
05,2,5,3,3,47,18,26,48,59,30,51,49,25,34,47,36,45,45,41,38,9,25,43,31,""
06,28,12,32,11,37,19,21,46,47,51,53,53,34,32,4,4,7,4,3,2,3,7,10,18,""
07,15,16,2,1,18,21,49,64,53,53,59,47,32,37,29,23,20,28,26,45,11,43,40,24,""
08,14,27,22,9,36,13,22,41,19,31,33,36,20,26,27,21,32,34,19,26,17,17,9,17,""
09,13,11,8,17,18,29,13,19,20,12,17,12,-1,-1,-1,-1,-1,-1,21,15,19,18,6,14,""
10,14,20,20,16,13,23,17,14,27,39,15,50,38,35,19,22,23,37,39,26,24,19,16,16,""
11,14,9,3,16,26,20,7,42,30,28,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
12,-1,-1,-1,-1,-1,-1,35,23,16,100,75,94,38,46,96,86,58,117,134,-1,1,-1,-1,-1,""
13,2,-1,-1,-1,-1,-1,6,-1,-1,-1,-1,-1,1,-1,-1,2,1,-1,-1,1,-1,-1,1,-1,""
14,-1,-1,-1,-1,-1,1,-1,2,1,-1,-1,1,-1,-1,2,1,-1,-1,-1,-1,-1,1,1,1,""
15,-1,-1,-1,-1,-1,1,-1,-1,26,19,21,45,51,36,65,63,56,51,69,68,5,5,7,4,""
16,3,5,40,2,60,56,31,42,32,44,42,39,38,21,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
17,-1,-1,-1,-1,-1,17,9,27,41,18,-1,-1,-1,-1,-1,-1,-1,26,50,20,4,2,4,2,""
18,-1,1,15,7,34,27,15,18,25,26,31,31,24,15,26,28,26,33,20,12,1,-1,3,7,""
19,1,3,5,6,25,8,17,9,19,22,15,26,18,17,15,4,11,15,21,15,5,2,1,3,""
20,2,9,2,2,21,12,12,9,21,23,19,24,26,7,20,26,30,32,17,24,32,13,8,17,""
21,14,7,6,13,30,13,28,22,24,18,27,20,8,9,14,28,19,28,21,13,9,14,32,8,""
22,11,11,12,9,10,25,6,15,19,12,14,25,11,6,9,13,11,20,14,6,18,15,9,6,""
23,4,8,4,9,24,12,14,11,16,24,11,21,22,9,17,13,31,27,19,27,17,7,15,17,""
24,16,19,5,8,15,18,17,13,12,14,33,29,25,4,-1,10,20,19,26,24,17,16,15,9,""
25,7,5,3,14,19,22,8,7,22,11,7,10,11,4,5,11,1,4,3,4,1,3,-1,3,""
26,-1,3,2,4,7,4,2,5,13,12,5,11,-1,-1,-1,-1,-1,-1,-1,8,3,3,3,2,""
27,-1,2,1,1,9,14,13,11,7,12,10,12,13,15,8,19,28,47,67,78,3,2,4,11,""
28,4,-1,2,3,38,34,92,74,61,42,36,42,43,35,28,29,10,25,35,31,2,6,1,1,""
29,2,1,7,3,36,11,35,34,32,48,32,14,-1,-1,-1,-1,-1,-1,20,37,11,1,3,2,""
30,3,2,2,4,6,26,35,45,29,66,25,30,23,39,34,54,45,50,47,48,45,14,2,1,""
31,4,1,5,14,18,29,38,54,61,52,43,36,80,60,61,61,67,69,86,49,3,6,1,-1,""
