jan,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,1,1,nan,1,nan,4,1,2,nan,nan,2,2,3,nan,nan,9,nan,nan,nan,nan,nan,nan,nan,3
02,nan,1,1,nan,3,2,nan,nan,nan,nan,nan,7,2,nan,3,3,6,nan,3,nan,nan,nan,nan,nan,nan
03,nan,nan,nan,5,1,nan,nan,nan,nan,nan,nan,3,nan,nan,nan,7,nan,nan,nan,1,nan,nan,nan,2
04,nan,1,nan,4,4,5,4,nan,nan,nan,3,3,4,nan,nan,3,nan,nan,nan,nan,nan,nan,nan,nan,nan
05,nan,1,nan,3,1,nan,nan,nan,nan,2,3,4,nan,nan,nan,3,3,nan,1,nan,nan,nan,nan,nan,nan
06,1,nan,nan,3,1,nan,nan,1,nan,nan,1,4,nan,nan,3,6,nan,nan,nan,1,nan,nan,nan,2
07,nan,nan,nan,2,4,nan,3,nan,nan,nan,2,4,6,nan,nan,3,3,nan,nan,nan,nan,nan,nan,nan,nan
08,1,nan,nan,nan,nan,3,5,nan,nan,nan,5,4,3,nan,3,6,nan,nan,1,nan,nan,nan,nan,nan,nan
09,nan,1,nan,1,nan,6,nan,nan,3,nan,nan,5,7,3,nan,3,nan,4,2,nan,nan,nan,nan,nan,nan
10,nan,nan,nan,1,3,3,1,nan,nan,nan,nan,1,2,nan,nan,6,nan,nan,nan,1,4,8,nan,2
11,nan,nan,1,4,4,4,11,1,nan,nan,5,11,23,28,16,33,19,14,3,9,2,2,1,1
12,nan,nan,1,7,nan,nan,nan,nan,1,nan,nan,nan,5,6,nan,3,4,nan,3,nan,nan,nan,nan,nan,nan
13,1,nan,nan,3,4,82,92,103,24,22,43,43,26,30,26,16,20,6,9,6,11,23,23,15
14,12,17,16,4,5,3,4,nan,nan,nan,nan,3,3,2,10,6,2,nan,nan,nan,nan,nan,1,5
15,nan,nan,nan,nan,1,3,1,4,3,nan,3,4,4,nan,nan,10,1,nan,nan,nan,nan,nan,nan,nan,nan
16,1,3,nan,nan,2,nan,3,nan,2,nan,3,8,5,3,3,7,nan,nan,1,nan,nan,nan,nan,nan,nan
17,1,nan,nan,2,3,nan,nan,nan,3,nan,1,4,3,nan,nan,7,nan,nan,nan,nan,nan,2,nan,2
18,nan,1,nan,3,3,6,3,5,nan,nan,nan,3,2,3,nan,3,nan,nan,nan,nan,nan,nan,nan,3
19,nan,1,nan,2,nan,1,nan,nan,nan,nan,nan,1,3,3,nan,3,nan,nan,3,nan,nan,nan,nan,nan,nan
20,1,nan,nan,2,2,4,nan,4,nan,nan,nan,3,4,nan,1,11,nan,nan,nan,2,1,1,nan,5
21,nan,nan,nan,3,4,4,nan,nan,nan,nan,nan,6,6,1,nan,6,4,nan,3,nan,nan,nan,nan,2
22,1,nan,nan,3,5,nan,3,2,nan,nan,nan,5,2,3,1,26,14,29,14,26,12,17,6,12
23,1,nan,nan,nan,nan,11,51,87,54,44,42,45,52,72,49,66,59,47,61,100,96,90,93,107
24,nan,nan,nan,nan,2,32,11,19,20,5,1,17,5,6,20,4,4,1,3,nan,2,9,9,13
25,9,4,9,8,5,5,19,14,7,8,7,8,12,9,22,5,1,5,8,nan,2,8,5,13
26,15,6,8,11,5,75,66,40,57,58,67,57,57,58,77,80,40,8,27,6,7,29,40,20
27,nan,nan,nan,nan,22,30,16,nan,27,11,14,13,18,14,30,13,27,25,12,9,5,12,12,11
28,8,13,17,20,17,17,18,15,17,14,22,13,12,12,12,23,6,10,10,8,4,9,5,15
29,6,8,8,19,16,3,11,6,nan,nan,nan,nan,nan,6,17,16,8,13,7,14,4,8,3,4
30,3,1,6,7,1,12,5,15,14,7,9,1,2,4,16,11,19,23,27,17,20,16,12,15
31,31,5,12,7,6,5,nan,13,15,8,18,20,14,17,15,32,5,2,16,14,25,27,4,nan,nan
