may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,034,112,108,151,168
12,166,205,200,219,192,216,239,242,233,254,208,196,153,174,166,129,105,098,094,082,086,137,157,134
13,163,207,212,203,227,233,223,237,231,203,161,147,126,142,126,131,092,080,091,094,104,120,137,128
14,148,177,200,173,195,199,251,242,221,221,166,147,135,125,133,109,089,088,095,101,100,110,131,161
15,156,162,205,185,183,200,200,227,206,220,164,190,143,131,137,099,112,075,073,084,100,118,137,143
16,161,173,172,181,184,202,206,227,206,191,147,169,144,132,144,121,087,058,080,103,087,103,085,138
17,176,169,163,170,184,197,203,210,234,182,173,169,144,138,131,103,103,079,083,088,092,121,144,131
18,157,162,177,194,203,206,208,216,207,206,145,143,154,146,147,121,094,087,084,097,094,113,138,149
19,164,152,177,145,176,235,222,229,200,159,120,122,090,082,108,084,086,056,052,055,070,083,104,106
20,107,109,059,048,057,050,058,061,054,059,073,044,037,051,033,035,034,036,031,033,032,047,040,044
21,048,070,071,074,073,088,103,116,122,112,095,107,084,095,090,071,060,048,059,048,057,076,091,084
22,084,098,098,107,119,132,154,139,139,136,112,097,103,078,091,079,064,070,057,049,064,096,092,102
23,113,147,116,110,126,118,157,159,123,107,115,103,105,086,081,068,072,046,052,068,068,082,091,100
24,095,098,099,103,127,131,133,136,150,129,103,103,085,084,071,096,064,055,045,074,071,075,083,093
25,098,111,132,112,110,126,158,152,155,131,128,102,097,088,100,094,063,070,080,049,086,073,063,073
26,064,069,057,033,053,064,059,092,058,113,097,096,089,099,099,089,088,067,070,081,065,098,098,102
27,113,101,127,132,132,170,141,151,148,141,119,114,095,089,111,093,073,070,065,060,072,080,084,112
28,123,117,104,110,133,162,132,027,008,018,073,106,093,076,090,087,079,057,055,067,076,080,089,106
29,077,108,113,138,125,138,138,153,118,141,106,093,094,109,075,077,059,058,065,058,044,034,027,033
30,054,052,058,080,070,106,148,130,084,096,094,085,089,088,095,092,076,057,057,046,072,091,089,095
31,140,118,138,146,143,150,160,139,145,120,116,100,096,107,107,081,075,062,062,070,040,-1,-1,-1,-1
