may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,1,0,0,0,0,0,0,1,3,17,42,0,0,0,0,0,0,1,3,0,0,2,0,0,""
02,0,0,0,0,0,0,0,0,1,1,5,1,7,0,0,1,0,0,0,0,1,2,0,0,""
03,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,3,2,1,2,47,1,0,""
04,0,0,1,0,1,0,0,5,33,3,15,8,7,60,54,6,7,15,37,1,-1,-1,-1,-1,""
05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,57,20,7,4,31,118,34,19,12,14,7,""
06,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,3,22,11,2,""
07,0,0,0,0,0,1,0,0,1,0,0,3,22,4,0,2,1,0,1,6,10,36,21,0,""
08,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,0,2,0,0,29,5,""
09,1,0,0,0,0,0,0,0,0,7,44,4,21,1,0,48,10,0,0,2,1,42,3,10,""
10,5,1,0,0,0,0,0,0,18,3,33,21,5,0,1,5,0,0,56,136,104,41,6,6,""
11,5,19,0,0,0,0,0,17,2,8,17,37,23,75,31,9,3,9,20,55,11,-1,-1,-1,""
12,-1,-1,-1,-1,-1,-1,-1,-1,10,4,10,33,22,23,16,17,5,12,12,6,31,6,3,2,""
13,1,1,0,0,0,0,0,4,-1,-1,73,22,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,""
14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,12,3,7,7,0,6,87,5,1,0,""
15,0,0,0,0,0,0,0,17,11,70,9,64,168,44,12,26,3,1,-1,-1,-1,-1,-1,-1,""
16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,53,34,20,9,9,3,6,4,-1,-1,-1,-1,-1,""
17,-1,-1,-1,-1,-1,0,0,2,0,1,9,21,11,0,15,5,5,11,1,36,15,36,4,0,""
18,8,0,0,0,0,0,1,5,7,0,36,26,13,29,0,0,3,20,30,112,27,25,5,2,""
19,0,0,0,0,0,0,2,37,3,1,2,2,14,16,18,46,0,1,18,55,9,19,7,1,""
20,0,0,0,1,0,0,1,15,0,0,45,84,69,18,12,12,5,22,7,5,7,15,9,2,""
21,0,0,0,0,0,0,1,14,0,0,0,4,24,6,4,10,6,20,22,32,42,15,20,6,""
22,1,0,0,0,0,0,0,9,2,0,0,1,6,8,0,6,0,16,12,0,0,0,0,0,""
23,0,0,0,0,0,0,0,0,0,1,26,11,31,3,1,0,1,0,3,6,2,0,0,0,""
24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,29,33,24,12,0,""
25,0,1,0,0,0,0,0,11,3,0,1,10,23,4,-1,-1,1,7,7,25,43,46,6,10,""
26,1,0,0,0,0,0,0,23,31,0,5,25,23,4,7,6,6,4,29,16,8,7,23,1,""
27,0,0,0,0,0,0,1,26,0,0,1,4,7,25,9,7,1,44,8,0,21,6,2,0,""
28,0,2,0,0,0,0,1,9,4,2,2,2,5,3,16,5,25,2,0,3,23,11,12,6,""
29,1,0,0,0,0,0,0,9,2,-1,-1,-1,-1,-1,-1,-1,-1,6,11,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
