may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,4,8,8,11,9,10,14,19,26,28,51,56,40,49,45,39,41,34,27,24,30,12,17,12,""
02,5,5,11,12,13,19,17,19,24,33,46,36,42,39,51,45,48,30,31,24,22,25,12,9,""
03,10,4,7,8,12,12,15,25,25,46,31,45,54,45,42,41,37,42,38,25,18,26,6,44,""
04,8,7,8,9,22,16,11,15,18,26,33,44,54,44,39,35,51,35,40,17,25,37,31,78,""
05,4,13,6,7,66,51,45,29,26,22,35,38,55,45,41,32,33,26,153,51,13,9,5,7,""
06,1,2,7,5,5,11,14,7,15,26,28,48,47,53,45,47,26,28,17,22,15,18,8,1,""
07,5,2,6,3,14,13,19,20,27,19,36,37,32,34,36,44,33,31,34,20,16,13,4,5,""
08,3,4,3,2,6,10,16,16,23,26,35,41,35,32,45,39,33,42,18,9,7,8,29,18,""
09,18,10,2,2,8,3,0,4,18,22,26,42,29,34,15,2,16,35,19,17,9,14,8,4,""
10,2,4,4,1,7,10,12,10,20,28,33,32,44,28,41,40,28,24,20,25,20,14,12,2,""
11,3,15,3,7,8,8,14,17,24,20,27,31,41,29,14,31,34,10,24,19,13,20,9,5,""
12,4,1,3,6,11,8,16,17,25,29,33,38,46,38,30,31,28,30,25,24,18,11,10,3,""
13,3,9,3,7,8,12,22,12,22,25,46,34,37,40,41,41,35,16,16,15,17,14,8,7,""
14,3,5,10,1,0,0,1,1,2,3,3,1,0,1,7,5,10,3,7,12,9,7,2,0,""
15,2,0,0,0,4,1,1,1,2,2,5,12,6,9,5,12,9,20,20,36,24,17,12,4,""
16,2,6,5,6,13,8,12,8,16,14,31,20,21,25,44,31,40,24,15,17,15,20,8,7,""
17,3,3,1,4,3,5,9,12,17,25,25,29,29,20,33,39,26,18,22,13,19,21,8,3,""
18,1,1,2,2,5,8,2,8,16,16,25,22,30,27,35,41,20,22,20,19,15,23,11,7,""
19,1,3,2,42,6,5,10,10,22,21,21,28,27,19,31,36,24,21,14,17,21,12,14,3,""
20,6,1,3,1,11,6,12,14,15,27,24,28,31,23,47,27,22,19,28,17,24,13,14,4,""
21,3,2,5,4,8,7,9,16,16,21,19,27,22,30,24,35,24,18,17,16,19,20,12,6,""
22,4,5,6,7,20,7,15,10,13,11,16,17,23,25,20,18,11,21,8,14,13,12,18,6,""
23,7,12,13,12,22,26,51,28,44,54,53,62,45,56,57,67,39,28,37,38,43,28,17,10,""
24,11,29,9,7,3,2,5,4,4,5,8,11,10,12,9,11,8,8,8,7,4,6,5,3,""
25,1,0,1,0,0,0,1,6,4,12,11,8,19,17,17,16,13,11,11,9,10,9,4,4,""
26,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,26,41,21,20,23,-1,-1,-1,-1,""
