may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,0,0,0,1,1,0,0,0,11,12,27,47,110,88,73,54,79,69,18,53,18,86,76,30,""
02,15,17,28,5,36,75,27,33,18,17,18,5,29,118,55,94,40,78,44,50,0,0,0,0,""
03,0,0,0,0,0,0,0,0,0,0,1,8,22,33,21,57,25,6,5,2,1,0,0,0,""
04,0,0,0,0,1,2,0,3,14,24,49,46,37,94,41,31,22,61,22,62,29,34,55,38,""
05,4,10,10,29,22,23,-1,21,32,33,25,30,17,14,12,8,10,12,21,47,32,7,26,3,""
06,15,3,1,1,1,2,1,0,5,52,5,19,21,6,0,0,0,1,31,67,11,61,38,43,""
07,29,11,9,17,18,30,39,54,22,54,6,5,17,42,1,10,10,22,12,11,22,96,60,20,""
08,1,0,0,2,0,0,0,22,21,0,28,66,49,71,85,38,55,87,34,41,50,33,21,7,""
09,0,0,1,2,1,6,9,42,37,30,82,21,1,0,0,0,0,0,0,5,0,0,0,0,""
10,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,25,0,0,1,1,0,0,""
11,0,0,1,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,42,23,0,0,""
12,0,0,0,1,0,0,0,1,0,2,4,10,9,10,0,1,0,0,0,0,0,0,39,14,""
13,30,9,4,4,6,26,8,39,37,18,62,51,76,90,24,3,4,26,19,23,71,65,64,141,""
14,4,43,12,7,37,53,45,44,34,69,115,91,103,124,133,144,38,74,8,2,2,33,30,26,""
15,7,8,50,23,27,78,15,28,8,39,60,60,126,196,63,164,76,106,42,0,0,0,0,0,""
16,0,0,0,0,0,0,0,0,0,0,27,35,3,5,3,9,15,12,14,20,3,18,1,2,""
17,17,5,0,1,1,0,12,9,9,4,20,29,27,32,14,17,5,11,4,6,6,13,3,0,""
18,1,1,0,0,0,1,13,13,10,26,8,5,13,12,6,10,2,5,5,8,2,0,0,0,""
19,0,0,1,0,0,0,0,0,12,14,40,63,106,78,0,0,0,0,0,0,0,0,0,0,""
20,0,0,0,0,1,0,0,10,23,71,78,109,157,96,122,55,0,0,0,0,0,3,-1,-1,""
21,-1,-1,-1,-1,-1,-1,-1,51,19,53,95,78,52,80,124,37,23,72,117,36,70,10,13,22,""
22,12,9,3,5,22,3,15,15,5,13,12,11,16,27,18,15,16,17,11,4,9,5,4,15,""
23,12,2,3,5,10,18,13,7,15,21,9,7,10,15,6,23,17,3,3,9,8,11,0,0,""
24,0,0,0,0,0,0,0,0,0,8,30,24,8,38,22,20,18,12,19,10,21,17,-1,-1,""
25,-1,-1,-1,0,18,21,12,12,20,11,21,12,9,18,16,18,7,8,6,3,8,1,13,13,""
26,13,5,4,20,17,9,12,12,11,10,15,15,6,21,21,12,19,15,14,15,6,1,10,9,""
27,17,3,5,7,8,10,3,14,22,16,17,17,23,23,20,5,6,10,19,8,19,12,21,21,""
28,14,1,-1,-1,-1,-1,-1,4,42,3,0,0,3,18,14,6,6,8,5,5,7,1,1,7,""
29,4,8,4,12,20,17,18,9,20,18,6,0,-1,-1,-1,0,4,7,6,6,8,4,4,5,""
30,3,3,4,4,6,45,20,33,13,31,0,45,40,21,26,4,2,16,1,0,0,1,13,19,""
31,27,6,35,3,19,28,26,14,13,5,30,40,20,43,12,19,22,38,20,37,28,-1,-1,-1,""
