may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,177,202,153,172,154,182,203,185,260,288,282,262,243,415,377,397,376,368,351,352,413,314,215,297,""
02,256,236,238,226,249,226,283,247,267,211,247,293,352,258,170,209,251,220,250,307,245,295,145,126,""
03,148,120,106,97,97,110,85,115,109,118,152,176,215,265,249,317,322,318,334,260,242,187,152,213,""
04,150,102,172,126,172,171,193,152,191,203,207,286,281,353,342,381,363,214,198,245,125,52,54,122,""
05,135,128,93,93,163,213,303,247,216,239,231,254,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
08,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
10,-1,-1,-1,7,82,114,137,130,241,144,275,353,344,383,404,481,543,471,418,291,255,204,232,235,""
11,263,320,420,388,351,427,375,307,415,480,460,461,526,449,293,189,225,192,211,159,208,134,106,197,""
12,190,161,154,176,172,105,183,106,180,245,349,318,359,277,479,513,526,713,782,678,522,379,491,615,""
13,600,525,538,581,575,614,613,600,675,664,677,778,639,660,799,818,787,741,697,467,323,304,236,311,""
14,237,135,166,239,147,128,228,193,231,219,257,292,245,208,220,235,275,269,291,273,255,200,183,147,""
15,142,185,169,214,214,215,234,215,188,199,229,255,312,407,411,338,408,465,427,402,457,464,246,226,""
16,275,233,147,220,219,244,275,262,359,367,386,406,524,424,574,501,541,547,584,609,552,551,317,325,""
17,307,228,255,211,229,218,287,243,245,309,387,367,375,446,401,476,501,511,522,484,476,370,308,287,""
18,256,256,300,258,300,333,363,402,455,526,533,617,485,573,564,598,677,697,614,548,524,428,361,451,""
19,282,149,156,187,209,173,169,167,184,196,215,215,216,198,171,221,204,228,245,294,243,180,181,269,""
20,260,208,150,193,144,279,233,204,233,283,264,223,135,77,118,310,441,474,412,396,385,288,243,348,""
21,330,235,288,297,330,351,381,292,335,344,388,387,381,410,429,490,466,453,477,452,356,341,320,266,""
22,237,328,317,242,228,242,215,216,299,273,239,376,380,426,341,232,220,226,269,242,261,236,178,195,""
23,140,43,106,113,107,142,153,172,203,210,225,179,348,313,331,318,317,325,325,320,322,314,223,145,""
24,177,193,172,148,182,201,218,240,247,256,316,275,352,282,274,299,329,305,285,279,275,277,226,206,""
25,149,195,165,164,151,187,220,195,219,264,235,227,203,167,271,274,235,276,273,218,175,177,189,189,""
26,126,159,140,173,204,243,233,222,233,263,327,309,324,349,359,377,438,394,412,403,342,280,280,302,""
27,260,277,200,136,110,147,176,169,209,238,222,221,131,137,177,192,188,170,206,223,191,122,136,138,""
28,98,95,122,123,118,188,250,122,172,229,163,236,282,243,333,236,407,339,420,255,283,377,329,327,""
29,241,236,169,153,221,262,278,317,364,345,302,349,432,405,422,451,422,375,408,376,388,265,277,191,""
30,130,183,141,112,121,201,224,144,171,176,183,180,158,236,257,190,170,210,219,158,154,165,156,141,""
31,90,91,53,118,213,171,272,256,326,310,343,354,365,357,361,514,564,510,477,553,-1,-1,-1,-1,""
[E]hgm{l~'belbfj`,"bIndh`e'jfd"
