may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,029,046,052,037,042,055,055,051,063,078,062,041,040,045,048,044,027,028,026,018,036,033,051,052
02,041,051,055,053,062,068,070,069,065,074,057,064,041,050,048,043,032,011,001,000,000,000,007,012
03,000,000,000,000,000,077,027,011,068,081,059,038,041,028,042,023,015,018,007,014,028,041,042,045
04,049,045,058,071,067,081,086,071,083,068,064,058,024,041,047,043,015,019,010,013,032,043,040,045
05,055,054,050,055,072,086,080,085,076,081,076,072,040,041,042,057,024,015,007,011,020,031,073,046
06,032,054,066,059,085,068,092,075,081,082,076,071,041,041,046,040,023,015,009,010,011,030,050,058
07,045,060,070,070,069,080,082,101,079,070,054,040,052,060,054,035,024,019,010,007,025,026,047,050
08,045,061,067,063,071,061,048,080,086,080,071,050,056,069,069,043,029,025,021,010,012,033,051,043
09,055,059,052,073,058,083,072,076,070,056,092,043,056,044,063,032,017,033,028,030,028,036,052,061
10,062,044,049,078,081,082,079,043,068,016,000,038,051,051,054,050,027,015,012,008,010,035,055,049
11,057,049,061,068,068,091,078,077,093,088,084,068,038,061,056,046,037,028,030,027,041,029,048,068
12,051,067,066,071,072,080,082,095,078,095,075,054,076,065,051,055,045,030,030,025,034,033,039,046
13,061,065,053,089,083,085,086,075,077,071,062,054,073,063,042,044,035,028,022,055,076,075,099,116
14,109,124,109,120,150,167,172,175,186,108,119,117,143,125,093,086,022,024,056,052,064,097,074,067
15,050,064,114,128,141,114,200,171,199,139,147,165,375,078,139,096,097,069,049,041,053,074,076,106
16,103,144,105,129,164,132,155,194,151,188,149,145,134,120,118,101,058,064,029,021,029,068,079,121
17,133,136,170,158,172,168,072,221,202,132,124,118,117,112,056,060,039,033,054,031,083,079,141,136
18,130,124,139,175,169,192,212,215,197,183,136,115,109,127,134,135,072,043,043,048,090,121,119,106
19,153,130,146,162,203,209,201,202,243,204,195,168,153,110,112,114,076,072,046,082,080,116,116,158
20,144,156,145,195,112,171,199,153,195,184,176,133,151,133,106,116,084,012,025,030,088,085,095,103
21,126,154,146,193,142,185,200,171,180,000,147,156,150,142,125,059,018,009,014,013,039,041,120,134
22,113,152,158,192,196,149,179,186,000,113,173,144,157,183,141,118,070,063,012,025,015,089,144,141
23,158,177,151,167,219,180,186,207,201,147,167,129,000,033,035,025,033,010,017,022,017,037,117,117
24,140,169,156,170,214,162,117,154,164,154,081,101,139,093,125,116,108,053,039,018,073,097,123,122
25,134,192,162,210,202,190,197,228,251,155,217,154,151,133,132,125,079,061,054,073,097,140,132,118
26,145,160,168,221,173,190,258,204,238,185,088,131,130,152,138,111,116,069,038,032,063,146,139,123
27,169,138,177,201,159,246,212,218,179,178,195,165,131,191,166,124,109,171,070,186,100,000,144,153
28,184,138,156,194,125,266,203,031,008,000,085,130,132,132,127,119,062,057,044,071,095,079,155,144
29,119,121,163,178,208,183,206,208,238,145,138,147,142,114,137,112,088,066,048,042,038,024,035,129
30,092,136,118,161,161,188,227,200,189,160,139,113,112,088,115,122,101,085,084,012,023,040,065,120
31,147,128,148,157,160,240,000,217,165,183,156,123,128,146,163,156,143,086,064,098,025,-1,-1,-1,-1
