may,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,69,81,83,75,69,93,99,129,148,111,91,85,87,87,80,87,134,44,96,54,29,121,77,64,""
02,59,55,79,65,78,79,85,118,79,100,78,101,89,77,58,64,60,38,23,13,1,25,16,1,""
03,1,1,0,2,0,0,0,0,1,21,101,121,84,95,105,105,79,35,26,39,33,47,61,41,""
04,57,68,81,67,83,95,111,126,114,99,101,94,91,89,79,69,43,30,29,24,36,29,49,66,""
05,41,76,71,87,80,72,89,113,77,95,97,86,87,82,67,61,50,64,106,34,28,41,45,60,""
06,50,57,64,79,61,97,91,118,115,119,71,81,85,82,65,39,37,64,58,20,25,26,29,51,""
07,60,65,70,74,58,73,86,98,105,105,104,95,72,66,62,52,37,26,29,20,30,40,39,47,""
08,57,71,71,60,68,71,85,84,92,74,77,85,70,81,82,50,44,34,54,62,35,28,37,45,""
09,52,63,75,71,81,84,96,89,91,72,71,73,84,69,63,54,36,24,24,32,20,29,36,57,""
10,62,67,74,78,64,75,91,95,100,80,94,59,47,63,51,47,90,39,25,30,21,37,33,64,""
11,51,76,79,77,70,65,95,111,102,80,71,58,78,76,56,64,43,37,23,33,24,102,38,43,""
12,59,58,81,80,70,85,92,108,107,93,88,95,95,85,94,66,63,58,95,79,37,31,48,58,""
13,70,63,77,68,75,75,83,120,93,82,79,64,88,74,75,66,47,28,31,18,9,53,38,60,""
14,48,60,58,83,57,79,94,92,97,71,77,112,91,60,83,79,37,39,40,36,24,42,68,94,""
15,61,66,77,73,65,69,94,96,83,84,75,82,66,76,62,66,88,33,19,17,19,28,31,51,""
16,57,59,69,89,71,71,93,111,113,99,81,104,168,85,74,67,62,44,22,16,43,278,185,58,""
17,57,73,78,70,64,89,76,100,116,91,76,81,70,83,64,59,58,42,20,33,19,28,33,54,""
18,66,83,66,79,65,62,85,93,117,94,94,107,114,80,78,59,66,35,35,26,21,34,53,51,""
19,56,52,67,60,79,79,74,96,99,87,78,83,66,87,63,51,44,41,25,28,32,37,35,45,""
20,73,68,92,79,78,68,82,88,109,98,69,77,83,71,76,64,45,34,27,36,30,22,44,61,""
21,82,75,83,83,88,85,100,117,110,102,73,86,80,70,60,61,54,46,28,33,37,45,53,53,""
22,59,70,93,83,83,92,99,111,114,91,100,92,81,108,100,88,76,39,44,36,41,37,48,57,""
23,89,90,75,85,70,85,108,103,120,121,90,80,89,77,71,82,55,54,34,37,25,40,76,60,""
24,78,69,78,86,77,90,96,95,105,93,79,65,81,103,81,75,58,48,65,33,33,46,55,80,""
25,81,97,100,85,99,90,95,129,122,116,118,89,90,102,86,79,70,57,42,31,29,47,61,70,""
26,82,93,89,96,106,101,115,116,96,114,94,102,110,84,89,82,62,47,44,47,44,48,74,66,""
27,80,82,91,95,84,94,123,124,139,123,99,103,94,107,92,84,60,70,44,44,42,38,55,62,""
28,71,90,100,86,98,98,105,128,109,15,0,14,42,78,56,86,62,48,41,40,39,52,52,57,""
29,59,86,73,77,87,89,84,126,117,107,70,87,89,76,79,76,61,38,33,28,35,42,60,89,""
30,61,78,75,75,73,76,94,119,92,94,100,73,80,83,79,55,63,33,26,28,30,50,71,69,""
31,82,81,93,101,81,95,98,114,121,93,104,67,94,74,71,69,64,58,39,31,39,49,27,-1,""
