jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,3,8,4,3,7,6,14,21,16,34,27,34,47,69,86,88,87,97,110,97,96,78,38,19,""
02,7,21,112,47,17,14,14,13,13,26,27,34,49,73,91,93,86,91,78,77,55,32,25,13,""
03,11,2,6,7,9,11,13,20,32,29,31,37,41,71,68,83,91,88,83,61,72,52,24,11,""
04,12,6,1,3,8,5,15,10,13,24,18,22,50,73,96,115,134,137,105,86,65,43,28,8,""
05,2,3,4,4,9,9,12,13,14,28,16,38,57,87,111,111,123,118,126,137,107,60,29,20,""
06,11,7,6,1,7,8,12,12,17,12,19,35,58,62,92,95,108,126,125,119,91,56,26,18,""
07,7,5,3,9,5,13,14,19,28,33,28,37,59,73,109,117,126,128,86,79,60,74,46,6,""
08,4,8,9,3,7,11,16,25,27,131,46,51,73,83,99,105,129,164,155,131,118,67,30,16,""
09,7,2,4,8,4,5,12,24,23,18,24,37,54,86,86,121,137,153,139,125,91,54,32,15,""
10,4,7,6,28,161,162,105,22,25,23,162,40,57,69,117,139,137,168,165,161,133,89,31,10,""
11,12,8,5,12,11,13,17,13,12,31,26,67,66,69,116,166,171,200,169,153,123,95,42,9,""
12,12,1,4,6,4,9,9,29,19,35,40,48,73,98,116,154,175,170,169,175,117,74,30,18,""
13,6,8,7,4,6,11,13,29,21,34,27,41,46,71,114,117,111,124,130,84,109,89,35,12,""
14,5,113,5,10,10,12,20,24,30,32,33,54,67,82,99,124,147,185,155,149,139,73,36,25,""
15,13,6,14,11,10,15,29,36,36,27,36,51,71,106,123,136,135,141,163,142,131,87,35,20,""
16,5,12,9,7,16,21,16,21,37,41,50,54,78,78,106,142,140,140,144,123,117,83,51,26,""
17,19,8,7,8,12,18,28,20,20,30,39,63,69,68,97,105,143,144,116,101,80,45,37,22,""
18,5,9,8,3,10,11,11,20,24,26,28,55,49,69,92,101,110,107,101,77,52,43,26,6,""
19,7,7,2,14,5,18,13,24,24,27,32,44,63,71,77,103,120,112,83,86,70,66,34,14,""
20,9,8,9,9,16,12,17,16,30,26,43,42,51,52,68,96,98,91,89,94,68,38,27,7,""
21,8,62,42,11,9,7,17,21,26,20,22,44,56,69,88,86,87,66,78,88,62,38,23,16,""
22,10,5,14,8,7,15,7,17,23,34,35,37,47,61,69,67,81,88,95,79,57,30,43,10,""
23,5,11,8,7,5,14,17,25,20,28,24,19,28,37,50,59,71,75,89,60,62,51,28,26,""
24,8,9,6,7,10,23,31,31,27,35,36,54,49,74,80,91,98,111,106,106,74,56,67,15,""
25,8,12,14,10,15,23,25,27,40,38,36,59,74,72,103,123,108,111,97,78,87,80,63,29,""
26,19,17,19,11,7,20,26,34,46,41,59,58,78,81,80,108,119,92,116,99,75,63,41,36,""
27,94,12,17,12,16,44,70,35,39,40,51,52,69,79,88,81,93,79,78,61,56,44,40,6,""
28,4,8,13,13,13,18,14,29,35,36,30,41,39,64,56,60,77,87,68,65,60,65,27,25,""
29,7,5,10,11,12,15,25,28,37,32,31,39,61,61,60,67,81,73,80,85,60,38,40,25,""
30,10,11,4,5,17,15,19,22,28,45,39,65,50,45,62,82,91,80,87,67,75,43,32,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]{hzjynI}le,"z'gl}"
