jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,6,6,6,195,508,346,89,7,85,184,196,31,173,160,193,106,63,-1,-1,-1,-1,-1,-1,0,""
02,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
03,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
04,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,78,156,149,158,162,125,153,87,92,121,407,644,""
05,350,36,122,149,265,8,20,29,11,151,102,112,236,109,89,65,97,117,100,105,165,273,280,253,""
06,158,140,138,69,90,172,187,79,121,308,162,79,241,124,341,125,187,112,138,274,138,116,46,173,""
07,547,386,256,245,131,575,441,190,172,150,160,227,592,364,79,7,8,15,6,8,7,6,66,6,""
08,6,6,6,6,6,6,294,144,113,75,88,130,67,114,113,221,177,58,48,34,10,6,6,6,""
09,6,6,6,6,6,6,6,9,15,17,44,61,129,181,169,61,60,82,85,100,69,169,63,30,""
10,9,3,4,30,34,88,136,108,137,72,66,88,98,97,52,84,101,123,84,108,6,92,67,62,""
11,36,11,9,27,399,74,51,81,209,147,98,137,166,8,12,342,201,79,39,77,78,80,56,179,""
12,121,207,277,397,199,131,113,128,76,91,78,77,100,90,100,107,110,43,177,204,54,70,64,380,""
13,208,102,462,336,420,165,21,74,156,81,71,112,161,102,86,80,61,273,334,75,94,46,45,18,""
14,9,13,15,15,27,60,107,79,42,76,43,49,44,20,62,65,77,35,64,270,334,84,616,121,""
15,4,12,16,16,67,104,398,324,164,40,62,71,44,53,9,143,124,75,89,96,82,74,72,15,""
16,6,6,6,6,6,6,6,8,11,124,88,39,374,479,232,263,275,198,155,144,358,7,15,330,""
17,324,205,143,85,571,364,56,211,48,135,334,153,55,111,71,70,8,64,279,523,587,238,32,36,""
18,35,16,25,18,67,141,147,264,88,93,92,69,262,197,271,121,269,230,143,223,145,310,77,29,""
19,14,7,10,13,47,91,132,164,238,340,340,250,248,238,197,218,150,208,245,238,7,6,6,6,""
20,6,6,7,46,68,144,155,138,96,123,118,98,146,291,372,287,114,22,6,7,7,133,12,54,""
21,21,11,6,6,13,53,14,9,30,7,23,37,15,241,251,138,90,155,15,38,121,56,14,7,""
22,6,6,6,6,12,6,9,6,6,297,235,15,12,220,190,330,318,355,362,36,38,7,6,8,""
23,7,6,6,6,7,6,7,10,7,7,7,49,33,51,93,283,302,283,227,124,48,13,6,6,""
24,6,6,6,6,6,6,9,8,34,20,222,175,76,221,245,308,104,104,15,24,7,6,6,6,""
25,6,41,6,6,6,7,6,7,6,14,198,21,26,42,9,109,173,238,199,102,34,58,63,43,""
26,11,9,17,20,25,104,278,66,25,18,15,33,8,20,321,161,84,160,612,726,613,193,86,145,""
27,47,166,751,549,90,359,336,401,704,635,340,54,95,646,371,518,416,408,366,155,210,311,27,269,""
28,117,583,614,640,219,269,277,158,489,366,143,57,261,367,514,413,398,386,234,134,600,560,538,672,""
29,656,291,133,29,89,170,276,150,176,167,40,95,83,47,81,49,125,139,118,90,16,277,58,19,""
30,6,6,7,6,7,60,8,7,14,81,8,91,10,37,16,78,41,22,12,6,6,6,6,1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]fdf{lh,'yl{zfIg,"dl{`jhkel'o{"
