Aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
1,57,70,65,62,50,55,42,35,40,33,14,18,18,19,22,21,24,19,15,16,24,31,35,59,""
2,68,62,73,50,33,51,36,43,18,20,15,13,20,18,13,8,11,12,19,19,16,27,35,40,""
3,59,63,71,62,43,44,35,27,33,27,35,15,16,21,15,17,16,22,20,16,24,19,44,51,""
4,49,54,49,48,56,36,34,29,25,28,26,22,19,20,21,17,13,16,14,15,16,26,43,55,""
5,65,61,53,48,38,40,42,28,24,34,40,25,23,10,26,16,11,22,12,15,20,28,35,33,""
6,56,71,61,61,62,50,45,32,29,26,24,25,20,17,26,15,20,12,20,18,16,28,26,41,""
7,60,52,75,56,59,45,43,42,41,25,39,31,23,16,17,26,15,24,14,25,23,17,38,53,""
8,56,56,72,58,69,41,51,43,28,22,28,26,35,20,18,27,14,23,14,23,19,22,40,40,""
9,52,56,61,56,53,43,42,44,49,23,19,23,23,18,17,15,22,21,13,17,16,27,32,40,""
10,41,47,54,47,41,44,45,40,58,38,31,24,28,38,24,27,15,19,22,19,19,27,38,30,""
11,33,44,65,65,44,38,49,53,60,43,28,26,33,33,22,24,16,21,23,23,25,41,50,67,""
12,65,38,50,53,51,70,62,93,92,34,40,58,54,66,40,38,31,25,26,45,25,56,73,61,""
13,93,79,87,101,169,138,93,82,52,43,42,34,30,41,18,13,22,16,14,11,22,37,38,51,""
14,42,60,53,49,33,41,45,29,48,32,32,31,21,19,22,15,10,14,20,14,27,37,40,38,""
15,61,49,50,53,51,48,51,38,33,22,20,28,30,17,23,20,19,16,23,18,20,33,41,43,""
16,55,56,47,72,45,61,54,47,52,31,32,26,23,16,19,17,17,22,13,25,20,14,41,38,""
17,46,50,51,47,26,42,42,42,39,43,35,23,25,26,14,10,17,15,9,11,8,18,17,34,""
18,32,45,39,41,24,35,33,21,29,13,22,29,10,11,17,12,18,12,9,16,14,27,27,44,""
19,38,52,60,52,42,41,41,36,37,30,10,20,27,25,24,24,12,14,10,8,21,20,32,53,""
20,64,67,43,43,41,41,29,37,27,24,29,26,25,35,20,17,10,22,23,20,30,26,26,28,""
21,33,42,39,40,30,44,40,35,28,32,32,25,17,25,17,18,26,9,16,14,15,26,41,39,""
22,38,37,47,33,33,41,42,63,35,28,31,20,25,10,18,16,15,18,15,18,12,22,23,47,""
23,45,51,39,45,43,58,43,39,32,33,39,27,21,26,15,13,19,22,14,20,16,33,23,45,""
24,47,57,50,44,26,60,38,43,35,31,21,25,16,19,22,15,21,22,23,23,20,25,31,34,""
25,55,51,59,51,52,40,58,37,31,33,35,32,19,19,23,16,15,12,9,25,22,-1,-1,-1,""
26,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,23,19,26,21,20,19,21,11,12,12,25,29,29,52,""
27,49,49,52,60,45,56,50,52,37,43,28,30,25,30,9,8,13,18,8,29,18,22,32,41,""
28,47,42,55,47,39,53,40,34,26,21,22,13,19,26,20,12,16,11,9,17,12,28,25,38,""
29,33,35,37,41,43,57,57,42,27,30,27,16,32,28,19,15,21,10,16,18,17,24,31,41,""
30,43,36,44,39,58,67,34,37,38,22,27,16,17,10,13,15,16,10,11,13,20,30,50,38,""
31,35,29,37,40,31,27,36,27,29,16,14,23,16,25,17,7,10,8,16,14,13,33,31,27,""
