aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,77,85,84,88,98,97,82,66,81,43,37,43,22,23,36,28,30,25,29,30,35,41,50,90,""
02,102,87,90,84,57,82,78,60,54,32,30,22,37,42,34,20,21,33,42,40,54,53,70,79,""
03,105,108,114,96,104,94,77,63,48,39,35,29,37,36,24,49,28,23,25,26,37,35,38,69,""
04,63,78,89,83,85,66,64,70,62,76,73,43,49,38,52,37,31,37,23,22,18,42,55,71,""
05,74,72,89,74,79,110,95,90,57,58,54,40,35,42,54,43,45,44,27,32,34,44,46,38,""
06,69,91,71,80,80,85,74,47,32,31,26,23,40,49,42,42,35,31,43,27,39,33,38,47,""
07,68,63,68,74,81,77,61,56,41,49,47,46,42,32,45,42,27,39,30,28,31,37,41,52,""
08,84,77,87,82,84,79,86,86,51,58,39,38,45,36,43,34,26,33,33,37,36,39,60,60,""
09,71,80,89,99,92,96,111,78,62,39,34,53,46,45,49,40,58,49,30,36,46,54,57,78,""
10,82,83,105,103,92,92,90,75,78,61,46,36,37,45,39,39,38,37,39,35,37,44,45,37,""
11,71,67,89,89,77,84,65,80,82,72,79,65,49,59,58,46,39,48,45,26,41,51,67,79,""
12,88,45,49,64,94,122,87,121,96,87,99,89,59,64,54,64,49,27,37,46,33,50,60,71,""
13,123,105,104,105,103,95,71,87,59,50,59,65,63,60,53,36,32,49,37,33,38,50,44,64,""
14,73,88,83,89,66,60,75,55,49,41,29,41,52,41,42,34,29,38,38,25,38,52,75,61,""
15,81,91,71,74,66,58,78,55,43,40,27,37,39,27,43,52,33,26,34,24,46,48,49,71,""
16,85,87,61,81,57,70,68,69,45,68,31,31,32,43,40,31,16,27,26,32,32,32,40,51,""
17,57,48,62,61,35,66,60,60,49,44,42,36,43,44,40,27,22,24,14,14,21,32,28,39,""
18,44,55,61,60,40,83,69,51,31,24,30,32,14,24,26,23,32,25,26,18,35,36,30,56,""
19,63,70,61,70,63,55,59,69,67,46,37,39,63,41,50,38,31,31,44,29,37,39,48,74,""
20,78,96,77,76,91,93,93,91,78,72,78,53,72,59,57,30,24,35,21,35,41,37,45,40,""
21,59,64,60,74,53,75,64,77,63,56,55,52,47,59,57,48,42,30,18,27,32,40,47,53,""
22,59,70,64,66,63,100,85,67,28,39,31,23,14,20,32,32,30,34,27,23,31,43,55,67,""
23,79,72,68,70,72,82,89,89,63,41,38,-1,-1,-1,-1,-1,-1,-1,30,33,34,44,39,39,""
24,59,67,66,60,64,77,69,66,78,63,64,62,60,64,60,31,33,33,31,29,26,57,43,47,""
25,76,65,82,73,72,89,80,88,78,62,73,63,48,40,37,40,23,20,18,41,49,44,52,47,""
26,52,73,65,64,59,77,67,57,59,61,42,54,48,57,45,41,36,27,34,27,37,29,35,70,""
27,67,70,76,69,65,83,62,85,71,61,55,51,62,60,37,31,24,39,19,24,29,19,34,43,""
28,62,59,76,73,53,61,58,67,66,60,47,37,50,47,49,40,40,31,18,31,32,36,36,68,""
29,61,64,54,60,69,84,88,68,33,24,16,18,26,38,35,24,20,26,31,35,34,48,57,72,""
30,63,68,74,83,89,100,96,87,69,36,41,23,41,37,51,42,39,42,31,27,37,52,72,58,""
31,77,62,63,79,60,64,76,59,58,58,54,57,47,52,51,45,30,37,35,46,-1,-1,-1,-1,""
