Oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,-1,-1,-1,23,4,-1,-1,-1,-1,-1,26,-1,-1,-1,-1,-1,13,3,-1,-1,-1,-1,-1,-1,-1
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1
3,2,20,3,-1,1,-1,5,-1,-1,2,1,1,1,-1,1,3,1,-1,-1,-1,1,-1,1,-1,-1
4,1,-1,2,-1,-1,1,-1,1,-1,-1,-1,2,-1,1,-1,2,-1,-1,-1,2,-1,2,-1,1
5,-1,-1,-1,-1,-1,1,-1,2,-1,1,20,2,55,1,-1,6,15,1,60,1,-1,2,-1,-1,-1
6,-1,2,2,1,-1,2,-1,2,-1,1,-1,1,-1,1,-1,2,-1,1,-1,1,1,1,-1,1
7,-1,1,7,6,-1,2,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,-1
8,-1,-1,1,-1,1,-1,2,6,2,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1
9,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1
10,1,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,2,-1,3,-1,-1
11,1,-1,-1,1,4,3,1,6,6,1,1,44,-1,39,-1,1,-1,1,-1,1,-1,1,-1,1
12,-1,1,-1,1,-1,-1,-1,49,63,3,-1,1,-1,2,-1,7,12,6,1,-1,-1,-1,13,1
13,14,2,-1,1,14,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,2
14,4,1,-1,1,-1,1,6,-1,-1,1,-1,1,-1,-1,-1,1,-1,1,-1,2,-1,-1,2,-1,-1
15,2,-1,1,-1,1,1,1,-1,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,1,1,-1,2,-1,-1
16,2,-1,1,-1,1,-1,1,-1,1,-1,1,4,1,-1,1,-1,5,-1,-1,-1,1,-1,1,-1,-1
17,1,-1,2,-1,2,-1,-1,-1,-1,-1,1,-1,2,-1,1,1,36,-1,1,-1,1,-1,1,-1,-1
18,2,-1,1,-1,19,-1,1,-1,2,-1,-1,-1,2,2,1,-1,-1,8,-1,1,-1,-1,-1,63
19,-1,1,-1,1,-1,1,-1,1,-1,2,1,2,-1,23,18,1,-1,3,1,2,1,1,2,2
20,-1,3,1,1,-1,2,1,2,-1,1,-1,1,-1,2,-1,-1,1,1,-1,1,-1,1,-1,1
21,-1,2,-1,1,-1,2,-1,1,-1,2,-1,1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,1
22,-1,1,-1,1,-1,1,-1,2,-1,1,-1,-1,-1,-1,2,-1,-1,-1,1,-1,1,-1,1,-1,-1
23,1,1,2,-1,1,-1,1,-1,1,-1,2,-1,1,-1,2,-1,1,-1,-1,-1,-1,-1,1,-1,-1
24,3,-1,2,-1,1,-1,2,-1,2,-1,-1,-1,1,-1,-1,-1,3,-1,1,-1,3,-1,-1,-1,-1
25,1,-1,19,3,28,3,5,5,-1,1,28,4,-1,1,-1,1,-1,2,-1,1,39,-1,-1,2
26,-1,1,1,31,237,248,266,17,-1,79,307,304,102,31,-1,1,-1,52,27,1,-1,33,-1,2
27,102,1,-1,1,1,2,-1,99,27,1,-1,1,2,1,-1,1,-1,1,-1,1,1,1,1,1
28,-1,3,4,139,-1,-1,-1,13,-1,1,-1,2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,2
29,-1,-1,1,-1,-1,-1,1,-1,-1,-1,2,-1,-1,1,3,-1,3,-1,3,1,2,1,1,1
30,81,1,1,41,254,10,2,-1,2,-1,1,-1,55,37,1,-1,2,-1,2,-1,1,10,1,-1,-1
31,1,108,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,1,-1,-1,-1,1,81,1,1,2,-1,1,-1,-1
