Oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,21,13,11,13,8,8,1,3,4,13,9,15,19,30,18,19,21,22,11,26,34,27,31,35
2,25,15,11,19,14,6,3,5,-1,7,9,17,28,21,22,20,18,16,11,28,20,27,40,42
3,23,21,14,8,12,9,-1,7,7,6,17,22,39,46,28,23,17,19,21,24,21,28,25,39
4,28,27,19,20,9,8,9,4,8,9,10,26,26,38,47,21,15,25,13,27,16,39,47,39
5,25,16,18,13,7,7,4,4,7,7,18,-1,32,35,28,16,18,15,21,23,22,21,24,30
6,23,20,16,13,9,3,4,8,17,11,16,30,31,39,33,32,23,25,22,29,29,28,27,30
7,28,-1,-1,-1,13,7,5,5,12,11,10,18,31,29,33,16,31,40,32,25,22,21,28,22
8,22,22,10,12,7,4,3,9,13,8,20,30,21,26,35,9,16,15,18,35,26,16,23,24
9,13,6,-1,8,11,8,6,9,5,12,23,20,35,35,34,21,29,27,20,37,37,25,22,28
10,18,14,16,7,7,2,6,7,6,7,19,32,24,33,35,19,15,30,25,43,31,27,26,24
11,14,28,15,10,6,8,5,5,8,14,18,27,24,35,29,22,13,23,29,35,27,22,22,25
12,17,8,12,8,3,7,9,7,5,14,15,18,26,38,31,12,30,27,21,21,25,24,14,21
13,18,18,7,8,10,9,3,6,6,11,23,18,32,42,29,34,25,25,24,27,32,36,27,23
14,13,17,11,6,5,9,7,7,2,9,25,28,34,39,28,27,22,19,29,21,11,15,21,10
15,15,17,19,15,8,14,5,2,5,6,11,33,27,32,34,23,27,31,25,28,29,30,-1,24
16,28,17,23,7,8,9,5,1,12,3,12,22,30,17,28,18,27,22,23,31,30,17,27,29
17,15,26,17,9,5,6,5,5,7,17,22,21,37,27,38,17,31,25,24,23,31,22,31,19
18,14,8,7,10,7,6,4,6,9,8,14,23,32,22,20,21,24,29,36,25,19,22,7,12
19,14,18,-1,-1,-1,-1,-1,-1,-1,22,18,27,34,36,34,19,15,30,27,21,15,22,23,18
20,16,14,12,12,8,4,10,8,10,7,19,18,29,35,37,25,38,45,34,24,26,24,14,13
21,-1,11,13,7,6,13,9,14,3,15,14,25,35,31,34,26,35,32,30,22,27,26,-1,14
22,20,15,15,6,8,10,10,4,6,6,20,28,31,41,27,32,38,32,34,29,26,38,39,22
23,25,23,30,6,6,8,11,4,6,11,20,29,30,34,31,28,29,31,33,43,39,26,30,40
24,29,28,9,8,7,8,1,8,7,17,23,23,35,21,13,26,21,29,34,32,40,21,26,18
25,-1,-1,-1,-1,-1,-1,8,9,11,15,21,23,27,20,24,24,39,30,37,13,39,38,34,16
26,18,-1,-1,-1,-1,-1,-1,8,15,11,11,31,39,42,24,25,30,36,39,24,25,34,26,39
27,-1,-1,-1,-1,-1,-1,-1,5,4,13,12,17,26,30,23,34,25,29,35,28,28,25,20,29
28,26,17,15,10,11,6,5,8,7,19,11,27,30,29,23,27,26,21,25,10,19,22,18,25
29,22,23,-1,-1,-1,-1,-1,8,2,6,19,27,21,30,19,14,20,29,22,22,25,20,20,28
30,13,16,14,10,10,7,9,6,5,23,11,23,20,28,30,23,13,28,29,28,33,14,18,19
31,26,-1,16,11,4,10,8,4,11,8,18,30,27,36,21,22,20,19,25,20,15,24,22,23
