Oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,2,25,40,10,6,17,7,22,29,30,8,3,28,8,10,2,11,9,16,9,3,8,6,5
2,7,2,-1,-1,11,1,24,13,12,43,5,26,104,42,64,25,69,6,24,1,3,6,-1,1
3,3,36,45,8,21,211,182,50,51,27,93,186,190,241,207,233,135,17,17,3,11,11,12,17
4,70,24,11,6,7,8,22,13,53,59,108,112,55,40,18,-1,3,1,4,4,3,3,1,-1,-1
5,-1,8,2,-1,-1,14,1,10,74,18,42,95,58,148,90,71,33,8,10,9,-1,4,-1,4
6,-1,-1,42,55,32,141,140,147,198,105,89,64,162,13,15,3,3,26,24,92,66,117,28,63
7,232,192,160,182,141,176,66,69,63,15,10,4,8,6,59,29,52,44,57,46,25,23,82,74
8,41,20,11,30,75,83,61,20,37,136,117,18,30,53,7,5,5,5,9,11,14,2,1,15
9,5,-1,-1,-1,-1,-1,8,8,45,78,160,124,27,-1,-1,30,13,79,103,43,4,-1,45,-1,-1
10,30,14,1,55,35,60,112,156,112,205,115,97,4,3,187,62,212,245,189,249,264,319,181,385
11,282,212,144,203,94,108,88,140,14,9,7,6,73,83,31,90,48,9,127,8,11,45,33,36
12,11,6,6,22,35,67,51,98,40,59,-1,2,1,-1,1,40,91,37,49,25,92,59,66,55
13,59,4,33,38,3,10,1,-1,87,25,1,2,-1,2,59,52,79,109,114,44,61,16,45,13
14,29,5,11,14,28,56,25,45,62,147,168,145,264,167,115,85,2,4,13,5,46,6,40,1
15,1,-1,-1,-1,-1,-1,61,72,59,112,134,172,232,225,229,55,1,4,38,38,4,17,20,-1,-1
16,27,13,4,-1,-1,1,4,49,52,25,93,175,139,148,86,18,5,60,42,58,19,18,53,37
17,36,27,69,1,-1,1,1,20,101,117,134,69,168,100,48,38,31,54,36,72,69,30,52,61
18,83,19,82,33,8,30,61,74,112,62,73,118,207,159,39,58,24,15,9,15,18,23,23,1
19,4,1,-1,2,-1,-1,-1,40,-1,4,15,15,45,64,54,29,28,18,10,14,34,12,8,2
20,2,-1,12,13,5,5,-1,50,39,71,68,81,37,30,14,45,34,6,6,3,8,-1,-1,-1,-1
21,-1,-1,1,-1,4,4,7,2,15,68,30,29,13,22,24,10,5,4,4,-1,-1,1,-1,-1,-1
22,-1,1,-1,-1,-1,8,-1,2,5,2,1,72,41,7,9,3,1,2,-1,-1,-1,1,-1,-1,-1
23,1,7,11,1,3,16,23,45,75,50,22,42,66,121,137,48,38,49,38,45,19,19,17,28
24,5,-1,-1,-1,-1,-1,13,-1,22,46,114,86,52,75,74,45,66,49,51,67,24,3,-1,11
25,7,-1,1,3,3,-1,17,44,55,28,52,52,3,-1,6,2,-1,15,9,5,4,1,1,-1,-1
26,-1,-1,2,1,-1,2,1,3,15,3,55,26,17,16,2,1,-1,1,-1,1,1,-1,-1,-1,-1
27,-1,-1,-1,-1,-1,-1,-1,1,5,1,3,7,27,54,14,31,4,-1,2,4,2,1,-1,-1,-1
28,-1,-1,-1,-1,-1,-1,-1,2,42,17,3,55,109,38,21,11,32,13,4,13,6,2,-1,1
29,-1,-1,-1,1,1,-1,1,-1,8,80,38,56,33,94,-1,2,5,7,-1,2,2,-1,-1,-1,-1
30,-1,-1,-1,-1,-1,-1,2,13,99,208,211,156,130,23,1,4,5,-1,18,-1,8,4,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,3,-1,1,17,10,35,56,51,59,62,14,5,7,34,5,37,34
