Oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,87,69,90,110,115,92,74,103,112,108,141,85,93,77,79,57,44,14,26,31,60,55,64,70
2,81,65,90,140,122,88,94,116,100,109,114,103,95,101,65,66,41,37,23,35,62,34,62,79
3,66,72,72,85,110,62,97,111,108,105,92,95,80,82,72,52,30,42,42,31,50,78,63,96
4,78,91,123,108,118,68,109,99,118,116,93,114,109,95,96,63,45,27,31,55,50,76,62,86
5,112,88,92,126,112,62,97,105,136,127,24,85,87,68,69,78,55,42,27,39,80,63,75,82
6,66,91,97,97,106,76,87,99,115,109,111,99,82,-1,-1,-1,55,56,37,50,32,67,83,94
7,88,89,129,121,105,53,46,130,146,142,126,-1,-1,98,69,63,53,41,39,68,65,65,93,79
8,99,106,127,155,133,106,62,94,146,124,-1,95,-1,90,66,45,55,46,21,147,108,78,91,88
9,95,92,135,111,134,71,49,117,127,108,110,93,85,-1,75,51,44,42,46,60,43,85,93,88
10,85,98,96,135,111,62,92,94,123,122,82,79,109,76,62,49,56,31,17,16,24,42,61,63
11,59,81,77,107,103,107,50,59,108,94,74,99,114,79,97,68,68,41,36,29,39,54,69,98
12,77,90,109,135,104,103,83,109,126,138,102,107,83,85,75,58,44,39,36,51,53,60,73,91
13,88,82,98,124,124,60,85,98,99,113,111,-1,-1,48,49,59,54,35,44,45,57,42,61,59
14,71,78,98,132,108,62,110,84,72,77,84,68,72,49,60,50,40,34,32,23,33,46,73,100
15,82,114,107,119,97,63,64,121,138,109,102,101,84,78,58,50,38,39,20,23,57,55,51,84
16,72,47,62,77,90,70,81,99,99,80,77,61,57,47,58,43,33,39,22,30,37,45,40,70
17,70,65,85,112,96,84,43,99,93,80,83,49,51,43,39,27,33,27,19,27,49,45,44,52
18,52,52,72,103,95,79,49,65,54,56,70,47,65,59,48,47,34,28,35,49,42,36,40,37
19,54,73,107,71,97,57,50,72,78,89,74,63,50,54,64,43,24,26,12,27,52,116,70,72
20,52,42,38,67,56,81,51,101,94,78,63,46,45,45,34,29,36,32,18,42,23,66,64,55
21,49,72,89,112,109,68,65,82,112,41,24,13,21,38,37,32,38,34,25,44,62,254,140,84
22,60,66,91,125,98,88,88,137,120,59,57,54,6,14,29,14,19,20,18,28,61,59,87,67
23,64,77,58,89,88,66,64,76,67,41,47,15,13,15,33,38,23,45,20,36,25,37,34,60
24,59,81,83,103,100,80,63,106,117,94,67,51,65,40,51,31,42,34,22,43,43,54,73,60
25,81,59,72,74,74,64,60,67,80,81,-1,-1,-1,91,40,29,35,22,12,36,28,45,46,57
26,50,60,67,80,76,60,49,56,68,86,81,-1,-1,38,56,32,33,30,27,23,43,46,26,7
27,69,62,76,79,79,57,58,66,96,114,-1,-1,-1,44,70,46,36,26,43,39,35,29,43,20
28,28,21,32,26,35,33,59,56,88,68,41,-1,1,2,3,11,8,13,19,13,26,28,42,31
29,39,89,88,148,170,123,84,71,35,8,13,33,23,24,31,25,24,19,50,162,48,56,61,30
30,72,62,61,115,78,101,95,136,103,108,88,73,71,59,59,50,44,21,37,146,45,28,23,36
31,-1,-1,97,133,119,113,139,119,108,96,101,83,91,63,61,62,45,33,47,12,37,38,21,88
