Oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,12,7,13,4,6,8,7,1,2,7,5,6,10,6,6,8,3,14,9,9,16,20,15,21
2,12,3,5,4,5,2,7,6,1,4,6,7,9,10,13,8,14,8,7,10,11,22,14,12
3,14,5,-1,2,2,-1,1,3,-1,5,4,2,5,8,8,7,10,8,9,12,22,21,19,9
4,3,4,5,2,-1,-1,-1,-1,-1,-1,3,8,8,23,13,6,10,10,8,9,12,11,19,19
5,8,5,1,4,4,6,-1,-1,-1,-1,9,4,6,8,6,8,11,11,14,17,8,9,7,9
6,15,7,11,4,6,7,7,7,7,7,8,9,5,15,10,6,7,10,8,6,9,12,6,13
7,6,6,-1,-1,-1,-1,5,-1,-1,6,8,4,15,5,2,10,11,7,9,13,10,7,9,5
8,2,1,-1,1,-1,-1,-1,1,-1,-1,3,6,7,8,12,2,7,11,9,10,12,12,8,10
9,1,7,4,4,3,-1,-1,-1,12,3,9,10,14,10,8,7,7,10,13,8,12,8,6,-1,-1
10,8,5,5,4,5,-1,-1,-1,-1,4,5,7,6,8,9,14,9,10,6,10,12,17,21,5
11,7,7,6,4,5,-1,-1,-1,2,5,4,5,17,7,8,5,8,7,10,9,12,13,20,10
12,8,6,5,2,6,5,3,-1,4,3,4,6,10,11,7,7,9,4,12,4,7,12,10,7
13,6,3,5,5,4,4,4,2,3,7,8,12,5,11,12,10,12,6,5,9,15,6,9,7
14,16,16,10,6,7,6,9,7,9,7,12,5,-1,18,9,5,9,12,15,15,11,9,9,8
15,17,-1,-1,-1,-1,-1,-1,6,-1,5,7,2,8,21,18,5,11,13,11,15,14,19,21,10
16,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,7,11,17,15,18,5,12,12,24,17,16,9,13
17,7,-1,-1,-1,-1,-1,-1,-1,-1,4,7,5,13,7,7,10,10,15,10,9,23,12,19,6
18,7,11,2,-1,-1,-1,-1,-1,-1,-1,5,10,8,12,10,13,10,14,12,13,6,10,20,19
19,8,5,-1,-1,-1,-1,-1,6,4,5,3,6,9,10,6,13,10,12,13,12,15,14,18,13
20,2,2,3,3,2,-1,-1,-1,2,8,4,3,13,15,17,11,15,7,15,13,12,26,15,8
21,12,5,7,6,2,3,4,9,6,1,8,10,9,8,10,12,11,7,11,12,11,11,15,16
22,9,10,4,2,-1,-1,5,-1,4,7,2,-1,5,11,15,13,10,9,11,16,22,12,10,9
23,2,-1,-1,1,-1,-1,-1,1,3,2,1,4,4,1,16,11,15,11,15,16,10,14,1,1
24,6,1,-1,-1,-1,-1,-1,2,-1,9,6,14,10,20,13,12,15,15,13,20,17,13,15,9
25,6,-1,-1,4,4,-1,6,4,6,7,8,7,9,6,17,9,13,16,10,11,15,12,21,18
26,9,7,1,8,-1,-1,-1,-1,6,5,5,9,9,12,10,9,2,14,14,18,25,15,18,6
27,15,13,10,3,4,2,2,2,5,12,8,10,9,10,8,12,11,13,14,14,22,19,16,5
28,8,7,7,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,7,5,10,9,8,13,10,13,14
29,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,6,6,4,1,1,-1,2,2,1,-1,3,1,1
30,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,6,11,22,4,7,9,-1,1,1,1,-1,4
31,-1,-1,-1,-1,-1,-1,-1,3,-1,3,13,-1,8,7,6,4,8,3,3,6,7,8,5,-1,-1
