Oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,24,13,14,11,12,11,8,9,5,9,12,12,11,13,11,19,9,20,18,14,24,27,13,24
2,24,13,9,14,12,10,8,10,14,11,22,13,14,-1,-1,18,14,11,12,12,17,24,30,13
3,21,11,15,6,17,14,6,9,14,7,9,10,25,13,11,13,22,9,18,19,29,28,16,24
4,16,16,12,10,5,12,-1,7,7,-1,12,15,15,17,14,12,18,13,25,21,16,25,23,16
5,11,16,12,12,7,15,11,5,-1,12,6,21,13,20,11,9,13,17,19,9,25,23,22,18
6,9,11,12,7,8,7,9,9,13,10,8,20,12,9,11,11,12,19,16,13,19,14,18,15
7,13,17,16,10,7,6,8,7,11,10,9,12,18,14,12,14,23,13,16,14,31,26,22,20
8,17,9,8,14,13,21,8,9,7,7,12,11,13,8,8,14,18,16,12,16,20,21,29,14
9,12,9,6,5,12,12,-1,7,7,11,10,17,21,12,12,10,11,6,13,13,21,21,14,16
10,13,9,7,10,7,-1,-1,-1,-1,2,10,11,15,22,15,13,14,10,21,18,16,16,16,13
11,9,8,9,17,10,12,12,13,6,12,13,19,15,14,7,7,18,11,12,22,19,22,22,15
12,16,5,9,6,11,13,6,-1,11,9,13,16,15,17,19,11,13,21,21,20,15,14,26,11
13,17,12,10,10,10,11,10,6,9,7,20,24,19,16,16,10,15,17,20,17,20,16,21,16
14,34,21,12,18,14,10,10,5,9,6,12,19,32,20,16,12,12,22,28,31,31,27,-1,18
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,15,11,17,25,18,15,19,26,27,33,28,26,28,21
16,18,13,-1,-1,-1,-1,-1,-1,6,8,29,20,22,17,12,21,24,19,21,31,35,21,31,24
17,14,18,-1,-1,10,16,-1,14,20,12,16,28,24,18,19,21,23,18,22,32,28,32,26,20
18,31,19,18,-1,-1,-1,-1,-1,11,11,15,22,28,16,17,18,20,29,32,21,29,23,20,26
19,19,21,16,-1,-1,13,10,9,4,13,14,20,24,27,16,17,21,36,37,27,28,31,28,28
20,22,23,19,13,8,11,-1,12,7,15,11,28,18,21,20,24,20,29,27,26,30,35,34,22
21,21,13,10,19,12,14,15,14,13,7,10,24,14,14,19,24,17,26,28,22,23,18,19,26
22,25,15,13,13,-1,-1,-1,-1,-1,21,16,15,16,-1,17,14,20,19,30,22,26,29,29,18
23,-1,14,19,8,-1,-1,-1,-1,12,-1,12,24,33,21,19,16,21,23,19,29,17,18,26,26
24,28,16,15,12,10,12,11,6,12,-1,28,25,15,30,18,14,19,25,19,22,19,26,16,29
25,23,22,13,12,13,9,3,14,12,14,13,22,15,22,16,16,17,22,36,23,23,32,26,32
26,25,18,16,16,11,-1,-1,-1,14,11,15,19,19,20,15,15,19,19,22,23,22,30,27,26
27,23,11,9,-1,-1,12,17,6,9,11,18,23,26,18,12,13,14,23,20,24,28,28,21,20
28,22,15,18,-1,-1,-1,-1,6,8,12,18,19,11,-1,-1,11,16,16,30,28,17,26,34,27
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,25,17,19,18,-1,13,-1,25,26,28,24,20,-1,-1
30,14,12,-1,-1,-1,-1,-1,-1,11,12,14,23,27,18,20,11,10,25,15,27,19,22,26,26
31,18,13,19,15,14,10,8,6,11,13,14,21,15,18,17,17,14,16,19,19,21,19,20,16
