Oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,-1,-1,-1,-1,-1,-1,-1,70,91,119,77,48,20,19,15,15,21,25,28,43,20,27,24,56
2,38,24,18,35,23,34,47,65,87,60,44,39,28,44,31,127,12,17,14,12,20,48,34,36
3,13,21,24,30,40,33,33,69,81,68,50,36,34,27,33,25,31,31,24,26,47,27,33,38
4,30,28,27,22,62,48,72,37,30,39,30,52,70,108,66,34,26,19,24,39,30,36,33,41
5,31,38,29,37,37,62,53,63,65,61,25,45,53,39,41,24,71,13,44,49,74,28,47,21
6,63,29,14,32,58,98,191,106,125,129,47,32,50,49,79,101,110,60,84,47,50,45,39,26
7,106,33,50,29,42,49,39,74,119,42,121,91,140,39,48,49,25,23,28,42,43,34,30,23
8,25,29,30,36,29,31,58,50,60,28,24,17,40,66,87,51,20,70,87,260,99,37,60,34
9,47,39,12,42,31,72,60,84,149,30,39,47,49,50,22,30,51,37,52,66,42,43,35,80
10,30,23,42,22,56,39,38,66,72,38,90,25,29,54,34,43,27,19,15,22,2,26,37,35
11,25,36,19,24,41,50,64,61,61,36,31,54,50,32,40,25,28,31,45,28,44,52,30,32
12,25,18,28,25,50,93,57,58,48,63,73,24,17,28,36,22,18,19,32,78,59,47,51,30
13,31,26,20,35,56,51,62,50,35,68,25,45,64,27,33,21,23,28,28,14,37,41,51,70
14,40,66,77,25,31,28,38,65,76,34,38,55,60,27,29,39,25,17,30,31,39,74,90,19
15,45,54,42,20,39,44,35,46,34,23,57,19,17,27,35,46,32,74,62,65,95,87,40,46
16,22,41,71,56,62,71,92,88,85,88,47,47,40,47,29,24,31,53,19,36,46,34,29,38
17,37,27,36,40,40,59,64,63,52,101,21,55,19,32,17,44,53,28,24,41,42,61,51,39
18,31,20,52,48,39,24,62,39,31,26,24,32,30,28,21,24,24,28,28,30,29,52,21,23
19,82,29,56,38,34,85,55,52,37,30,34,28,35,41,31,23,60,36,41,30,43,103,42,62
20,41,61,52,117,34,79,103,98,92,131,41,33,68,50,26,44,26,50,30,34,27,21,33,27
21,46,55,42,61,50,39,75,84,147,126,83,61,111,136,51,51,23,46,36,40,66,39,51,34
22,36,51,37,89,56,54,77,141,90,101,75,42,132,55,62,42,39,26,43,38,57,37,43,45
23,71,54,48,80,54,77,104,99,87,41,121,95,43,65,52,28,57,31,37,35,49,50,97,59
24,41,39,55,73,68,83,112,123,70,157,85,49,73,73,33,122,26,49,28,31,46,44,42,18
25,62,95,65,87,45,52,65,70,60,49,84,48,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,61,56,44,31,48,44,39,59,75,82,57
27,55,69,98,66,93,127,160,149,35,33,131,102,105,36,21,20,58,42,32,30,43,44,41,32
28,43,43,66,37,53,35,100,68,81,60,96,49,9,15,58,29,32,47,69,43,55,60,64,48
29,40,34,47,42,51,47,98,155,88,42,89,114,76,67,100,69,48,95,-1,-1,-1,-1,-1,-1,-1
30,-1,-1,62,73,75,69,71,95,100,92,88,43,47,51,36,47,40,20,34,246,42,123,229,76
31,123,44,58,31,112,78,61,89,78,56,67,80,39,64,49,47,38,37,43,42,56,48,58,31
