Oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,4,2,1,1,-1,1,-1,-1,1,1,2,6,1,1,4,-1,-1,-1,-1,11,12,17,6,5
2,5,9,2,1,-1,1,-1,-1,2,3,3,2,6,4,5,-1,4,2,6,3,4,7,11,4
3,2,1,2,1,1,1,1,-1,-1,1,3,4,7,-1,-1,6,5,5,5,10,10,11,5,11
4,2,3,1,2,1,2,-1,-1,2,-1,4,4,9,3,4,-1,-1,-1,6,7,-1,-1,7,2
5,5,7,3,1,2,1,-1,-1,-1,2,5,3,3,5,3,5,6,4,5,2,10,12,14,10
6,4,4,2,2,4,-1,1,2,-1,2,3,6,8,8,5,7,4,2,5,3,2,4,8,10
7,2,4,7,3,-1,1,1,1,3,1,4,1,8,3,7,3,10,3,5,6,2,6,4,6
8,2,3,1,3,1,-1,-1,-1,-1,1,4,7,4,11,7,3,7,3,13,6,2,9,7,2
9,2,1,1,3,1,-1,-1,-1,2,-1,5,2,5,2,7,-1,6,3,5,5,9,6,7,2
10,2,4,3,-1,1,-1,-1,-1,-1,-1,1,5,2,6,4,6,4,-1,-1,-1,-1,-1,3,4
11,2,1,-1,2,-1,-1,4,1,-1,-1,4,3,6,2,3,3,4,5,4,4,4,5,4,4
12,1,1,2,1,3,2,-1,-1,-1,1,1,1,2,4,3,4,3,5,7,-1,2,4,9,4
13,5,4,1,2,-1,-1,1,2,-1,1,1,5,9,6,8,3,3,2,-1,2,6,4,2,1
14,9,7,-1,-1,1,7,3,3,2,3,4,4,7,8,2,5,11,7,3,5,6,3,7,10
15,4,2,4,4,-1,-1,-1,1,-1,3,2,1,7,12,8,6,8,8,6,6,9,6,6,4
16,7,5,4,3,4,-1,-1,-1,1,5,3,2,6,2,3,8,14,12,12,6,8,4,18,9
17,-1,4,2,-1,1,1,-1,2,1,2,4,9,11,4,6,9,9,7,9,13,7,9,9,2
18,9,9,4,3,3,3,3,2,5,3,4,4,4,6,6,6,16,9,6,11,2,13,5,10
19,3,2,1,2,1,4,-1,-1,-1,2,3,4,5,6,2,9,9,1,9,8,6,14,2,5
20,4,3,1,-1,2,-1,-1,-1,1,2,2,2,4,3,2,4,2,6,7,3,1,-1,4,3
21,4,1,4,1,1,-1,-1,1,3,1,3,1,-1,4,1,6,4,4,6,-1,6,1,6,4
22,6,3,1,-1,-1,-1,-1,1,1,2,1,3,5,4,3,4,2,2,6,4,5,4,7,4
23,4,-1,6,4,1,-1,-1,1,1,2,5,3,7,8,5,7,6,5,7,7,5,4,6,3
24,8,6,4,1,1,1,-1,-1,2,1,2,7,11,-1,6,6,8,5,5,4,7,2,4,4
25,2,4,3,-1,-1,1,1,1,1,-1,1,5,6,3,1,3,4,2,2,-1,3,6,4,-1,-1
26,5,3,-1,2,-1,2,2,-1,2,2,3,5,3,9,2,4,2,6,5,8,3,3,8,4
27,4,2,2,1,1,-1,-1,2,-1,3,3,6,4,2,5,1,5,4,4,6,4,1,4,4
28,4,2,-1,1,-1,-1,-1,-1,-1,1,2,4,1,3,1,6,8,2,8,4,5,5,8,3
29,6,2,-1,3,-1,-1,-1,2,-1,-1,3,4,9,9,5,3,4,2,5,3,3,-1,2,3
30,6,3,2,1,3,1,-1,1,1,3,6,7,9,9,4,9,6,7,4,10,7,6,7,4
31,8,1,3,2,2,2,2,1,1,1,3,3,2,1,3,6,4,7,8,5,7,5,4,-1,-1
