Oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,21,22,10,10,4,5,6,2,3,5,6,12,13,12,13,16,9,10,10,17,11,25,25,16
2,15,4,6,3,6,1,1,-1,-1,3,10,8,4,5,11,15,9,9,6,5,10,14,18,28
3,13,7,8,9,2,1,3,-1,-1,2,5,4,8,4,7,5,8,11,7,12,9,9,14,14
4,11,11,4,7,1,1,4,-1,3,-1,6,9,4,7,3,8,12,5,3,7,10,14,10,12
5,4,6,11,2,1,4,1,-1,2,-1,-1,-1,7,11,8,7,6,7,8,11,9,6,13,10
6,4,4,3,1,1,3,-1,-1,2,-1,4,6,11,10,3,4,8,9,5,3,6,5,5,7
7,9,3,3,6,2,2,2,1,2,-1,4,8,5,6,4,3,3,5,7,9,8,6,6,5
8,4,4,1,2,3,2,-1,2,1,4,14,11,12,17,8,1,3,3,5,9,3,5,5,8
9,8,12,4,3,1,1,2,1,1,3,2,6,12,16,21,13,10,7,12,6,10,15,12,11
10,6,4,5,2,1,4,3,2,2,-1,4,8,10,6,5,20,11,10,-1,-1,14,20,10,5
11,7,5,6,3,2,1,2,3,3,7,7,6,9,9,9,5,8,5,8,4,7,4,2,4
12,4,2,1,1,2,1,2,1,1,3,2,3,6,4,4,10,8,4,14,8,8,6,4,5
13,3,3,2,4,4,3,1,1,-1,2,6,7,10,4,4,7,4,5,8,5,3,2,2,2
14,5,6,2,1,3,1,1,1,-1,4,-1,-1,4,8,-1,5,3,5,2,4,5,4,7,7
15,23,16,9,14,10,6,12,3,5,11,14,22,19,21,15,-1,16,18,29,25,18,21,24,19
16,11,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,8,12,7,9,10,6,13,10,11,15,17,18
17,-1,7,5,-1,-1,-1,1,-1,-1,-1,-1,13,-1,24,17,7,7,6,5,17,15,7,-1,-1,-1
18,-1,5,12,10,4,-1,-1,-1,8,8,20,27,25,18,20,20,19,19,18,17,18,17,16,13
19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,24,26,47,-1,-1,-1,-1,-1,-1
20,-1,-1,-1,-1,16,26,26,-1,13,22,54,40,58,54,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
21,61,48,21,31,-1,15,19,22,27,33,28,39,49,75,62,68,79,89,79,82,85,64,93,63
22,46,36,22,16,10,13,12,14,14,25,37,32,40,47,50,38,47,65,54,47,37,36,35,43
23,25,22,20,9,6,8,17,10,8,15,15,23,28,27,55,48,52,40,43,51,48,53,29,39
24,69,66,36,16,17,9,13,22,24,33,40,51,39,52,66,97,84,78,75,86,65,78,59,90
25,70,56,39,26,30,-1,14,14,18,25,39,52,52,41,52,57,73,80,81,93,68,79,86,72
26,67,51,39,36,33,18,9,13,13,24,35,36,41,40,43,50,53,68,69,57,78,56,62,69
27,51,29,22,17,10,9,7,16,15,15,33,35,45,39,45,27,27,39,58,48,47,36,38,38
28,34,27,27,14,13,18,16,12,21,17,20,38,40,36,29,45,41,43,42,56,45,50,30,29
29,42,40,-1,-1,-1,-1,-1,11,11,15,27,42,35,28,36,40,32,36,37,47,37,36,29,37
30,48,65,37,45,30,31,27,14,18,21,38,28,43,42,41,45,54,72,73,84,52,61,67,67
31,35,27,26,14,12,11,10,12,14,18,17,28,36,35,29,27,40,27,28,56,24,35,47,44
