Oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,2,-1,-1,-1,1,-1,-1,24,51,54,124,29,7,-1,12,19,7,3,1,2,5,5,3,37
2,35,-1,1,-1,-1,1,1,-1,-1,6,63,30,135,126,129,81,157,62,103,82,56,63,68,97
3,180,123,127,51,37,58,51,14,17,38,107,131,157,145,110,44,202,83,83,48,37,22,66,133
4,151,69,137,80,30,44,58,72,20,37,10,6,19,37,2,37,45,35,100,79,48,68,59,144
5,105,188,204,41,53,51,109,59,33,27,128,69,109,143,103,58,107,24,49,119,111,81,77,121
6,119,150,46,117,78,98,38,30,43,53,159,97,107,162,100,114,94,61,78,42,33,55,118,107
7,185,167,161,129,50,121,69,66,14,8,44,17,120,108,110,44,125,43,67,61,25,48,82,97
8,181,92,137,78,18,53,43,78,37,51,40,167,134,179,116,120,84,53,81,58,25,78,97,124
9,192,71,58,54,34,49,44,12,18,24,130,158,11,9,45,13,90,111,97,64,27,60,60,99
10,82,98,69,21,49,100,97,105,42,27,102,152,97,123,83,64,50,33,72,42,23,30,97,64
11,200,63,88,23,45,82,71,103,58,37,31,86,41,24,63,14,15,20,33,38,25,19,36,23
12,11,2,11,8,19,28,31,53,40,63,74,1,44,2,2,16,12,10,28,31,24,12,27,76
13,44,70,5,27,22,29,28,14,18,23,29,34,58,59,39,8,10,3,1,4,1,1,7,19
14,89,22,58,3,4,14,16,11,22,30,56,148,191,141,19,20,7,33,27,57,22,64,85,110
15,170,66,17,9,2,1,1,1,1,1,1,1,1,3,14,20,13,13,9,3,2,4,5,7
16,5,3,4,-1,5,22,6,1,1,3,4,68,21,73,34,18,19,19,21,17,5,6,1,6
17,1,4,2,2,-1,-1,-1,2,4,2,5,-1,-1,9,6,6,27,9,27,8,8,18,9,2
18,11,5,75,66,21,30,11,18,11,26,10,34,10,30,9,3,4,29,71,30,12,19,23,76
19,17,34,47,25,2,5,18,17,21,9,98,24,83,51,80,99,12,7,6,6,6,14,13,7
20,6,15,1,5,14,7,12,7,3,4,9,-1,5,11,16,17,5,23,14,12,1,14,12,11
21,9,56,212,56,51,37,36,42,55,60,137,54,123,94,138,105,132,135,40,59,33,55,65,57
22,64,73,197,41,36,33,45,34,34,43,117,76,116,137,154,99,147,162,65,58,43,80,107,68
23,54,146,180,37,49,40,34,51,61,39,121,109,102,83,154,90,128,151,63,60,47,122,106,93
24,56,97,177,32,39,43,82,52,45,23,129,111,109,130,144,120,119,143,122,134,107,76,121,116
25,175,98,137,74,59,100,130,130,143,141,125,114,113,166,180,118,92,14,54,25,90,34,39,99
26,66,72,11,15,30,25,34,24,12,24,34,55,68,50,59,87,77,43,63,62,71,82,74,79
27,69,55,42,56,42,69,64,74,73,74,66,-1,123,143,90,162,118,119,109,116,133,107,134,125
28,123,48,65,106,61,62,40,49,37,61,65,173,102,136,121,178,136,125,86,118,150,148,126,99
29,190,71,66,102,143,164,162,142,147,161,195,142,112,135,108,130,132,161,145,103,105,78,110,126
30,102,78,61,25,135,78,117,130,74,133,123,97,69,129,53,78,111,105,130,119,125,143,148,168
31,140,165,186,179,86,61,108,138,110,85,92,150,93,63,112,112,117,106,117,120,161,149,119,135
