apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,118,118,52,28,17,26,46,47,34,29,7,3,4,1,20,44,54,45,56,42,81,80,77,36
02,19,65,74,98,118,62,51,52,81,82,72,49,40,64,34,6,9,5,5,1,0,2,3,1
03,7,21,27,45,50,104,97,141,31,25,19,93,66,10,8,2,4,46,63,101,64,92,75,195
04,188,176,191,194,26,54,133,144,127,70,7,5,5,5,7,2,5,10,77,72,90,160,175,142
05,142,96,149,45,76,157,164,103,96,94,81,46,6,2,2,7,4,49,102,94,163,124,131,129
06,134,139,111,13,49,204,195,178,167,129,97,5,8,1,1,0,0,54,111,124,128,131,121,118
07,183,198,177,39,82,145,190,181,191,106,81,76,57,1,0,2,0,6,9,7,50,176,126,87
08,180,163,131,48,26,40,73,32,66,35,36,43,23,22,45,4,1,3,2,0,0,0,1,0
09,1,17,70,55,98,96,183,150,43,38,45,68,23,0,1,0,1,0,0,2,0,0,3,0
10,0,1,0,0,48,51,42,40,45,37,35,52,43,32,39,5,2,16,42,48,102,61,44,54
11,89,101,96,23,53,193,193,201,153,67,40,21,2,0,0,0,2,28,51,43,43,51,93,60
12,70,90,41,18,73,99,158,107,62,81,83,85,66,59,1,1,2,5,52,70,41,107,99,63
13,108,146,129,16,6,130,143,55,82,109,67,83,47,61,65,8,3,11,43,57,42,67,83,80
14,85,88,62,22,16,36,7,30,5,4,15,5,0,30,1,1,1,16,26,17,83,85,46,31
15,51,203,204,168,82,130,47,99,60,39,20,19,1,1,2,2,3,0,0,0,0,0,1,12
16,17,15,26,17,17,38,34,57,45,29,5,1,3,1,0,0,1,2,0,1,2,2,5,11
17,33,30,75,49,78,154,102,119,70,55,33,30,0,2,1,47,60,70,72,70,109,121,99,151
18,174,97,93,48,98,127,116,123,38,27,28,31,32,20,19,4,2,1,1,2,3,2,1,1
19,1,113,202,225,193,164,136,133,41,22,2,0,0,1,0,0,2,2,0,1,19,37,16,54
20,25,19,34,195,217,207,192,203,33,3,2,2,0,1,2,2,3,0,1,0,1,0,0,2
21,8,95,114,101,78,132,137,91,37,30,14,1,0,0,1,2,0,0,0,1,0,1,6,70
22,98,148,138,105,49,74,36,128,124,14,2,0,1,0,0,0,0,1,0,81,143,127,131,186
23,164,125,107,120,178,131,79,66,129,50,16,13,9,16,7,12,6,3,0,0,0,2,1,1
24,14,120,145,41,17,43,165,65,133,159,78,11,2,0,0,2,0,0,2,2,2,14,21,54
25,54,110,147,88,34,88,119,110,43,16,33,34,28,26,12,1,2,23,40,48,30,21,41,43
26,45,30,51,28,45,124,73,84,123,106,19,24,13,14,16,13,15,8,21,37,64,51,52,45
27,33,34,23,7,51,62,94,89,29,18,13,8,1,0,1,1,1,3,6,6,30,22,45,74
28,14,69,59,5,8,72,112,139,49,9,7,17,18,1,0,3,2,5,2,13,41,109,71,44
29,19,31,4,24,37,92,77,27,14,14,12,18,6,2,0,1,0,1,1,0,1,0,0,9
30,2,5,3,11,32,23,41,59,15,3,12,18,18,34,46,47,34,15,5,4,4,8,2,18
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
