apr,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,8,13,11,16,6,17,34,26,28,21,19,7,16,12,15,7,4,4,9,9,8,14,18,11
02,10,11,8,11,11,15,24,25,12,19,18,7,17,23,11,18,13,6,6,6,6,12,26,32
03,12,26,-1,24,23,23,27,25,26,26,13,15,7,23,24,11,8,7,13,11,11,14,19,14
04,18,9,12,17,12,10,9,20,21,34,19,17,16,19,18,16,8,4,4,10,12,17,22,20
05,12,18,14,15,16,15,14,24,27,27,20,19,20,10,43,11,6,8,5,7,6,12,9,16
06,10,5,10,10,5,14,19,33,29,15,17,10,15,13,16,9,8,12,5,8,8,11,25,30
07,18,19,11,20,22,24,20,2,0,0,0,0,11,10,20,10,8,4,7,8,5,11,10,13
08,13,14,10,7,10,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1
09,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,15,16,9,9,4,4,6,10,15,10
10,5,20,20,10,16,10,14,32,22,27,17,16,37,27,13,19,11,6,20,14,10,11,10,20
11,23,18,9,15,10,39,23,36,28,39,32,27,17,26,18,21,17,18,15,8,7,16,19,19
12,30,20,17,18,14,22,23,36,22,28,18,18,17,15,23,20,12,9,7,4,6,10,8,5
13,18,12,8,8,24,12,7,28,28,30,40,16,17,23,44,20,15,21,16,14,13,19,18,31
14,20,13,27,21,24,38,57,53,34,52,33,28,26,22,29,20,18,9,14,22,15,16,18,11
15,14,25,17,24,31,31,35,35,33,35,27,27,20,21,26,7,11,9,6,12,8,17,18,22
16,25,15,15,13,16,14,28,39,54,33,28,16,29,31,39,36,26,12,20,15,16,25,39,35
17,42,21,30,20,25,27,40,33,42,51,31,38,28,54,59,39,24,16,12,17,16,27,35,33
18,31,21,22,33,48,47,64,74,58,47,44,40,36,33,40,41,44,19,15,108,70,39,28,29
19,36,23,25,39,39,71,54,69,61,57,60,44,29,30,46,29,17,17,67,14,18,25,42,25
20,28,29,29,30,47,44,35,64,59,56,50,32,23,48,41,29,28,13,24,20,25,39,40,33
21,47,66,23,47,40,93,104,57,85,57,43,44,23,38,134,34,23,21,14,24,19,16,51,41
22,66,72,44,35,84,57,84,92,65,101,81,59,38,63,53,23,18,18,15,17,17,29,35,36
23,40,22,33,32,73,70,79,67,69,45,34,34,29,50,24,19,23,11,8,19,13,28,42,30
24,25,27,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,18,21,23,31,27
25,38,20,24,25,29,49,45,73,56,59,41,30,17,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,18,57,61,85,30,37,41,47,47,61,30,25,10,12,16,9,22,28,41
28,31,45,19,34,53,35,53,52,56,163,89,26,53,72,73,188,20,14,13,16,21,31,24,36
29,29,23,24,30,47,55,58,66,64,47,42,47,29,50,47,34,13,21,16,22,21,27,29,38
30,35,36,18,36,37,57,53,62,59,84,56,33,32,65,47,21,17,20,12,14,15,29,34,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
