jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,218,236,236,226,283,286,323,329,308,317,418,185,187,108,72,115,96,181,164,83,108,136,137,178
02,221,245,311,297,312,320,352,365,328,288,219,179,144,138,103,93,120,84,93,76,106,150,168,166
03,168,175,180,164,265,254,236,266,414,280,248,159,130,111,132,116,114,97,107,103,125,139,165,231
04,236,259,286,326,337,336,354,374,377,35,183,193,197,199,307,127,127,84,83,89,113,141,157,216
05,233,242,283,270,323,355,419,432,482,348,272,182,172,228,123,124,102,81,68,73,106,121,152,185
06,203,237,288,321,359,373,366,417,415,369,330,216,203,170,155,139,132,97,100,97,128,173,219,217
07,252,257,307,301,361,389,457,319,417,292,281,246,203,184,304,239,24,153,225,208,169,172,195,257
08,264,303,357,389,420,403,63,-1,-1,383,297,212,202,202,223,191,152,150,123,124,148,187,204,262
09,329,388,375,304,371,367,409,428,455,170,254,-1,206,235,255,167,110,112,83,101,135,155,193,208
10,251,243,39,3,96,365,386,417,381,328,265,168,110,123,136,61,-1,-1,-1,-1,-1,-1,-1,0
11,-1,-1,-1,-1,165,368,351,389,408,245,-1,-1,-1,-1,-1,-1,21,92,109,89,80,124,138,165
12,214,272,270,293,336,394,434,450,408,312,347,326,107,-1,-1,-1,-1,1,-1,-1,-1,1,2,2
13,-1,1,2,229,377,400,406,445,400,349,307,181,103,106,155,151,139,117,87,115,115,148,182,227
14,252,258,394,431,376,347,446,443,424,362,272,197,141,130,134,136,154,198,104,110,133,156,196,251
15,266,259,334,361,364,392,400,458,371,315,241,224,233,155,165,119,95,48,124,115,122,146,188,226
16,277,284,343,348,362,390,421,424,410,333,289,212,166,142,140,141,136,115,78,91,95,122,178,195
17,219,266,299,356,338,327,325,409,370,324,289,225,156,145,132,158,94,65,71,65,62,86,161,153
18,148,169,197,264,257,265,287,277,278,225,205,180,188,125,188,121,95,75,75,80,84,121,150,179
19,201,227,252,259,249,276,309,322,295,231,201,135,89,99,102,138,163,185,123,100,184,246,334,327
20,381,405,433,446,528,486,325,307,337,246,183,114,83,70,73,100,92,66,69,89,89,105,148,173
21,212,194,237,257,304,264,265,268,315,316,266,201,89,98,171,132,114,85,142,84,147,112,147,187
22,227,239,296,308,421,186,363,345,499,456,457,139,114,61,28,1,1,23,88,89,111,84,27,3
23,1,5,13,3,315,311,290,326,308,235,249,100,35,10,9,4,4,34,8,92,124,141,219,245
24,248,276,306,344,312,292,324,334,357,264,239,148,134,94,107,94,93,106,99,108,133,141,164,210
25,198,243,283,308,298,265,297,325,280,333,240,19,14,3,22,37,25,51,64,308,309,155,166,194
26,248,267,320,332,261,6,14,150,322,322,267,198,170,188,141,155,135,180,112,124,115,143,156,201
27,232,245,308,279,352,364,315,299,318,188,246,183,158,208,113,126,106,130,111,202,149,175,237,272
28,272,249,283,309,302,341,355,302,310,311,242,222,144,119,122,148,89,104,111,134,136,167,178,216
29,227,271,291,255,297,290,321,320,286,261,192,133,111,82,105,25,-1,48,102,88,119,144,193,232
30,202,258,271,331,303,315,298,310,280,242,197,152,204,34,109,102,123,128,81,123,132,180,174,214
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
