jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,157,184,193,231,263,238,257,254,235,287,345,-1,-1,244,-1,-1,149,67,59,65,85,99,109,158
02,152,180,-1,202,216,243,258,250,286,284,299,278,287,268,-1,159,142,86,64,62,74,84,26,125
03,119,161,163,191,230,228,250,309,330,327,337,326,271,239,-1,130,-1,86,61,77,72,92,109,146
04,152,179,167,256,260,281,269,315,328,317,286,304,279,255,-1,154,103,68,73,65,85,96,127,139
05,164,-1,-1,236,283,290,307,352,381,328,358,330,306,276,-1,132,125,109,81,70,58,57,47,74
06,84,73,100,130,147,135,187,309,360,339,358,323,313,297,212,156,122,97,81,49,80,66,94,129
07,158,139,180,217,258,292,325,311,263,393,368,398,-1,286,231,-1,155,135,78,58,78,60,87,101
08,144,164,223,246,271,282,334,352,350,389,395,361,357,-1,-1,175,134,83,65,69,74,79,93,133
09,186,170,182,230,279,311,309,336,-1,-1,52,348,341,-1,42,158,137,95,47,59,63,55,94,95
10,136,156,177,224,243,256,308,328,362,365,401,328,311,282,-1,164,121,84,80,61,52,10,75,96
11,105,118,146,-1,0,250,331,355,-1,388,-1,159,132,74,37,16,-1,32,79,78,69,-1,-1,-1
12,185,206,232,282,332,311,349,-1,390,378,423,383,362,-1,-1,-1,153,-1,37,70,83,102,142,162
13,157,214,259,301,335,358,366,394,409,416,432,379,369,321,-1,175,-1,117,82,85,98,100,99,158
14,194,210,282,325,354,333,376,382,414,429,375,385,375,317,274,-1,-1,107,64,89,102,82,95,127
15,181,189,223,256,366,332,348,326,376,329,354,351,147,237,-1,166,125,106,94,83,69,82,96,124
16,-1,69,233,294,284,301,299,358,-1,248,254,-1,-1,-1,-1,167,51,-1,61,78,124,135,114,168
17,189,192,246,277,327,345,334,310,344,350,339,316,300,259,208,-1,45,100,77,54,51,77,85,97
18,90,173,224,246,235,289,242,282,282,218,316,123,93,64,70,140,113,94,67,73,66,74,130,154
19,177,181,192,240,257,287,267,329,326,310,305,265,257,266,200,153,133,89,74,61,83,104,102,130
20,153,191,204,-1,-1,-1,-1,72,302,303,329,293,295,253,194,165,113,97,61,65,88,111,111,135
21,161,156,205,263,283,266,266,313,326,307,301,-1,-1,71,48,-1,14,-1,-1,62,79,-1,131,139
22,289,-1,-1,357,305,289,288,303,307,280,295,333,308,217,-1,69,141,96,121,79,66,98,124,167
23,173,182,243,272,313,301,238,383,370,344,316,297,291,-1,-1,-1,119,114,-1,102,106,99,130,164
24,189,180,185,284,268,313,256,305,303,333,315,-1,-1,72,71,102,-1,246,164,212,-1,107,121,177
25,156,220,216,249,259,261,263,295,312,336,185,-1,-1,-1,-1,-1,48,-1,-1,103,105,123,142,197
26,185,225,235,273,271,269,-1,-1,252,-1,-1,294,283,263,-1,-1,141,-1,-1,-1,52,118,135,136
27,175,208,202,253,275,274,257,-1,297,356,-1,259,258,-1,-1,-1,22,42,-1,108,-1,-1,71,-1
28,191,206,216,250,249,274,267,-1,-1,-1,-1,96,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
