jun,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,64,73,71,113,107,129,103,117,106,54,28,-1,-1,-1,-1,-1,-1,-1,-1,34,36,60,56,61
02,64,73,66,76,99,110,102,90,92,88,72,72,67,76,64,49,37,24,19,34,27,29,55,42
03,53,76,74,84,87,134,115,133,113,111,77,83,116,124,83,75,45,50,40,24,26,39,57,70
04,76,87,88,112,125,126,138,82,75,88,57,80,107,88,74,61,46,37,44,31,35,34,45,78
05,70,78,87,117,129,133,145,133,123,94,70,86,85,66,109,73,46,41,32,25,28,29,37,79
06,73,89,103,97,122,132,164,141,130,104,73,76,97,133,122,92,61,42,48,29,23,25,44,67
07,75,84,83,117,118,141,175,164,124,97,102,162,75,133,94,85,81,71,35,44,24,29,51,71
08,72,99,132,114,146,173,160,139,127,90,94,103,115,106,132,96,77,60,33,22,29,37,53,72
09,84,85,108,118,116,137,149,135,116,92,51,69,99,87,83,83,70,66,38,29,31,35,57,49
10,65,84,104,109,125,139,151,137,111,85,59,81,98,118,95,90,57,34,36,26,28,27,49,47
11,67,61,76,107,101,144,132,121,125,108,85,76,120,119,111,131,133,76,36,41,20,43,89,72
12,98,89,95,110,136,151,154,138,149,121,135,100,158,150,109,108,72,62,39,26,36,36,54,75
13,73,84,96,130,139,155,166,149,155,135,105,106,123,137,140,96,71,63,37,31,32,37,53,66
14,66,89,90,106,133,146,145,143,134,121,91,106,119,95,111,76,60,48,37,28,41,29,43,50
15,63,88,84,133,148,140,137,123,132,92,65,72,90,115,99,84,68,47,35,31,41,34,49,65
16,136,100,108,124,142,138,164,148,153,101,76,113,107,129,108,89,96,65,46,47,49,44,61,54
17,57,78,120,115,127,149,140,149,141,141,77,82,133,117,97,88,73,45,38,34,23,31,20,36
18,44,84,104,122,122,154,149,140,141,105,83,104,135,120,82,89,52,45,30,36,34,51,40,69
19,100,92,95,130,132,135,136,124,133,122,104,82,82,100,101,84,69,51,40,34,32,46,48,72
20,62,90,94,115,134,119,139,135,130,103,81,96,95,93,105,89,64,45,40,39,31,38,28,50
21,78,79,80,97,113,123,136,139,116,79,92,83,91,99,88,155,44,61,121,62,32,25,69,83
22,80,126,155,156,159,141,173,159,154,150,109,76,117,113,129,80,78,56,42,36,28,39,66,61
23,95,83,106,133,140,137,141,118,111,85,73,49,79,94,63,57,51,39,13,33,38,53,48,87
24,83,99,105,117,106,125,124,114,98,72,49,77,109,90,44,30,26,25,59,37,39,24,108,38
25,73,96,80,106,105,126,111,118,135,64,58,98,92,72,108,98,42,61,40,40,23,61,48,60
26,61,56,108,133,118,126,61,103,84,18,3,23,95,56,47,36,29,31,20,82,50,35,47,65
27,66,86,108,102,112,135,110,122,98,10,59,67,79,97,59,59,67,39,117,46,37,36,96,78
28,104,104,109,108,116,134,151,98,123,99,116,141,81,81,81,143,80,41,62,27,34,51,60,64
29,84,96,111,125,140,139,133,139,103,64,55,32,38,38,74,31,26,19,16,30,60,104,64,86
30,86,107,101,102,114,113,102,96,118,91,55,51,52,90,88,64,42,62,82,3,60,7,45,44
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
