oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,15,32,20,24,22,11,6,13,18,5,1,4,7,1,4,4,1,2,5,11,7,5,13,15,""
02,17,23,18,31,13,7,5,12,16,10,10,5,5,6,11,4,1,7,7,9,9,12,11,14,""
03,15,21,42,25,27,17,7,11,13,11,2,4,3,3,5,5,8,8,4,7,5,3,8,8,""
04,19,14,29,23,9,17,2,9,13,8,6,4,2,3,4,5,5,1,3,4,7,10,6,9,""
05,21,18,28,24,18,14,7,10,6,11,10,8,4,1,2,5,6,1,5,15,10,15,8,6,""
06,9,39,27,22,15,16,3,8,10,7,13,8,4,6,8,4,10,3,4,8,5,12,7,19,""
07,12,15,18,36,29,23,5,11,8,10,6,15,11,2,10,9,5,14,7,9,21,8,6,6,""
08,8,11,10,7,13,7,5,5,3,7,4,8,8,1,5,1,5,7,4,13,19,19,18,16,""
09,7,14,17,22,16,27,11,8,5,8,2,4,7,5,6,7,5,9,5,8,9,22,17,15,""
10,11,20,25,20,20,17,5,8,14,18,3,1,2,3,3,5,3,3,5,10,15,15,6,9,""
11,16,14,27,28,22,12,8,9,5,3,8,4,3,9,4,4,5,5,4,10,10,11,9,16,""
12,7,10,14,16,14,6,9,17,8,6,6,4,7,5,2,7,5,-1,8,3,12,12,9,12,""
13,17,18,19,21,22,10,7,14,12,15,8,7,7,6,5,4,1,1,10,8,16,7,11,13,""
14,12,16,27,25,25,17,7,2,7,14,4,11,5,8,5,6,6,2,7,7,4,6,10,14,""
15,12,28,22,13,19,17,4,14,11,18,9,2,5,5,5,5,3,6,9,7,14,13,9,17,""
16,25,16,18,17,27,16,5,9,6,10,9,13,12,11,2,9,6,5,7,9,12,22,12,6,""
17,15,17,28,18,12,19,6,13,10,9,6,5,1,6,6,6,1,6,5,5,14,11,18,11,""
18,18,29,13,20,19,23,13,17,18,9,4,3,2,6,4,4,3,5,4,6,10,8,7,11,""
19,13,18,19,18,20,21,16,10,6,2,13,8,2,3,5,3,4,2,6,10,5,11,11,7,""
20,14,21,18,17,25,11,8,8,20,12,6,9,12,9,8,6,6,8,5,8,8,9,12,7,""
21,14,21,37,23,37,24,15,7,12,8,11,3,9,2,6,7,9,2,2,9,6,5,4,17,""
22,20,22,27,40,39,23,16,11,20,8,6,8,9,2,4,4,7,5,5,10,12,14,8,15,""
23,19,39,15,14,22,22,12,14,14,12,8,6,3,7,4,6,1,12,9,5,14,10,8,6,""
24,20,26,19,14,13,16,11,23,13,18,11,4,4,1,3,1,6,6,5,3,3,10,2,7,""
25,22,23,13,25,15,16,8,8,12,8,12,4,6,5,5,4,9,12,6,6,10,9,5,16,""
26,17,22,14,30,17,41,4,9,12,8,10,13,9,6,9,7,2,9,4,9,9,13,8,18,""
27,16,10,18,13,21,19,10,9,11,6,5,2,2,6,10,1,8,11,3,10,5,9,9,12,""
28,14,23,23,14,15,9,13,3,12,10,11,5,6,8,5,4,5,4,8,12,11,8,13,15,""
29,17,28,20,26,20,24,12,10,9,8,6,8,9,5,8,7,6,8,17,6,19,14,12,12,""
30,3,19,18,15,25,26,16,15,11,10,11,6,2,7,6,2,5,7,7,9,11,13,9,8,""
31,13,13,13,16,22,26,11,3,11,6,5,4,4,6,4,4,6,8,9,13,10,6,14,16,""
[E]cfahg'jf,"zzlgzIzbpgl}'kl"
