oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,61,77,89,83,91,78,37,41,24,27,31,23,50,46,49,51,26,18,41,50,60,72,69,72,""
02,102,119,114,133,143,93,76,59,58,51,58,58,55,47,43,60,33,27,52,73,65,31,29,49,""
03,89,108,114,135,114,100,75,45,36,38,48,56,54,54,55,36,46,40,62,78,82,84,76,37,""
04,37,30,45,100,111,116,71,49,24,27,43,56,51,64,52,46,39,43,62,76,71,30,31,72,""
05,83,118,117,154,138,139,87,55,71,41,39,49,61,59,44,47,51,40,49,38,24,61,68,88,""
06,102,120,112,97,89,82,47,57,73,48,40,44,42,62,58,47,38,29,11,43,68,38,50,36,""
07,55,79,76,63,51,30,43,43,36,34,45,34,37,42,38,45,41,40,32,47,42,33,20,17,""
08,24,40,49,78,89,103,62,47,39,19,20,63,59,37,24,22,18,22,19,20,26,30,42,57,""
09,63,84,116,74,81,70,37,23,32,21,53,52,56,48,38,46,30,45,66,71,64,35,21,13,""
10,30,32,27,56,60,44,24,23,12,26,37,37,40,28,39,33,21,14,25,22,25,38,29,31,""
11,40,34,35,45,34,36,18,27,26,21,36,48,32,25,19,26,27,31,40,81,90,102,80,83,""
12,102,125,135,110,119,109,68,66,63,59,63,29,33,39,42,46,36,21,42,52,68,68,81,72,""
13,82,98,83,107,108,55,35,40,45,44,25,12,39,21,14,18,12,9,34,52,60,56,54,44,""
14,39,33,32,34,39,30,20,36,61,29,56,33,22,27,18,23,27,17,27,34,32,30,28,50,""
15,65,51,68,63,80,110,67,45,40,57,39,51,55,51,50,61,44,45,61,88,82,76,35,25,""
16,22,34,27,36,36,45,32,39,39,38,36,35,31,29,20,21,18,28,21,21,19,30,23,30,""
17,38,37,46,46,55,47,44,57,51,57,51,40,53,49,38,57,55,29,65,82,87,81,66,85,""
18,103,98,120,112,117,79,63,57,43,46,45,44,55,46,30,42,37,44,71,70,77,58,58,75,""
19,73,87,83,70,68,53,51,42,49,43,53,45,54,54,44,46,36,43,47,74,87,49,76,82,""
20,80,67,75,52,51,103,68,62,55,51,46,34,37,9,20,26,33,42,47,52,99,43,23,55,""
21,98,114,125,107,116,129,73,55,58,20,0,30,25,0,0,0,19,28,34,36,31,30,31,37,""
22,64,45,51,77,60,59,52,58,24,23,23,23,31,7,20,22,24,14,25,36,60,47,44,24,""
23,48,63,44,104,72,58,59,44,35,34,18,20,17,23,21,14,23,24,32,16,26,33,49,51,""
24,37,25,48,100,75,78,66,28,36,33,31,44,38,36,29,25,16,14,22,35,30,24,24,22,""
25,26,48,54,47,57,40,39,37,35,31,28,27,30,23,27,23,34,18,30,25,33,25,30,27,""
26,41,50,53,55,59,57,34,34,38,30,36,31,39,33,25,25,22,24,24,40,22,30,27,34,""
27,31,35,30,37,43,30,35,21,23,20,18,22,21,21,14,23,26,21,35,51,46,39,41,50,""
28,37,22,32,44,45,69,58,46,45,39,46,28,31,31,34,30,22,61,83,83,82,95,62,25,""
29,27,44,66,103,117,82,105,130,75,78,68,70,85,47,41,91,47,56,46,37,81,52,23,57,""
30,32,111,129,124,147,140,133,119,88,101,63,113,113,97,68,91,51,69,72,79,57,45,15,67,""
31,102,114,108,130,142,130,126,104,29,30,69,123,61,40,43,76,93,57,75,69,48,53,30,-1,""
