oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,11,9,18,27,18,11
1,29,22,25,24,27,26,28,31,37,19,19,20,22,20,18,17,16,4,12,12,23,34,21,25
2,21,19,22,27,32,24,13,14,18,27,19,19,33,22,10,13,45,8,6,12,16,17,20,15
3,13,13,30,13,31,34,37,29,29,38,23,22,19,12,14,10,16,13,12,13,13,18,21,24
4,25,19,27,26,35,25,26,30,23,20,9,18,13,12,16,23,17,13,8,11,27,19,15,24
5,29,26,30,22,29,26,28,34,33,31,21,31,22,25,20,23,8,16,13,17,18,29,25,23
6,32,21,31,27,35,20,30,22,23,22,23,15,17,19,19,8,9,8,13,18,20,21,27,22
7,25,28,33,37,27,35,28,25,22,21,15,14,15,18,16,6,15,12,13,13,25,24,28,31
8,28,21,30,26,34,36,26,22,32,31,26,27,24,18,16,21,16,14,13,13,23,32,22,24
9,35,33,25,27,16,41,21,28,24,23,21,14,16,5,15,14,22,10,20,13,18,25,22,23
10,24,15,25,13,16,27,24,24,25,30,31,27,20,23,16,24,23,14,22,13,20,17,17,26
11,24,21,21,23,23,31,24,21,17,25,20,24,10,4,10,13,10,18,20,9,10,10,17,22
12,21,23,23,23,27,22,36,25,20,21,21,24,20,17,18,13,17,9,11,10,22,25,21,17
13,17,18,25,26,27,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,21,22,26
14,19,21,23,30,26,39,28,22,30,16,25,20,22,23,16,9,12,9,10,14,24,20,24,15
15,20,20,28,19,28,27,25,26,35,25,27,21,19,11,12,11,14,17,22,11,24,13,25,22
16,26,25,23,17,27,22,24,22,25,22,30,21,18,8,26,21,28,21,22,17,16,22,25,23
17,22,24,26,28,36,32,12,21,31,23,36,19,22,12,22,16,12,8,7,15,14,31,27,26
18,27,19,25,23,23,27,22,5,7,13,16,18,12,6,8,8,8,9,14,8,29,23,34,18
19,26,29,28,19,29,40,31,31,36,27,23,31,7,9,19,15,7,11,8,12,23,20,20,22
20,24,17,30,33,28,35,21,32,22,2,24,25,5,1,1,5,9,22,13,24,21,16,14,16
21,30,19,18,26,36,36,35,20,24,27,33,24,12,12,19,11,13,12,19,17,21,21,27,15
22,20,24,30,19,27,31,30,27,32,24,18,21,23,37,25,19,17,9,10,15,24,20,21,14
23,20,24,17,20,30,31,23,31,21,25,18,23,15,14,21,14,17,13,11,19,20,21,22,29
24,19,26,18,30,20,26,24,24,24,26,21,6,20,12,22,23,9,12,18,12,16,23,14,20
25,17,25,31,18,23,27,20,7,19,25,23,20,15,31,13,17,15,13,18,10,15,17,25,19
26,21,32,17,34,28,29,39,27,19,25,18,24,26,16,13,13,9,15,13,11,10,20,22,26
27,14,20,25,25,31,22,16,27,37,31,19,12,15,14,21,17,17,18,23,12,24,26,23,24
28,26,31,24,30,37,35,40,34,30,15,27,23,23,13,21,17,18,47,17,20,8,16,15,13
29,18,21,27,28,22,33,32,43,17,21,17,14,24,20,12,13,17,15,23,15,18,17,8,16
30,24,22,29,25,37,35,24,37,20,26,14,28,18,17,17,18,8,18,23,11,17,25,14,13
