Jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,12,9,10,16,16,13,7,8,-1,-1,-1,-1,22,8,27,16,16,21,25,31,26,21,22,12
2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,-1,5,13,15,24,16,26,22,18,15,24,16,-1,-1
3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,8,14,19,16,21,27,27,23,17,-1,-1,-1
4,-1,-1,5,-1,18,12,12,2,5,8,1,9,14,15,19,25,15,21,15,21,25,20,-1,-1,-1
5,12,12,7,-1,-1,-1,-1,-1,5,4,2,5,7,-1,-1,14,14,15,26,19,17,19,12,10
6,10,12,12,12,6,9,12,8,4,6,1,3,2,-1,13,10,26,17,23,26,22,18,15,15
7,-1,-1,-1,10,-1,6,-1,-1,4,3,5,8,-1,-1,17,17,17,13,18,18,19,20,12,17
8,8,7,12,7,6,18,10,1,5,4,2,9,10,10,13,20,21,20,27,14,25,25,19,10
9,13,10,13,7,3,-1,-1,-1,5,1,5,12,-1,20,17,17,14,16,20,21,14,19,15,13
10,18,5,3,-1,-1,-1,-1,4,6,4,3,3,9,7,18,17,21,12,13,16,14,13,25,9
11,-1,-1,-1,-1,6,8,5,12,6,5,1,5,10,7,11,17,12,24,23,17,15,17,11,8
12,6,7,13,6,6,5,4,10,2,5,8,5,4,17,13,13,23,22,16,22,21,17,15,4
13,13,9,7,10,-1,6,7,4,3,6,7,5,11,9,15,19,24,24,22,22,24,19,15,11
14,9,6,12,-1,-1,-1,-1,-1,8,6,5,6,11,-1,13,13,20,22,17,24,19,16,6,12
15,9,8,-1,-1,-1,-1,-1,3,6,3,4,11,7,11,12,20,9,19,19,24,21,12,19,15
16,9,7,13,-1,-1,-1,-1,5,6,4,8,11,13,22,12,12,16,16,19,14,21,14,14,15
17,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,5,8,12,13,17,15,32,12,22,15,12,11
18,9,10,9,7,6,-1,-1,8,5,5,4,7,6,10,22,11,14,28,20,26,16,20,12,14
19,9,4,-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,12,18,23,14,26,24,13,21,13,12,13
20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,24,15,20,22,17,19,18,14,12,17,8
21,-1,-1,-1,-1,-1,-1,6,4,9,4,1,6,9,-1,19,14,19,22,21,31,24,11,21,-1,-1
22,7,-1,-1,-1,-1,-1,-1,5,5,2,7,5,17,17,22,21,22,34,21,17,18,10,9,8
23,10,7,-1,-1,-1,-1,-1,-1,10,3,6,5,11,18,44,23,22,36,33,30,19,16,13,5
24,11,6,9,8,2,10,-1,-1,4,4,7,5,6,18,23,31,24,41,37,32,21,21,11,10
25,10,4,6,-1,-1,-1,-1,8,-1,-1,6,5,15,29,32,22,39,37,21,31,22,15,8,12
26,8,8,4,-1,10,-1,-1,-1,-1,6,9,14,10,37,38,25,43,44,39,46,32,22,11,15
27,-1,2,-1,-1,-1,-1,-1,6,7,3,3,7,21,18,34,40,40,68,40,41,33,25,20,14
28,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,5,12,26,37,40,46,65,46,48,31,18,10,7
29,-1,-1,-1,18,9,12,13,11,7,4,8,9,21,37,35,37,37,50,45,60,42,23,19,11
30,9,4,10,6,7,7,7,4,8,6,2,4,22,21,38,44,38,58,48,41,39,21,17,11
31,6,9,6,10,4,10,7,6,6,7,2,5,20,27,23,46,47,44,49,34,18,24,12,15
