Jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,5,7,1,2,3,7,6,3,4,3,1,2,4,7,4,11,5,1,4,3,13,11,15,11
2,3,-1,-1,3,1,2,4,1,3,6,4,5,5,5,9,5,3,1,6,10,6,12,11,9
3,2,1,1,3,1,2,1,2,1,6,4,5,5,12,9,1,2,6,-1,11,6,9,8,3
4,-1,-1,-1,5,3,1,5,3,3,2,2,2,5,7,14,4,8,4,-1,9,6,13,8,11
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6,6,6,7,7,4,9,6,7,4,13,11,4,6
6,8,3,2,-1,3,2,4,-1,5,5,1,4,5,4,9,13,9,8,5,10,17,16,11,7
7,5,4,5,1,5,7,5,4,4,6,2,7,2,8,10,10,9,10,11,9,12,7,13,7
8,5,6,3,4,1,5,2,3,3,-1,5,8,5,4,9,8,5,9,7,6,9,12,12,11
9,5,6,3,2,2,4,3,2,3,1,3,2,7,12,10,6,9,5,6,7,4,7,7,6
10,2,4,2,4,2,-1,3,2,3,2,5,1,7,11,5,13,4,12,11,7,6,7,9,7
11,6,3,1,1,4,2,4,3,4,2,-1,2,7,-1,-1,-1,2,6,5,6,12,9,6,5
12,1,5,2,1,2,6,3,8,6,4,1,5,4,3,13,-1,4,3,3,9,8,5,11,6
13,9,-1,2,2,1,2,2,4,3,3,8,5,4,7,8,2,4,4,8,5,14,9,14,8
14,6,3,6,4,1,4,1,4,-1,-1,-1,-1,-1,-1,-1,-1,5,2,3,10,10,12,10,8
15,7,1,-1,-1,-1,-1,6,1,4,4,-1,7,6,9,7,-1,-1,-1,-1,-1,-1,7,6,7
16,4,3,3,-1,2,2,2,-1,5,3,4,3,2,5,1,8,10,2,9,6,11,5,8,8
17,3,4,2,-1,-1,-1,2,3,2,2,7,4,5,3,4,9,8,5,4,5,7,8,10,9
18,4,7,5,-1,3,6,6,2,2,4,5,4,-1,-1,7,3,3,3,7,8,5,4,8,7
19,8,7,2,-1,-1,-1,-1,1,3,3,-1,-1,-1,-1,11,9,5,4,8,7,5,8,5,9
20,6,3,4,5,2,2,-1,5,7,2,1,-1,-1,-1,8,11,8,5,8,11,9,10,4,5
21,6,6,5,-1,6,2,5,1,4,6,5,14,8,7,7,17,5,6,8,8,13,6,9,8
22,2,1,5,3,5,6,5,2,3,5,4,9,9,17,18,6,9,8,8,6,6,7,4,3
23,5,6,6,-1,-1,9,2,2,6,2,-1,-1,8,12,14,12,5,7,2,6,6,7,7,3
24,10,3,5,3,1,2,5,4,-1,6,9,-1,5,15,25,14,15,10,9,8,15,13,7,4
25,10,3,2,8,7,1,9,3,8,-1,3,4,7,-1,24,16,9,8,6,6,12,15,11,8
26,11,9,5,5,7,1,4,3,8,5,1,12,10,21,35,19,14,16,11,13,13,16,17,8
27,11,5,6,7,2,4,5,2,3,8,7,9,20,32,23,31,20,12,18,10,10,20,17,14
28,10,10,8,5,4,9,3,6,4,5,6,8,24,25,18,43,23,19,17,25,15,10,9,12
29,-1,-1,-1,3,4,4,-1,-1,-1,-1,3,7,10,20,33,21,16,18,13,11,19,17,15,6
30,16,11,2,3,2,-1,-1,-1,-1,1,2,6,15,20,19,34,30,16,13,13,15,12,10,10
31,4,4,1,1,-1,2,3,2,4,6,4,11,5,21,19,27,22,18,13,16,11,15,9,7
