Jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,65,61,42,71,39,31,36,22,17,5,9,15,46,35,70,48,74,76,100,85,92,69,74,69
2,32,31,-1,34,22,34,24,19,12,13,16,34,23,40,55,62,80,88,100,91,102,82,70,39
3,30,14,41,38,48,35,45,21,19,11,20,34,33,50,59,58,79,81,73,89,88,54,73,66
4,18,23,39,38,43,33,24,22,13,20,13,28,38,51,47,41,41,68,84,93,92,81,66,36
5,35,26,20,18,21,15,9,15,21,12,15,25,27,51,61,51,67,56,69,69,87,83,68,34
6,51,36,41,40,38,39,42,18,19,17,10,33,30,58,51,63,64,63,85,78,77,68,68,61
7,43,-1,-1,23,26,27,19,18,19,11,16,25,41,51,67,77,53,78,85,67,81,65,59,64
8,39,34,37,23,36,26,25,8,14,18,17,-1,-1,44,59,56,73,79,64,68,75,76,44,45
9,51,28,31,20,24,26,26,14,12,14,13,19,26,45,61,73,69,61,72,86,43,63,53,40
10,53,45,27,41,34,24,23,16,26,22,19,22,40,47,72,47,50,51,74,61,65,53,54,59
11,36,32,-1,-1,-1,-1,-1,43,27,16,27,20,23,64,40,79,69,79,67,72,68,54,55,44
12,47,33,24,33,26,23,21,26,20,18,19,29,34,57,45,56,83,72,74,48,59,42,38,50
13,43,38,35,37,42,29,21,23,17,17,22,27,49,71,66,69,64,62,54,63,47,38,39,60
14,47,42,37,31,42,20,21,25,19,10,18,32,42,58,56,77,66,62,56,92,-1,48,46,45
15,47,25,38,-1,21,29,29,-1,-1,-1,22,39,41,35,72,75,67,61,72,73,66,72,60,61
16,52,40,35,18,27,29,20,17,-1,14,17,22,34,35,45,74,68,73,61,61,81,49,73,56
17,42,-1,-1,32,29,18,23,11,21,22,19,29,29,34,48,59,62,77,84,81,97,66,66,48
18,33,29,36,28,29,41,15,23,21,17,23,35,32,65,74,34,97,78,79,95,61,58,37,42
19,48,46,35,30,22,19,19,21,20,13,13,29,26,43,42,56,67,79,70,57,65,73,54,43
20,36,39,27,31,36,45,21,21,20,14,25,26,36,65,61,64,82,91,87,71,77,61,49,48
21,47,95,32,51,23,-1,19,16,17,17,10,22,47,61,75,75,58,86,75,96,76,45,57,57
22,53,42,27,35,27,19,32,22,17,20,21,41,50,79,68,8,95,102,100,92,69,71,60,53
23,28,35,33,22,17,14,19,19,14,18,21,30,40,57,86,63,69,84,95,64,87,70,57,37
24,52,47,64,39,47,62,41,26,18,17,15,36,39,46,83,62,92,108,93,116,102,85,52,70
25,41,41,32,21,29,26,36,34,34,17,39,29,45,67,100,1,110,134,102,108,91,76,59,64
26,59,29,31,28,30,30,26,21,22,26,25,34,41,99,111,21,126,136,104,106,85,77,46,67
27,73,50,42,41,31,28,36,30,20,8,15,20,64,111,101,96,102,124,131,107,109,84,82,73
28,46,40,42,44,27,27,28,26,25,14,15,18,44,97,127,50,155,134,118,121,94,48,55,50
29,-1,-1,-1,35,36,22,29,24,21,19,15,33,75,124,149,66,161,145,143,156,112,87,54,60
30,52,28,35,36,37,31,29,36,24,24,24,27,57,96,136,46,167,220,204,191,143,118,97,63
31,58,37,35,27,39,-1,-1,40,22,7,13,22,37,71,105,65,-1,201,210,178,126,108,80,102
