Jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,6,4,1,4,4,2,1,3,3,-1,2,1,6,7,13,5,6,10,7,8,11,7,3,9
2,5,5,3,2,-1,3,4,2,2,-1,4,2,2,9,7,5,5,11,7,9,13,7,15,6
3,5,2,2,5,3,2,1,3,1,-1,3,-1,5,4,11,8,6,9,13,6,9,6,10,4
4,-1,2,-1,4,5,2,6,1,2,6,1,3,7,7,9,10,3,8,6,8,13,7,5,4
5,4,8,5,2,4,-1,5,2,1,3,1,5,5,6,10,6,9,5,12,6,6,10,5,6
6,6,3,2,3,-1,6,5,3,4,3,3,4,3,13,13,8,12,9,11,21,12,8,6,6
7,5,-1,-1,2,1,1,2,2,-1,2,1,5,7,8,7,6,10,11,11,13,14,12,7,10
8,8,5,5,4,2,5,-1,-1,2,1,1,5,5,6,8,10,15,18,19,15,23,12,8,6
9,7,3,9,-1,-1,7,3,1,5,-1,5,7,3,11,19,10,10,13,10,18,10,10,6,6
10,10,5,3,7,5,4,4,5,2,2,2,2,5,3,11,13,14,9,11,10,11,17,19,10
11,5,6,-1,-1,-1,3,1,4,2,1,1,4,3,3,5,10,9,12,10,12,7,8,7,3
12,3,1,2,5,6,3,3,4,-1,2,4,5,5,9,8,6,10,7,6,12,8,5,3,-1,-1
13,4,6,1,1,3,-1,5,1,3,3,3,5,8,6,10,8,7,10,10,10,4,6,8,3
14,4,3,3,4,5,1,-1,3,5,2,2,5,7,9,6,6,11,12,8,10,10,6,10,8
15,6,2,-1,2,1,3,5,1,3,2,1,8,5,4,7,8,9,13,10,15,9,10,11,8
16,4,6,4,5,5,4,1,1,6,1,10,11,17,12,14,9,15,12,10,7,15,5,11,7
17,6,7,6,2,3,2,6,2,6,1,7,5,7,8,9,11,15,13,22,4,16,14,8,13
18,3,3,9,5,4,8,4,3,2,2,4,4,5,14,23,6,7,15,12,20,11,7,9,7
19,3,6,3,4,5,2,2,5,5,1,4,7,12,15,12,16,14,14,11,13,13,11,12,6
20,3,3,1,5,2,4,5,6,2,-1,6,7,6,11,10,15,18,11,20,6,16,6,17,6
21,3,3,3,1,3,-1,2,-1,4,2,2,4,3,5,8,10,17,10,10,15,11,11,13,11
22,7,2,1,2,8,4,2,5,2,-1,5,7,10,15,15,10,13,17,14,10,13,8,6,4
23,10,1,2,4,2,4,3,1,7,3,3,5,8,26,30,23,22,15,30,19,11,13,9,8
24,6,6,4,2,4,6,5,2,-1,2,1,1,8,9,23,29,18,19,21,26,17,13,9,7
25,10,4,3,2,5,2,6,4,10,3,9,5,18,29,30,20,29,26,23,23,23,12,7,10
26,17,6,4,8,7,4,4,7,3,1,10,14,7,36,42,26,41,34,37,36,23,21,15,17
27,13,5,5,8,2,3,6,4,4,-1,2,6,21,22,32,47,38,47,38,33,27,18,8,11
28,4,6,7,8,8,3,8,5,3,3,7,7,13,33,44,46,34,45,38,37,28,14,6,10
29,-1,-1,-1,15,9,25,10,10,4,3,6,18,31,49,37,55,53,64,58,57,38,28,19,14
30,13,6,9,7,4,6,4,2,4,5,4,8,23,36,50,46,43,63,45,45,37,22,14,13
31,8,5,3,5,3,7,4,8,7,4,3,4,11,21,24,46,48,54,57,47,28,26,15,20
