Jul,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,172,190,201,191,195,220,224,190,183,174,126,162,142,144,119,85,100,83,93,199,100,132,149,163
2,227,213,208,228,226,247,243,246,197,220,175,171,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,-1,-1,-1,-1,-1,-1,-1,211,203,143,166,138,124,98,90,99,78,83,85,-1,-1,132,167,183
5,208,211,206,190,184,210,213,211,158,147,225,118,130,98,77,63,75,-1,-1,-1,99,140,151,189
6,200,197,197,240,205,221,203,232,234,212,341,115,130,109,84,58,86,67,68,76,134,155,160,164
7,213,234,233,241,192,217,195,212,184,184,165,143,108,-1,-1,84,78,75,89,102,81,138,182,189
8,227,193,196,210,198,181,215,239,167,190,-1,-1,-1,-1,-1,-1,-1,83,87,90,151,167,158,201
9,223,238,231,197,221,216,218,227,126,185,155,125,114,-1,-1,104,-1,-1,-1,-1,-1,172,156,205
10,236,223,-1,-1,-1,-1,339,-1,185,185,183,145,106,82,68,95,-1,-1,91,136,158,176,187,202
11,227,260,283,300,238,218,183,220,160,245,140,-1,99,123,102,72,-1,-1,-1,98,123,156,169,214
12,246,220,208,222,230,219,188,196,145,158,140,130,116,95,90,104,39,80,75,88,135,159,146,173
13,182,183,210,206,195,186,181,184,153,169,128,106,107,97,72,64,100,75,95,89,100,131,164,205
14,216,222,207,191,216,192,209,228,170,171,170,144,124,115,82,69,74,80,-1,-1,112,152,172,212
15,213,161,207,212,194,183,193,180,140,153,141,115,89,84,86,66,84,87,83,97,98,139,181,212
16,237,227,201,204,181,194,168,219,144,131,106,75,99,106,66,75,-1,78,94,113,121,143,151,195
17,224,222,233,206,181,164,193,173,127,147,134,97,98,87,96,89,78,82,61,99,111,144,163,157
18,199,215,206,198,180,178,144,138,129,113,154,-1,130,86,70,80,85,82,74,107,133,174,193,243
19,249,221,197,197,182,201,159,187,140,182,140,139,108,125,84,95,78,105,94,88,113,133,161,206
20,239,243,201,200,220,197,195,192,148,130,135,129,-1,-1,-1,-1,96,93,110,107,75,87,105,37
21,-1,-1,-1,-1,-1,-1,198,181,166,176,133,139,119,-1,-1,-1,-1,-1,98,-1,134,147,170,228
22,273,213,236,218,214,164,194,232,136,140,127,98,118,120,77,84,74,93,87,115,94,113,190,206
23,259,242,218,204,221,196,151,145,156,151,170,154,137,119,98,84,99,94,102,103,137,177,209,240
24,276,283,210,260,224,185,194,169,164,169,184,109,135,-1,103,100,70,80,79,91,116,133,183,252
25,271,275,281,244,235,183,157,129,121,134,140,123,89,47,87,60,91,63,70,-1,-1,172,202,223
26,236,280,262,250,223,199,169,199,152,192,-1,139,110,-1,96,87,97,93,72,96,121,163,199,246
27,275,264,266,286,299,218,169,162,159,158,115,127,121,116,-1,-1,-1,82,116,89,105,150,226,251
28,270,299,273,281,242,196,169,194,180,147,120,120,93,101,76,73,74,73,70,76,115,159,184,278
29,277,225,262,301,261,211,189,175,-1,-1,131,113,115,114,75,74,81,87,92,90,98,171,227,247
30,283,263,283,261,236,207,134,153,185,184,157,149,-1,-1,-1,98,96,108,139,115,139,193,258,305
31,347,353,347,303,270,298,257,268,170,257,190,142,152,-1,-1,85,99,102,96,121,153,188,260,304
