Aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,56,72,84,155,192,195,197,131,131,157,-1,-1,-1,118,91,88,63,56,69,97,15,33,19,44
2,76,135,155,166,191,198,150,141,210,117,138,119,90,106,91,69,46,73,91,41,40,30,20,28
3,81,114,173,168,145,186,136,141,106,176,141,116,172,78,73,66,67,36,42,54,38,30,23,48
4,59,53,119,175,152,177,143,132,118,129,156,157,227,79,67,66,54,48,29,23,32,42,21,30
5,78,118,100,153,144,154,131,96,110,157,130,99,123,121,118,-1,-1,-1,-1,-1,41,41,20,42
6,64,108,113,104,117,151,143,141,128,162,153,135,65,124,77,62,51,35,40,41,81,75,67,33
7,88,106,118,119,144,135,118,133,187,141,-1,-1,-1,-1,-1,50,38,33,34,24,41,48,81,59
8,61,57,54,56,95,93,109,144,-1,144,126,212,163,120,56,54,53,49,25,-1,40,43,81,53
9,80,64,83,63,192,170,178,-1,-1,-1,-1,87,-1,89,74,-1,-1,-1,-1,-1,-1,51,76,61
10,89,164,170,143,162,172,178,157,147,85,116,69,109,52,51,50,42,57,37,21,18,22,52,84
11,106,57,99,102,208,216,130,125,-1,-1,70,-1,55,47,40,41,31,51,-1,-1,61,26,66,45
12,88,105,176,154,223,196,214,108,166,154,142,128,129,105,102,72,54,36,39,35,52,62,205,328
13,354,426,373,393,395,360,351,358,346,339,341,242,252,125,86,63,54,53,34,54,39,18,86,52
14,72,125,126,125,202,201,241,153,245,170,166,128,130,99,100,71,79,190,87,67,46,25,33,42
15,40,86,106,121,161,143,114,144,108,121,-1,-1,-1,74,52,-1,-1,-1,80,-1,-1,-1,-1,122
16,79,129,161,172,160,138,126,102,131,138,-1,-1,-1,-1,-1,-1,-1,35,27,43,23,33,20,27
17,109,83,114,112,110,99,102,98,70,-1,-1,-1,-1,-1,-1,-1,-1,39,26,28,19,20,31,53
18,41,108,132,117,120,122,106,109,131,127,102,88,73,54,57,49,22,29,24,34,160,121,64,165
19,107,96,112,83,80,130,101,88,182,123,66,66,86,72,53,54,32,27,39,18,26,25,60,53
20,56,75,72,124,154,168,-1,102,-1,92,117,60,3,14,57,33,20,11,32,52,38,314,267,287
21,-1,-1,-1,-1,-1,-1,-1,-1,60,73,86,81,52,62,41,59,29,23,28,24,15,14,32,27
22,42,46,43,66,69,90,70,85,110,110,74,56,64,62,64,54,38,46,21,25,7,32,46,41
23,67,83,81,125,119,81,48,42,69,88,82,54,50,62,59,56,48,53,-1,67,-1,-1,38,52
24,67,86,76,74,83,67,66,59,37,57,74,48,36,37,33,46,34,23,12,16,11,20,33,48
25,37,40,53,63,64,66,46,40,43,50,40,44,55,39,30,29,33,40,11,15,8,15,10,20
26,20,26,27,51,51,53,32,47,47,45,51,37,40,40,53,43,36,19,5,13,8,19,20,31
27,35,40,51,59,62,68,53,62,68,40,60,43,16,33,36,43,35,27,18,15,9,17,16,22
28,31,46,35,64,72,73,57,70,45,67,86,39,41,53,44,38,37,21,22,24,18,15,25,26
29,36,63,67,103,64,65,38,45,60,79,70,50,57,43,49,51,36,29,13,13,25,21,30,54
30,36,30,29,54,48,39,34,38,56,53,56,46,50,41,66,67,59,50,39,27,13,19,25,51
31,44,42,51,46,50,59,51,79,119,118,93,71,80,52,78,64,61,35,31,12,13,19,44,65
