Aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,22,14,28,12,14,9,16,13,11,4,5,15,23,37,55,54,35,68,49,39,48,41,28,17
2,25,29,15,11,15,12,11,7,9,7,5,14,24,25,48,56,90,71,54,41,54,39,35,12
3,16,18,13,19,16,9,16,7,14,3,3,13,29,30,47,54,55,61,40,22,28,32,31,22
4,25,12,16,22,9,11,8,-1,-1,-1,-1,-1,-1,-1,-1,52,59,52,44,46,57,40,30,22
5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,-1,15,11,15,11,-1,4,9,8,6,12,14,18,30,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,23,17,12,18,14,12,6,12,4,9,4,19,25,35,55,47,55,57,48,51,47,40,40,29
8,26,19,20,21,17,14,17,8,16,18,10,12,25,27,35,59,65,54,42,42,43,45,44,34
9,41,28,24,19,16,25,11,9,17,18,12,15,18,21,41,47,61,61,49,44,41,49,44,25
10,28,21,16,19,19,17,18,12,10,15,13,24,28,23,36,44,59,67,66,43,67,60,37,36
11,51,31,-1,26,20,13,19,22,10,13,7,18,21,36,35,40,34,34,26,28,24,44,51,46
12,-1,-1,23,18,27,29,12,9,10,10,3,13,27,23,24,38,51,42,63,47,65,58,53,34
13,42,36,23,30,19,22,12,12,9,5,6,20,14,27,47,45,83,95,77,91,82,105,82,72
14,32,20,29,-1,22,19,16,11,9,14,4,-1,18,26,44,40,32,73,73,71,77,50,41,29
15,30,19,16,18,21,8,10,12,11,2,-1,6,15,27,37,47,46,64,53,78,67,55,73,52
16,22,21,17,13,15,15,8,6,6,5,-1,7,11,20,19,43,45,63,48,53,46,43,54,31
17,20,15,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,16,16,39,24,19,19,7,6,12
18,21,23,16,17,17,15,14,18,5,6,5,5,12,21,24,-1,-1,-1,-1,-1,-1,-1,-1,17
19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,42,29,42,40,32,26,36,24,-1,-1
20,10,17,23,16,7,-1,-1,-1,-1,-1,3,6,-1,9,8,-1,-1,-1,-1,-1,-1,-1,9,13
21,25,22,17,13,19,17,10,15,8,9,11,6,9,10,13,17,17,19,11,7,8,18,24,22
22,14,10,25,16,15,12,11,8,11,3,4,8,11,12,11,16,26,15,15,6,11,21,27,17
23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,15,16,16,4,-1,-1,-1,-1,-1
24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
26,32,-1,18,15,19,18,15,12,7,9,11,3,6,24,16,19,22,30,23,16,12,17,20,18
27,28,17,19,18,15,15,9,9,4,11,4,5,11,9,14,28,38,45,24,29,19,24,21,17
28,12,18,15,19,15,19,15,12,8,2,6,5,8,12,15,16,13,14,23,18,10,14,11,19
29,21,21,14,23,20,14,10,9,3,8,3,6,14,7,21,33,27,29,39,34,34,34,22,18
30,24,18,20,20,17,16,10,14,10,10,10,15,6,8,10,28,35,32,28,28,36,26,17,26
31,24,20,30,34,27,11,8,11,3,3,2,12,12,13,29,28,35,37,46,26,26,17,23,21
