Aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
1,40,176,103,7,9,16,27,24,5,21,49,57,107,152,71,29,24,70,19,5,4,7,13,17
2,1,14,9,14,2,7,4,19,58,26,3,12,42,42,31,4,11,3,3,6,11,9,11,4
3,3,6,6,6,4,34,17,8,17,8,8,3,24,7,8,1,6,7,24,24,4,11,61,22
4,19,38,17,36,25,-1,46,59,25,104,108,19,72,4,29,9,7,24,17,8,7,25,26,14
5,10,66,91,5,11,13,17,13,8,22,99,12,27,40,76,2,5,6,4,2,7,8,17,48
6,16,26,118,111,11,23,55,96,41,80,188,174,146,5,25,29,18,3,9,3,7,13,90,140
7,100,18,69,82,43,93,104,91,43,12,84,48,103,141,65,1,2,2,2,1,3,9,1,31
8,9,33,46,8,1,46,89,66,19,20,5,4,2,4,33,1,-1,2,17,3,2,-1,3,3
9,2,3,15,4,7,48,41,25,39,66,45,5,6,30,19,2,-1,2,13,22,5,13,9,4
10,7,5,6,16,3,24,21,67,22,41,7,28,31,4,16,-1,6,1,1,1,5,4,3,10
11,9,11,8,64,22,37,46,12,31,7,16,21,32,52,147,16,24,5,12,2,11,8,25,25
12,33,16,43,3,5,9,1,1,-1,1,3,3,2,1,5,13,2,2,10,3,3,10,9,8
13,1,6,23,6,6,4,9,1,54,83,100,73,12,31,5,4,7,1,13,5,6,5,5,12
14,5,10,19,6,19,41,66,27,27,12,15,5,18,2,7,7,10,1,12,1,3,1,4,19
15,-1,17,46,10,1,17,13,14,8,26,43,4,2,146,44,7,14,6,5,3,6,13,20,16
16,5,15,31,16,8,14,8,1,10,19,-1,82,164,58,10,-1,14,11,5,5,4,3,8,1
17,7,2,19,24,17,39,93,27,2,90,207,23,21,65,5,4,26,1,4,15,12,-1,-1,-1,-1
18,-1,12,12,36,68,72,66,103,98,113,104,31,55,51,8,6,102,5,10,2,12,4,8,26
19,28,68,115,6,18,56,70,44,46,62,104,5,51,71,60,8,8,10,39,15,2,17,7,14
20,26,31,160,16,2,2,16,17,37,63,25,14,49,61,59,13,22,62,91,33,14,6,14,27
21,-1,-1,-1,11,6,24,8,24,1,17,47,39,1,10,54,34,17,31,11,16,7,19,35,20
22,2,17,18,-1,-1,3,2,1,2,1,15,1,-1,-1,12,12,44,57,56,9,2,2,1,38
23,3,14,40,20,15,38,-1,8,5,5,-1,-1,-1,3,1,4,13,1,1,3,-1,2,1,-1,-1
24,1,-1,16,2,3,20,14,19,15,53,13,2,13,62,29,24,13,2,4,57,36,4,23,7
25,28,7,-1,-1,-1,3,39,30,-1,-1,87,24,67,171,83,9,3,14,4,10,5,14,22,5
26,1,8,75,7,14,39,22,-1,-1,-1,119,27,8,64,86,104,107,24,8,3,1,11,8,24
27,8,19,62,99,60,99,48,75,59,67,247,95,120,12,10,18,12,21,4,5,6,5,6,4
28,4,18,14,1,23,53,29,60,46,70,164,124,137,98,11,6,10,98,7,-1,1,2,20,93
29,101,21,18,26,23,6,-1,2,5,5,92,120,93,126,76,42,85,10,11,2,2,-1,1,-1,-1
30,2,10,106,43,12,9,19,5,2,13,2,44,37,60,3,1,4,-1,6,1,1,2,1,3
31,-1,-1,-1,-1,15,56,40,53,72,67,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
