feb, 00h, 01h, 02h, 03h, 04h, 05h, 06h, 07h, 08h, 09h, 10h, 11h, 12h, 13h, 14h, 15h, 16h, 17h, 18h, 19h, 20h, 21h, 22h, 23h
 01,1,1,1,1,3,1,3,2,nan,6,3,6,5,1,3,7,9,7,9,5,3,12,3,2
 02,nan,2,3,2,2,2,3,3,7,1,3,5,3,9,9,7,5,5,3,8,3,3,1,5
 03,nan,nan,2,1,5,4,3,5,1,3,4,3,4,5,6,4,5,9,2,nan,4,2,1,1
 04,3,2,nan,1,1,3,nan,1,3,3,3,6,5,5,4,5,8,9,11,4,3,3,2,nan,nan
 05,1,nan,3,1,1,nan,1,2,1,1,7,3,4,5,4,7,3,4,3,3,nan,3,nan,2
 06,1,2,1,nan,1,nan,1,nan,nan,nan,3,1,1,1,3,3,4,3,5,nan,nan,1,1,1
 07,1,nan,nan,1,3,1,1,nan,nan,nan,nan,2,nan,4,6,2,2,7,2,2,1,3,2,nan,nan
 08,1,nan,nan,3,nan,8,nan,2,1,5,1,5,1,2,1,2,1,1,3,2,2,1,1,nan,nan
 09,nan,nan,2,1,2,1,nan,nan,2,nan,nan,2,nan,1,2,8,4,8,8,2,4,1,1,1
 10,1,nan,2,1,3,nan,1,3,4,2,4,nan,2,4,5,6,5,6,4,3,1,1,nan,1
 11,nan,nan,2,1,1,4,nan,1,5,nan,nan,3,2,2,7,3,3,6,7,2,2,nan,2,1
 12,2,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,2,1,1,2,1,nan,1,1,1,1,nan,nan,nan,nan
 13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
 14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
 15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
 16,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
 17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
 18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
 19,nan,nan,nan,nan,nan,nan,1,1,nan,9,3,1,nan,nan,nan,1,1,nan,nan,1,1,2,1,1
 20,1,1,1,3,2,nan,2,1,nan,nan,1,nan,nan,nan,nan,nan,1,1,1,nan,nan,3,2,nan,nan
 21,nan,3,2,1,4,nan,2,1,nan,nan,1,nan,1,nan,nan,2,1,2,nan,3,nan,2,6,1
 22,3,1,nan,nan,4,6,5,2,3,2,1,2,2,2,nan,nan,nan,1,nan,1,nan,nan,2,1
 23,1,1,1,1,3,1,3,2,nan,6,3,6,5,1,3,7,9,7,9,5,3,12,3,2
 24,2,1,nan,nan,2,1,nan,nan,nan,1,2,1,1,nan,1,nan,3,2,nan,2,2,2,2,2
 25,3,5,10,6,8,5,8,6,nan,1,1,2,1,1,nan,2,nan,5,3,1,1,4,2,4
 26,3,9,4,8,3,9,2,7,6,2,1,2,nan,1,4,5,6,3,2,4,nan,1,5,6
 27,4,5,6,4,6,3,6,2,1,2,nan,nan,nan,2,nan,4,3,3,4,2,2,3,4,nan,nan
 28,3,5,8,3,6,1,5,3,1,3,2,3,2,1,2,2,1,2,3,1,4,1,nan,1
 29,6,7,3,4,7,9,3,2,3,3,1,2,2,3,1,4,nan,2,1,nan,2,1,6,3
 30,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
 31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
