dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0
03,0,0,0,0,0,0,0,0,0,-1,45,73,90,28,34,36,36,32,40,44,56,45,39,32
04,12,0,0,0,0,0,0,20,41,48,43,151,33,27,19,19,31,29,51,47,44,61,50,68
05,30,55,79,78,40,64,66,44,51,59,38,35,42,30,28,32,18,29,34,25,45,45,68,58
06,41,42,69,56,76,32,32,32,42,38,41,26,21,32,21,27,32,18,24,48,34,55,52,37
07,60,60,54,54,53,39,43,28,28,41,49,30,37,32,27,24,30,28,43,53,53,57,84,72
08,54,63,57,83,71,61,52,53,48,45,54,30,26,29,24,12,22,27,47,50,58,87,74,79
09,72,85,91,66,70,45,52,56,66,49,34,49,40,32,25,24,15,32,33,69,65,80,88,95
10,77,49,80,70,95,70,52,70,93,65,64,44,36,26,45,22,30,35,42,66,63,86,76,84
11,110,113,52,64,60,58,57,52,55,63,54,31,25,32,32,18,30,33,57,80,111,107,160,90
12,65,40,52,50,89,78,99,68,68,60,38,36,32,22,91,21,26,49,76,131,148,185,213,250
13,155,278,220,214,183,150,167,103,99,81,37,47,40,40,39,25,35,69,98,181,194,253,249,274
14,268,315,265,214,216,214,170,126,134,74,89,34,33,46,170,374,26,32,65,91,85,76,89,73
15,33,92,86,85,70,45,50,43,76,35,46,44,36,29,13,31,22,24,29,38,49,46,45,58
16,62,79,51,62,37,49,41,30,42,37,42,34,34,26,19,21,19,24,36,40,43,38,56,56
17,57,74,58,66,52,52,43,53,47,44,49,61,42,38,48,42,31,33,40,38,38,36,48,43
18,43,31,28,53,56,51,41,44,47,40,57,136,35,27,20,22,20,19,22,21,39,33,42,40
19,39,31,39,33,58,47,44,31,35,30,41,41,35,25,29,23,18,17,25,22,34,36,24,37
20,48,41,45,40,38,35,43,31,61,34,48,33,23,34,23,21,18,24,20,22,26,42,36,31
21,32,45,46,50,40,49,61,35,58,64,47,45,35,45,18,22,19,-1,-1,-1,-1,8,30,40
22,30,29,42,30,50,45,58,33,58,145,108,85,75,79,34,54,59,27,41,32,27,38,51,54
23,23,39,44,54,60,51,57,43,41,47,48,35,38,28,21,22,15,19,20,26,18,48,41,42
24,42,42,35,47,32,48,34,24,39,43,38,42,29,36,37,22,29,17,17,30,34,54,47,61
25,45,46,40,45,34,41,21,50,27,33,39,46,37,25,20,16,16,16,9,17,27,43,39,46
26,30,23,28,18,24,32,50,32,29,40,54,31,30,17,20,20,19,17,10,20,25,27,27,38
27,31,41,67,48,34,63,52,47,34,27,41,33,21,31,21,9,13,17,32,18,37,30,43,31
28,45,57,41,83,62,46,37,39,47,44,117,208,45,39,28,40,14,19,20,21,28,31,27,29
29,26,24,28,50,40,43,40,20,40,77,43,160,46,23,35,23,11,24,28,20,38,42,58,50
30,49,71,49,32,70,59,54,36,45,52,53,54,39,34,33,27,4,18,23,18,32,46,41,31
31,43,42,44,29,58,35,43,28,43,34,31,277,36,25,30,10,17,27,14,27,19,27,26,-1,-1
