dec,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,84,80,96,85,60,76,131,191,156,151,129,84,160,148,39,10,4,27,106,143,152,183,153,146
02,186,182,123,90,14,32,104,176,130,114,66,35,66,53,78,16,42,31,105,100,135,218,199,217
03,110,127,130,16,23,13,15,15,21,15,27,11,13,13,26,19,8,15,20,20,25,13,25,10
04,23,50,43,68,103,142,128,181,154,124,151,118,127,139,125,113,188,73,15,11,6,15,51,46
05,104,168,221,188,169,194,216,208,203,210,211,148,25,18,3,22,22,20,148,189,176,175,163,167
06,204,184,220,156,38,99,68,84,123,91,76,67,83,65,54,65,20,4,41,94,66,81,80,205
07,205,192,181,150,55,144,188,199,202,206,223,195,215,144,76,33,45,28,159,174,116,121,135,166
08,141,137,152,117,76,114,131,111,158,152,140,108,146,92,26,12,10,13,94,103,105,121,95,103
09,76,96,114,83,16,48,26,101,69,150,90,30,4,4,29,28,21,37,107,141,146,122,98,100
10,81,66,85,7,26,10,153,124,139,66,70,60,78,69,10,24,17,11,42,6,11,48,6,40
11,29,35,45,68,113,143,147,138,143,206,199,151,214,85,32,65,18,99,57,72,36,24,27,62
12,46,109,141,128,180,175,120,130,112,7,10,7,8,0,2,3,0,15,57,48,72,49,44,58
13,75,45,53,43,16,60,132,92,60,97,64,39,56,63,63,79,19,7,62,68,52,58,69,83
14,77,41,44,30,29,26,76,119,93,81,59,48,48,6,7,10,21,25,36,92,106,118,89,116
15,105,103,86,84,20,53,88,186,142,100,109,65,65,61,55,60,34,112,76,59,27,29,40,60
16,70,103,83,51,31,53,55,28,11,8,45,16,47,30,12,13,5,11,76,71,107,185,185,163
17,78,67,30,23,32,27,59,132,168,92,48,54,47,17,11,7,18,12,19,24,25,100,54,99
18,76,44,70,80,68,77,82,73,70,46,59,35,9,6,7,9,51,14,19,56,156,90,124,176
19,182,198,133,159,171,209,213,192,181,164,169,154,168,143,119,87,50,1,2,5,5,5,13,7
20,7,6,7,11,0,8,88,126,115,127,143,171,105,125,135,36,10,72,134,124,175,129,136,121
21,96,116,195,188,229,110,39,67,183,172,142,139,167,156,143,116,201,122,58,153,184,165,107,105
22,104,157,78,90,39,3,9,44,102,138,80,42,66,16,3,3,11,69,53,157,218,200,210,215
23,231,227,207,206,185,234,220,214,195,120,145,60,91,145,8,9,41,82,27,10,31,28,22,136
24,160,159,246,93,104,159,199,188,153,107,85,27,11,0,1,0,3,22,10,9,1,1,1,46
25,113,175,81,67,75,46,66,36,45,29,17,20,11,9,3,1,15,1,1,19,23,33,70,24
26,14,3,40,112,67,78,81,143,149,82,81,11,4,6,0,0,23,4,21,40,70,123,77,83
27,101,42,61,53,52,55,96,89,86,71,43,15,14,21,5,6,8,19,10,9,44,48,74,121
28,225,245,203,140,114,114,98,114,131,93,68,45,167,149,31,8,37,109,53,5,43,152,159,206
29,174,182,140,58,104,150,224,162,76,85,112,155,78,25,25,20,15,38,13,6,13,4,1,11
30,16,21,37,51,88,112,111,59,65,42,45,21,23,15,36,23,114,115,56,129,93,134,125,106
31,25,24,45,74,111,109,137,123,176,109,147,96,34,16,4,39,26,8,7,14,12,29,52,27
