oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,24,11,21,9,14,10,11,4,1,6,5,7,3,9,9,7,13,5,17,16,17,21,20,17,""
02,19,11,12,18,12,14,4,2,8,8,7,5,8,4,6,8,10,9,17,10,19,25,21,18,""
03,12,15,14,12,8,5,5,4,1,4,3,7,12,8,10,12,8,10,16,8,19,13,27,19,""
04,12,24,25,13,16,11,7,6,6,7,6,18,11,8,7,8,11,15,24,10,10,28,12,13,""
05,13,15,9,11,8,8,10,6,5,2,8,7,8,13,10,7,17,10,21,19,18,14,26,21,""
06,9,7,9,6,8,6,8,4,5,1,6,6,12,10,6,7,15,13,11,17,19,19,18,14,""
07,9,12,7,9,6,6,6,7,3,4,2,10,9,9,6,6,11,15,15,16,12,12,22,15,""
08,9,20,10,9,5,6,7,5,2,5,4,7,7,9,3,5,15,14,14,19,13,11,8,13,""
09,14,13,8,15,10,3,7,1,7,14,9,9,9,7,9,14,16,15,14,16,11,22,15,12,""
10,9,18,8,4,7,6,8,6,3,6,2,10,5,10,8,7,11,15,18,12,12,15,15,9,""
11,13,12,12,10,10,9,-1,4,2,4,5,9,10,6,13,10,10,18,17,11,8,19,19,16,""
12,5,6,3,6,9,5,7,4,6,8,6,2,17,10,8,9,12,14,16,25,18,17,16,16,""
13,14,12,13,16,7,8,6,2,-1,11,4,8,14,12,16,13,20,23,21,18,22,19,9,23,""
14,22,16,7,9,5,9,5,4,8,3,4,10,14,11,24,9,13,24,27,16,27,20,15,14,""
15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,""
16,7,20,9,10,12,9,5,4,3,9,12,11,23,17,16,12,16,16,19,18,21,19,21,19,""
17,14,13,11,5,7,5,10,5,12,11,5,20,19,14,19,13,17,20,28,25,20,30,14,27,""
18,10,6,8,5,3,3,3,4,2,9,8,14,11,15,16,12,20,21,17,17,17,27,17,16,""
19,13,26,8,11,7,5,5,7,3,6,8,13,12,14,20,19,14,19,13,17,18,22,16,19,""
20,19,10,17,9,11,8,3,6,2,9,8,8,7,10,7,13,17,24,13,15,20,17,19,16,""
21,16,10,11,7,8,10,10,5,6,6,9,6,15,13,7,11,23,24,20,14,19,23,22,27,""
22,20,16,9,16,12,9,12,4,4,8,6,9,16,15,16,16,23,19,16,17,23,19,4,22,""
23,18,6,8,14,12,8,9,10,3,8,9,9,13,10,10,9,19,24,19,17,25,30,19,21,""
24,16,3,11,28,14,6,13,5,1,6,10,13,12,19,6,15,11,16,16,16,20,18,16,21,""
25,20,19,8,11,3,7,7,4,5,8,9,11,5,11,16,14,10,18,17,21,12,24,14,15,""
26,18,14,19,9,11,9,11,3,9,11,8,12,17,13,11,6,13,26,18,19,13,14,17,20,""
27,24,20,7,12,17,6,9,6,8,6,5,9,18,11,14,9,20,23,24,24,26,18,20,22,""
28,15,19,12,16,14,8,14,7,7,4,12,15,5,16,12,7,14,22,21,20,27,17,23,16,""
29,29,18,29,17,14,15,8,12,6,7,9,13,6,13,18,13,21,22,12,25,23,27,23,14,""
30,15,13,12,11,7,8,8,7,7,6,4,11,8,15,10,19,14,19,22,18,16,23,22,20,""
31,14,15,11,10,15,13,8,6,4,2,9,10,10,14,7,9,16,19,17,23,23,31,15,2,""
[E]z,"n`df}f'a{fIndh`e'jfd"
