oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,48,42,45,48,""
02,61,39,56,42,56,75,67,89,70,77,68,55,36,35,2,-1,45,62,38,31,30,47,54,47,""
03,51,42,46,55,48,73,80,107,102,89,66,55,32,32,36,28,31,58,48,42,42,46,43,45,""
04,54,45,48,53,54,81,78,73,91,69,64,50,28,32,26,12,19,19,20,29,32,54,58,54,""
05,52,54,42,52,54,76,79,81,53,67,59,52,36,30,28,21,12,27,22,30,36,52,44,47,""
06,48,58,52,50,60,46,73,71,69,66,62,47,41,29,22,18,25,12,20,48,37,53,54,55,""
07,58,59,52,49,56,60,70,52,56,43,63,39,29,33,21,23,17,18,19,22,38,58,48,57,""
08,73,67,61,56,61,66,70,71,71,80,71,58,24,34,26,21,23,16,29,34,53,42,59,51,""
09,57,46,45,59,68,46,69,50,53,47,51,47,27,39,26,18,18,17,26,40,56,45,48,59,""
10,59,54,52,60,66,64,55,64,56,67,54,47,42,28,26,25,30,22,27,33,51,50,62,49,""
11,68,58,56,53,58,66,85,50,64,58,77,52,44,26,28,27,25,33,21,38,42,44,47,36,""
12,44,43,35,53,45,46,41,60,48,45,42,45,42,23,18,13,17,20,34,32,40,52,70,69,""
13,73,60,69,69,63,60,73,60,79,79,64,62,35,34,22,22,23,18,25,43,42,32,53,62,""
14,57,55,59,92,56,82,66,74,56,83,50,46,53,28,19,22,23,35,29,34,59,60,68,74,""
15,68,69,73,72,75,67,115,88,66,63,68,54,46,28,22,14,20,40,27,32,46,50,56,52,""
16,73,67,68,76,80,61,86,69,72,56,52,27,31,24,17,19,21,31,30,38,44,57,66,73,""
17,58,70,67,57,76,67,67,68,68,48,41,42,28,29,25,14,25,11,25,33,49,46,56,55,""
18,53,55,69,72,72,62,69,62,55,58,46,46,32,25,17,17,18,18,17,30,40,50,46,54,""
19,67,49,50,54,63,68,70,74,68,61,48,42,38,24,16,23,13,19,29,32,38,57,58,56,""
20,61,58,54,57,74,68,65,56,51,27,-1,28,21,35,14,15,17,24,31,24,41,49,49,50,""
21,53,63,64,76,63,61,82,47,58,47,44,27,32,23,19,22,21,21,21,34,44,39,41,46,""
22,45,57,73,49,58,51,69,68,63,48,39,33,25,19,14,17,15,24,17,22,24,43,57,57,""
23,55,56,73,63,60,53,53,54,75,63,39,27,31,14,30,18,22,14,23,26,42,47,34,45,""
24,64,42,56,49,52,52,60,79,60,54,40,53,30,21,25,22,10,16,13,28,39,47,49,45,""
25,59,45,47,57,57,54,63,50,75,61,43,46,37,55,22,59,14,19,28,19,22,42,44,29,""
26,30,52,47,57,60,52,47,78,47,59,40,39,24,31,24,16,13,16,27,32,39,42,51,48,""
27,51,35,34,49,43,53,43,50,56,45,46,36,34,27,22,14,18,17,13,32,34,42,43,42,""
28,50,45,47,55,47,54,53,53,52,64,36,35,27,21,28,31,17,20,31,33,38,39,65,57,""
29,49,37,44,65,49,62,78,79,77,59,48,39,35,20,54,17,16,26,18,28,46,42,43,54,""
30,44,63,44,42,49,50,46,2,2,34,54,41,43,42,31,30,27,26,42,43,65,53,44,40,""
31,28,30,35,44,60,47,59,50,50,54,43,38,42,39,24,16,26,32,21,52,45,52,40,5,""
