oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,16,8,11,10,18,11,27,22,20,26,20,18,20,27,9,12,13,3,6,10,17,20,15,14,""
02,11,12,16,18,21,10,19,28,23,22,23,18,24,22,17,14,18,15,12,15,18,14,6,15,""
03,11,13,15,11,13,15,24,14,24,15,26,19,24,21,7,16,18,13,14,15,11,15,15,5,""
04,16,9,20,8,15,16,11,23,20,13,17,18,19,17,17,13,17,15,12,16,13,18,19,11,""
05,4,11,18,16,19,17,19,22,18,23,16,26,21,15,13,17,14,19,13,14,20,15,14,19,""
06,12,11,19,20,20,6,12,16,27,20,14,21,11,24,18,11,19,17,16,14,15,7,11,9,""
07,13,12,16,15,14,15,17,21,17,25,20,21,16,22,13,21,19,15,11,23,17,20,6,15,""
08,11,12,15,25,15,16,18,16,23,12,24,18,19,15,26,22,15,15,14,12,17,18,18,20,""
09,12,8,14,15,16,19,20,23,16,20,12,12,19,15,20,17,18,16,14,12,23,19,15,20,""
10,19,14,24,16,19,12,18,21,18,14,13,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,""
11,9,19,18,23,20,11,21,25,19,24,21,18,27,23,16,25,18,11,13,14,12,16,12,16,""
12,14,19,24,10,15,23,18,24,19,21,14,16,14,18,16,13,20,13,12,11,15,12,18,16,""
13,10,21,14,25,16,22,22,18,20,14,14,24,26,23,14,15,17,11,16,14,22,17,12,10,""
14,14,15,27,21,15,11,27,24,17,18,31,25,18,19,16,23,18,12,12,10,6,20,9,18,""
15,10,18,20,20,18,18,18,33,29,35,29,19,20,10,22,18,18,20,24,17,13,16,17,14,""
16,12,16,17,17,16,20,30,20,22,21,21,26,17,17,18,19,20,18,18,12,22,16,14,14,""
17,9,17,18,15,24,14,31,24,26,25,26,24,26,18,15,18,15,15,13,19,15,18,16,19,""
18,14,27,13,24,28,22,33,25,21,27,22,16,15,22,14,18,18,21,16,17,15,19,14,16,""
19,12,11,18,15,10,28,11,17,30,22,25,18,18,17,20,19,17,17,10,13,11,21,20,8,""
20,20,14,12,12,18,22,23,33,23,19,26,21,24,20,26,15,17,17,15,12,9,17,15,18,""
21,15,16,14,24,21,20,17,20,24,27,19,27,14,17,10,12,15,18,20,17,21,13,11,7,""
22,15,8,15,19,19,17,23,18,16,40,22,15,21,24,20,17,15,16,12,18,17,13,7,8,""
23,18,18,19,24,22,19,21,19,23,29,19,24,16,19,32,26,20,15,9,17,10,23,14,14,""
24,11,17,22,14,21,23,15,16,16,18,17,22,18,17,19,15,13,14,12,12,16,11,20,16,""
25,11,17,13,25,10,19,20,25,23,22,12,13,16,18,15,23,20,22,11,17,15,13,13,15,""
26,19,16,20,16,22,10,17,14,13,18,19,22,22,16,16,15,13,8,14,20,19,22,17,12,""
27,16,18,19,19,19,17,16,20,28,24,11,18,23,17,20,24,22,15,18,16,19,14,17,11,""
28,16,18,13,14,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,19,16,17,18,22,24,21,17,11,""
29,9,14,21,22,18,14,22,20,16,14,28,20,13,22,21,10,15,14,4,-1,-1,-1,-1,0,""
30,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
[E]klgIn{llga`eezdh`e'jf',"b"
