oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,18,12,12,19,17,22,25,22,30,26,22,15,17,11,7,3,8,8,12,9,8,20,18,24,""
02,25,25,28,11,19,25,30,32,29,28,26,21,21,16,13,6,6,9,10,4,8,13,21,14,""
03,24,22,15,16,15,23,23,26,27,33,29,21,11,12,10,9,5,10,6,7,11,21,22,22,""
04,21,19,13,20,18,20,32,19,16,20,23,18,13,8,17,12,7,11,3,-1,-1,-1,-1,-1,""
05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,10,5,3,5,4,12,12,24,21,""
06,23,17,21,23,16,21,19,31,27,21,18,21,18,12,11,7,6,5,7,6,10,16,15,28,""
07,13,23,21,25,14,20,47,22,22,30,41,15,14,13,11,11,26,15,14,21,18,23,22,30,""
08,33,34,27,32,43,58,47,56,73,58,62,35,18,27,13,17,16,15,16,30,20,11,21,24,""
09,27,22,21,23,18,33,25,20,21,19,13,15,12,17,6,10,5,6,9,13,12,20,26,20,""
10,36,28,23,23,21,22,23,36,25,32,38,15,10,12,12,12,10,7,-1,-1,-1,-1,-1,-1,""
11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,""
12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,15,14,11,17,26,19,33,34,""
13,41,27,26,25,28,21,27,15,18,32,28,34,26,13,15,13,12,12,12,6,11,19,20,21,""
14,27,26,23,20,38,27,38,15,30,33,22,20,13,10,11,14,16,8,9,12,18,21,30,16,""
15,32,21,27,24,24,38,46,29,33,30,27,23,21,19,15,18,13,4,13,27,19,27,28,30,""
16,48,38,33,36,36,28,49,36,35,28,18,19,15,12,12,14,9,6,12,20,18,19,31,21,""
17,25,23,23,21,27,35,35,26,7,19,20,18,16,20,15,10,9,14,8,14,20,20,17,22,""
18,19,21,27,23,24,29,34,32,30,26,27,27,11,8,9,7,4,6,9,17,7,15,17,22,""
19,19,22,16,17,30,46,39,27,31,38,24,20,10,15,13,8,7,6,10,12,18,30,23,36,""
20,30,25,18,19,22,34,24,21,22,21,21,10,15,12,11,10,13,8,7,8,17,24,23,24,""
21,40,19,26,29,26,30,29,17,20,33,18,12,21,9,5,14,14,9,4,12,8,22,18,23,""
22,26,26,33,19,25,29,20,17,22,17,30,11,6,6,4,9,6,5,13,12,13,21,27,32,""
23,27,31,29,27,24,28,18,19,21,19,16,13,17,17,4,16,5,9,12,11,15,18,23,22,""
24,19,19,22,28,27,31,31,24,21,24,16,21,11,9,12,6,10,12,16,19,17,15,24,14,""
25,15,15,14,20,22,17,34,18,7,19,8,29,16,15,15,8,11,9,6,15,23,30,50,30,""
26,32,43,27,35,29,24,24,23,26,21,18,10,10,15,10,9,5,3,10,6,10,13,10,22,""
27,28,12,13,17,21,18,35,25,23,26,14,16,6,8,9,12,5,6,12,21,11,8,21,15,""
28,21,15,25,26,25,30,29,32,23,32,26,6,5,8,8,12,9,6,9,9,8,20,19,21,""
29,25,15,22,13,18,8,17,29,14,15,7,5,12,6,2,7,8,5,5,15,13,26,25,16,""
30,15,14,27,15,17,23,7,0,0,12,16,16,11,12,15,8,11,6,11,14,19,13,10,13,""
31,15,10,18,16,14,22,20,30,21,10,12,15,10,12,6,6,13,13,6,9,9,15,24,-1,""
