oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,70,54,52,51,52,82,54,88,75,93,66,77,61,50,47,52,52,44,45,39,46,49,54,64,""
02,55,52,48,24,30,64,57,70,77,74,67,53,58,31,41,27,38,37,45,45,21,36,15,20,""
03,25,24,25,30,32,43,45,47,49,77,64,64,63,30,21,16,42,38,31,46,38,55,30,15,""
04,19,26,22,40,55,91,74,35,81,71,46,63,56,43,21,24,37,36,25,26,26,24,28,37,""
05,29,28,23,26,37,71,29,61,53,60,48,47,59,43,25,41,44,32,29,29,45,41,49,48,""
06,75,62,52,53,54,18,46,68,64,60,50,50,60,57,46,49,31,22,28,32,48,39,38,63,""
07,66,64,59,74,72,71,66,66,73,65,69,56,62,44,57,56,48,43,57,44,50,58,48,72,""
08,74,62,53,66,46,41,29,65,93,78,63,68,66,52,50,48,51,45,42,40,63,69,63,65,""
09,59,84,64,65,59,43,53,62,75,75,67,63,55,59,56,46,45,49,47,46,46,56,61,67,""
10,69,77,71,73,66,72,82,64,50,30,64,69,56,50,59,35,34,38,43,26,48,41,28,54,""
11,55,41,63,60,69,56,63,56,70,48,34,47,44,40,37,45,42,27,32,23,17,27,50,45,""
12,49,70,46,62,62,64,73,68,61,42,69,44,41,24,40,39,42,35,30,26,27,43,65,59,""
13,68,51,66,61,65,74,72,70,79,78,45,36,52,36,42,36,33,38,55,28,28,55,67,61,""
14,58,43,37,21,19,49,39,52,87,55,61,45,25,21,11,23,39,40,44,45,53,60,67,56,""
15,66,67,59,67,81,74,82,58,93,71,62,63,72,59,61,51,27,22,49,37,48,46,55,73,""
16,72,76,61,66,67,86,68,69,79,61,62,56,53,50,42,41,49,45,50,30,63,71,68,63,""
17,58,60,43,35,50,44,30,37,67,63,54,51,64,50,37,45,46,19,29,20,38,37,57,46,""
18,55,67,67,63,62,79,53,78,87,68,70,54,53,45,49,55,50,29,47,31,36,60,52,55,""
19,45,47,42,43,27,58,25,51,72,41,40,37,52,62,57,63,37,44,30,29,33,49,55,67,""
20,53,57,70,67,71,72,74,62,67,75,60,59,56,58,50,54,55,36,45,52,45,53,59,66,""
21,70,54,64,71,59,71,69,59,78,64,56,71,54,56,58,49,42,33,28,42,57,55,54,54,""
22,58,51,62,60,63,86,78,76,74,77,69,54,57,57,47,55,50,31,51,27,51,61,48,44,""
23,67,68,65,62,74,67,71,74,77,70,73,52,57,64,52,49,45,46,42,56,34,63,65,65,""
24,59,68,67,54,69,76,73,67,71,68,53,67,62,46,54,45,42,34,34,43,39,36,50,52,""
25,75,52,67,66,64,52,57,67,60,76,45,68,64,54,40,41,33,37,47,38,47,44,56,44,""
26,62,54,63,47,64,59,71,56,75,68,64,58,54,56,50,53,26,39,24,48,39,33,35,55,""
27,73,52,56,60,57,50,53,57,72,64,50,79,49,61,46,29,44,53,50,46,51,58,64,46,""
28,52,62,58,67,72,78,52,82,68,65,63,46,45,54,52,39,40,37,61,41,49,62,48,53,""
29,65,71,58,61,64,56,76,68,72,63,74,66,44,52,45,45,55,45,51,43,38,20,25,24,""
30,50,59,57,52,45,52,45,33,26,69,62,50,48,44,37,45,34,45,34,32,16,20,10,14,""
31,10,10,13,14,17,40,37,35,45,55,64,43,33,46,26,40,40,41,36,19,24,35,22,-1,""
[E]bchb,"kIndh`e'jfd"
