aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,125,122,79,63,69,79,28,30,21,10,43,65,51,40,20,29,10,15,13,49,13,27,55,67,""
02,67,83,84,74,88,51,12,44,32,45,20,28,18,15,19,30,20,11,10,39,20,33,34,56,""
03,48,56,53,53,46,47,19,40,18,27,26,24,25,20,46,11,11,17,15,20,21,34,69,50,""
04,89,75,79,90,101,82,57,28,35,19,19,30,14,14,18,18,13,10,9,15,15,46,51,80,""
05,74,65,78,45,73,56,54,26,13,34,26,23,20,25,16,20,22,15,14,34,18,40,51,67,""
06,87,83,83,73,99,91,87,73,60,36,32,23,25,26,22,24,23,7,4,27,22,26,31,42,""
07,53,58,65,79,53,39,41,69,45,33,6,22,16,16,15,14,15,20,11,18,21,34,44,94,""
08,81,82,73,70,65,81,49,113,73,67,49,39,37,35,35,39,16,22,19,16,21,34,50,61,""
09,61,57,77,76,104,70,85,58,33,25,37,22,21,16,21,21,12,11,33,16,47,50,49,72,""
10,83,74,61,81,110,88,82,56,55,80,46,49,34,37,24,24,27,31,5,30,29,41,46,67,""
11,95,97,82,86,121,85,93,73,79,86,54,24,34,42,21,7,10,6,5,16,39,43,55,73,""
12,89,96,88,83,91,107,108,85,100,88,104,77,48,31,51,63,25,31,56,46,70,-1,-1,-1,""
13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,38,41,31,41,62,95,""
14,89,85,94,71,110,101,94,84,75,60,56,63,65,54,48,40,30,36,25,29,26,23,41,57,""
15,44,57,60,41,75,63,57,72,76,83,69,22,43,30,39,38,21,20,43,14,23,21,27,36,""
16,37,53,49,56,55,59,46,64,25,21,22,11,8,8,15,11,14,10,6,12,9,20,29,49,""
17,33,35,40,42,53,47,42,43,23,17,7,11,9,8,10,13,22,13,28,18,30,32,56,36,""
18,58,46,48,60,54,51,41,12,13,26,9,19,26,24,21,29,15,12,13,9,29,30,30,46,""
19,48,67,58,73,66,63,62,32,42,53,41,31,41,36,35,30,26,7,6,4,13,14,30,27,""
20,40,36,40,55,48,47,37,20,10,14,8,6,4,4,12,7,4,10,4,17,11,14,16,18,""
21,25,13,30,33,51,40,17,22,17,17,18,18,11,12,11,9,5,18,33,33,9,14,21,18,""
22,20,24,46,80,89,86,26,21,74,66,70,23,10,12,17,28,23,11,66,38,12,22,35,50,""
23,13,102,58,33,48,42,46,33,15,4,6,12,6,9,6,8,3,14,21,22,25,24,38,39,""
24,44,31,32,46,64,46,41,42,37,19,26,25,31,36,34,30,27,14,9,17,19,27,30,58,""
25,55,41,53,52,61,74,56,47,47,31,45,19,28,21,25,26,16,12,10,25,17,19,44,44,""
26,40,38,27,44,45,63,44,41,41,42,29,21,29,22,25,32,29,19,10,39,17,22,37,30,""
27,42,45,54,52,59,39,40,40,36,42,34,23,33,34,36,16,24,25,13,52,26,30,34,52,""
28,39,56,43,68,55,44,42,50,37,39,41,31,18,34,18,22,15,11,19,19,24,30,31,46,""
29,41,39,46,49,46,48,43,48,46,46,25,59,21,19,15,10,9,8,12,23,20,29,29,40,""
30,40,42,46,46,47,59,40,45,32,45,63,29,30,30,17,7,18,13,17,11,14,12,21,17,""
31,24,29,13,32,23,25,14,14,19,9,13,20,9,3,5,5,7,10,5,6,7,4,12,31,""
