aug,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,""
01,189,188,209,204,222,233,204,185,180,156,125,140,121,144,149,137,122,127,120,129,137,121,116,156,""
02,161,169,202,195,188,182,203,179,169,137,123,136,123,141,138,112,98,82,96,85,81,99,87,0,""
03,0,0,0,0,0,31,159,152,147,135,95,101,110,95,84,83,86,83,102,87,92,77,99,113,""
04,140,153,164,133,155,162,144,127,131,99,111,101,97,102,86,89,95,95,92,86,109,92,131,153,""
05,191,192,233,250,203,209,189,198,153,141,129,129,139,115,103,114,130,118,127,129,121,139,156,142,""
06,188,193,187,171,192,235,245,182,163,177,183,144,149,156,152,162,151,120,130,151,109,154,143,176,""
07,200,219,210,215,250,240,229,239,183,145,145,133,136,144,153,165,146,140,134,120,138,121,168,190,""
08,198,215,243,232,285,242,246,208,162,166,131,124,137,138,107,140,118,110,132,122,133,126,135,158,""
09,173,193,229,212,249,252,261,207,165,133,144,140,149,181,176,190,212,232,170,146,129,140,143,165,""
10,176,174,185,189,230,263,252,255,260,228,234,216,195,174,172,144,130,166,139,136,135,108,125,157,""
11,213,196,222,215,269,277,253,222,182,209,186,156,185,172,179,165,153,166,136,130,137,124,127,155,""
12,169,186,225,189,264,268,258,226,219,178,160,153,130,155,143,141,114,133,124,151,130,148,157,162,""
13,188,182,231,242,229,322,301,279,266,235,208,195,178,166,147,160,142,132,142,131,132,140,156,167,""
14,211,227,231,233,252,294,281,285,206,201,182,181,179,192,175,164,167,164,144,136,126,130,168,158,""
15,179,191,185,189,210,240,209,193,169,172,180,146,144,135,137,110,106,110,132,122,106,125,125,144,""
16,156,183,151,182,204,229,226,195,167,142,146,139,164,195,189,197,208,179,182,285,253,130,132,136,""
17,184,195,204,208,219,225,202,219,189,179,143,155,117,131,149,129,121,112,111,117,112,121,113,116,""
18,143,171,157,161,172,207,163,178,156,122,128,117,106,122,123,136,125,113,119,116,113,95,119,111,""
19,150,158,171,204,203,223,190,196,175,195,196,187,205,165,234,193,178,204,183,180,158,161,139,154,""
20,139,170,177,123,201,179,182,176,167,153,150,131,131,142,117,147,172,146,164,155,141,135,146,123,""
21,148,180,146,134,174,162,189,184,142,156,135,145,136,120,128,102,132,127,113,125,118,116,118,134,""
22,164,171,172,175,188,187,195,176,151,137,100,111,105,101,115,131,169,139,149,136,115,139,164,163,""
23,191,197,207,177,193,219,224,199,173,199,177,157,171,133,161,135,114,127,115,101,122,126,113,129,""
24,140,157,176,158,182,194,199,187,179,175,172,183,154,182,162,176,164,163,150,138,108,102,105,126,""
25,147,146,171,159,172,208,195,176,164,173,199,188,178,171,174,150,130,144,140,106,128,126,141,171,""
26,173,158,164,180,213,234,232,200,166,128,164,140,140,109,124,131,130,159,153,138,113,145,138,145,""
27,155,130,171,185,181,200,183,161,162,151,136,109,117,171,158,159,138,140,129,138,154,136,150,125,""
28,144,160,158,158,173,202,194,160,119,112,110,126,123,114,115,128,104,111,104,115,112,109,129,137,""
29,144,152,150,154,142,164,169,170,134,111,109,122,129,124,101,112,129,143,106,103,133,113,120,119,""
30,141,166,164,174,194,207,202,181,173,141,140,139,187,167,187,191,177,163,156,129,140,144,159,172,""
31,190,165,190,208,210,238,216,198,184,200,191,174,179,161,148,148,173,161,145,146,147,113,133,128,""
