oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,23,18,10,19,2,7,3,3,5,12,12,17,14,10,14,21,38,31,32,22,43,50,31,17
02,27,21,18,16,8,6,4,8,18,27,11,22,13,20,31,43,44,35,28,51,65,57,45,21
03,24,23,19,15,9,7,11,5,6,8,15,25,14,15,24,50,35,50,38,47,48,48,36,17
04,21,20,8,14,8,9,4,6,8,7,12,17,22,8,25,47,51,41,38,38,51,40,41,17
05,16,9,18,9,4,5,1,6,4,10,5,17,13,26,38,59,48,47,30,28,47,39,39,19
06,9,10,6,12,6,4,6,8,7,9,15,16,19,17,29,35,36,35,40,28,48,25,31,14
07,13,6,5,8,3,1,5,3,5,6,7,23,15,17,28,30,33,20,27,37,43,27,19,15
08,4,7,3,3,3,4,4,4,2,8,8,23,10,26,35,42,51,41,34,32,40,27,25,15
09,16,17,19,7,6,3,3,4,5,14,17,29,12,25,39,54,52,41,34,34,43,34,23,26
10,21,13,7,7,3,8,8,3,8,5,10,24,16,24,31,50,30,48,38,35,38,48,38,14
11,21,11,14,9,6,2,4,5,4,8,10,21,13,24,28,40,45,45,41,30,45,46,43,11
12,16,9,12,11,8,4,3,8,8,17,10,22,11,32,-1,47,59,48,35,43,54,40,37,17
13,18,17,10,8,4,6,5,4,3,7,12,18,17,23,23,49,40,37,33,34,35,49,29,23
14,5,11,7,5,2,4,1,2,8,11,13,16,16,21,26,48,58,45,41,30,42,27,28,21
15,18,9,13,14,4,3,4,2,8,6,11,17,19,13,40,57,41,38,45,47,50,33,28,22
16,13,33,17,11,6,7,3,4,4,9,16,21,13,14,40,44,45,58,30,39,33,43,29,16
17,9,13,20,8,11,9,3,4,6,13,19,18,16,23,38,45,52,30,45,31,41,40,29,26
18,18,10,10,14,8,8,6,10,6,7,17,20,28,37,41,63,45,40,33,40,-1,-1,-1,10
19,9,4,1,4,4,3,2,8,5,5,8,9,16,18,23,44,43,42,28,29,24,30,36,19
20,19,4,13,9,5,7,3,5,1,5,4,23,16,15,25,61,52,37,29,40,37,33,38,29
21,12,10,6,11,6,3,3,6,4,7,4,9,16,18,55,52,57,39,42,41,31,32,42,35
22,12,24,37,26,11,9,6,5,7,8,6,11,18,25,44,41,46,36,58,49,41,43,32,18
23,19,7,7,11,12,7,2,5,11,5,17,9,16,23,41,51,48,41,27,41,30,32,30,22
24,16,12,6,9,8,7,10,3,4,3,19,28,15,18,26,36,32,34,25,34,30,35,24,17
25,16,11,9,4,8,7,6,5,7,9,14,14,21,16,20,42,36,34,32,22,40,23,18,18
26,20,19,7,13,4,5,4,5,4,5,7,16,18,26,40,27,27,39,33,28,30,44,24,21
27,5,11,4,11,3,3,4,8,3,6,11,13,33,32,29,44,45,49,33,28,27,-1,25,17
28,11,11,13,7,8,6,5,6,2,6,10,13,14,23,35,37,48,32,45,63,42,40,30,27
29,17,24,18,9,12,8,-1,-1,-1,-1,-1,-1,-1,-1,33,42,28,35,42,31,51,32,19,18
30,13,16,12,7,2,0,0,2,9,4,12,19,12,17,16,30,29,31,38,24,30,20,20,11
31,6,6,3,3,4,2,1,4,3,6,9,20,14,12,23,31,34,41,25,27,28,27,28,24
