oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,11,15,14,30,21,28,22,31,28,32,26,26,19,19,12,6,8,7,6,8,9,9,10,9
02,6,7,12,27,31,68,42,41,37,25,15,19,17,15,7,4,2,9,13,10,9,13,4,14
03,5,12,18,27,44,33,57,-1,56,-1,34,-1,41,22,23,5,5,5,-1,38,16,11,7,6
04,8,15,19,23,29,53,68,74,39,68,27,44,22,-1,18,7,4,4,3,22,5,10,3,5
05,12,13,45,39,47,29,47,23,61,39,19,32,43,18,9,12,17,4,53,26,30,13,6,33
06,9,15,20,37,42,22,20,62,-1,59,19,43,16,14,8,5,4,8,5,11,20,14,5,8
07,12,15,24,28,31,42,48,25,36,52,13,-1,13,18,14,7,3,10,12,11,-1,13,11,11
08,18,13,19,33,20,16,49,79,9,23,23,50,-1,23,-1,-1,-1,5,6,6,8,12,5,11
09,7,12,9,17,25,64,25,13,26,26,22,14,8,4,7,7,4,6,9,14,40,14,3,6
10,8,9,17,52,20,64,32,25,23,21,-1,10,12,13,12,8,5,7,9,13,11,9,6,7
11,8,20,23,29,63,61,61,32,52,61,16,7,11,31,10,4,13,6,5,19,12,10,11,5
12,13,18,20,25,23,36,38,22,15,80,28,42,9,4,5,3,9,3,10,14,15,16,9,6
13,12,6,23,27,28,20,47,43,37,16,43,18,11,15,4,6,4,5,17,9,20,10,9,12
14,12,13,35,29,52,31,28,36,18,31,79,44,10,10,14,10,9,14,8,-1,-1,12,10,11
15,12,9,16,36,46,57,20,29,25,18,21,10,13,10,10,3,8,13,12,9,19,23,36,9
16,28,16,23,45,44,33,32,21,58,31,17,18,7,8,6,2,9,18,17,18,14,9,8,5
17,6,22,19,30,21,59,49,9,16,12,7,25,11,16,19,4,9,6,6,17,8,13,6,9
18,13,23,29,68,41,26,34,29,33,12,20,15,12,16,16,25,8,4,8,12,31,11,5,4
19,12,10,23,41,42,35,28,19,38,19,9,5,-1,-1,-1,-1,13,5,7,9,15,12,7,6
20,28,22,27,93,34,31,36,22,33,58,28,43,30,21,6,11,5,11,6,12,19,20,7,8
21,14,16,89,33,71,47,36,52,22,25,18,8,-1,39,20,13,2,7,9,9,51,8,9,10
22,17,26,68,36,32,32,25,26,14,14,15,6,20,6,8,4,3,8,3,11,10,9,17,14
23,17,22,32,42,48,62,61,78,48,19,14,28,53,91,32,17,9,-1,12,7,11,9,6,8
24,7,25,50,33,30,32,39,23,56,20,16,12,5,6,8,4,6,4,14,13,24,11,8,4
25,19,23,46,33,24,45,55,30,19,30,16,14,62,9,6,4,9,8,14,10,16,10,6,9
26,21,22,26,48,60,48,63,31,33,12,28,18,49,12,8,8,4,9,16,13,16,9,7,4
27,7,9,17,35,35,-1,30,26,22,60,24,22,14,38,11,11,19,20,8,15,10,8,11,11
28,5,26,25,37,54,52,46,31,31,35,64,58,31,20,8,5,11,15,9,10,19,23,31,8
29,7,18,13,16,23,31,55,15,40,18,22,9,23,13,9,18,10,6,10,7,8,19,16,12
30,13,14,18,57,40,21,34,47,9,26,23,12,20,5,7,34,8,12,5,13,21,23,19,8
31,9,15,58,37,29,34,19,30,22,15,21,-1,19,3,15,4,4,11,36,28,16,23,18,8
