oct,00h,01h,02h,03h,04h,05h,06h,07h,08h,09h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h
01,-1,19,43,59,67,75,37,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,18,27,30
02,16,41,46,66,56,63,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,36,21,20
03,17,23,52,46,66,86,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,32,18,27,30
04,16,41,46,66,56,63,89,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,15,15,25
05,19,30,66,66,73,76,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,54,25,24,25
06,19,25,29,53,66,57,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
07,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,25,21,29
08,29,36,59,64,50,67,74,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,48,26,19,27
09,15,43,34,40,46,44,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,45,34,23,19
10,29,42,31,63,50,99,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,23,22,24
11,30,29,57,40,86,-1,51,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41,20,34,18
12,28,31,41,60,57,62,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,19,31,21
13,15,19,33,37,40,31,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,22,22,27
14,26,24,47,47,52,33,99,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,27,26,17
15,19,39,37,76,66,106,58,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,49,19,15
16,51,33,66,87,70,56,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,22,15,18
17,19,41,64,69,67,125,72,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,23,27,20,23
18,21,44,65,72,88,58,67,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,37,18,19,20
19,27,27,64,86,91,95,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,19,20,16
20,23,33,86,83,126,81,53,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,28,8,5
21,11,24,152,96,120,120,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,96,10,22,21
22,17,50,42,84,65,65,43,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,22,25,27
23,20,30,68,76,116,72,110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,13,14,25
24,9,30,-1,76,86,87,57,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,29,22,20,20
25,37,50,68,80,83,92,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,16,27,20
26,18,37,-1,-1,60,73,63,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,25,18,21
27,21,31,39,80,69,99,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,46,25,21,14
28,20,30,41,52,80,91,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,29,45
29,26,25,50,73,50,64,71,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,35,32,31
30,19,43,29,57,76,36,49,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,46,28
31,27,28,65,82,74,61,51,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,37,19
